Genes	neg1	neg2	neg3	neg4	pos_1	pos_2	pos_3	control_1	control_2
Abca5	146	107	91	106	532	348	171	189	131
Map2k6	98	44	131	38	311	255	65	197	219
RP23-206P11.1	0	0	0	0	0	0	0	0	0
Kcnj16	14	17	10	26	15782	10933	127	188	34
Kcnj2	21	20	10	23	192	124	264	576	306
RP23-185J21.1	11	13	14	10	29	24	12	42	51
RP23-76P19.1	0	0	0	0	1	0	0	0	0
RP23-76P19.2	6	6	4	5	28	21	10	1	5
RP23-400D4.1	0	0	0	0	0	0	0	0	2
RP23-173A8.1	0	0	0	0	0	0	0	0	0
RP23-173A8.2	0	0	0	0	0	0	0	0	0
RP23-349B9.1	1	0	1	0	0	0	5	0	0
Sox9	40	45	43	63	11	16	93	24	26
RP23-36D5.2	0	0	0	0	0	0	1	0	0
RP23-36D5.3	0	0	0	0	0	0	0	0	0
RP23-468D17.1	16	12	35	10	256	177	21	80	174
RP23-326P8.1	0	0	1	0	0	0	0	6	2
Slc39a11	606	445	395	479	443	371	520	113	151
Gm16487	0	0	0	0	0	0	0	0	0
Sstr2	25	26	14	20	7	4	28	2	1
Cog1	385	316	353	338	768	597	417	267	317
Fam104a	225	267	204	254	625	476	328	687	580
RP23-407I21.3	0	0	0	0	0	0	0	0	0
RP23-407I21.4	92	58	72	97	149	113	124	76	103
Cpsf4l	81	58	241	76	58	44	48	3	1
Cdc42ep4	823	914	659	839	487	344	719	205	278
RP23-407I21.6	0	0	0	0	0	0	0	0	0
Sdk2	1	2	4	5	23	17	13	13	10
RP23-175A18.1	0	0	0	0	0	0	0	0	3
RP23-175A18.2	0	0	0	0	0	0	0	0	0
RP23-175A18.3	0	0	0	0	0	0	0	0	0
RP23-197C15.1	0	0	0	0	6	4	2	5	17
RP23-197C15.2	0	0	0	0	0	0	0	0	0
RP23-197C15.3	0	0	0	0	0	0	0	0	0
RP23-197C15.4	0	0	0	0	2	3	0	1	1
RP23-38A10.2	1	0	4	0	2	3	0	0	0
Rpl38	1815	1910	1997	1489	3164	2429	2588	6056	8228
Ttyh2	1470	1140	919	976	922	685	1392	247	333
Dnaic2	0	0	0	0	5	5	1	2	4
Kif19a	4	1	3	1	4	7	31	31	43
Btbd17	0	0	0	0	0	1	0	0	3
Gpr142	0	0	0	0	0	0	0	0	0
Gprc5c	1499	1279	1349	1039	4170	3321	922	416	390
Cd300a	74	64	44	81	151	154	1711	351	505
RP23-254J18.4	0	0	0	0	0	0	2	0	0
Cd300lb	19	21	10	21	32	39	658	161	86
RP23-331L12.10	0	1	0	0	0	0	1	0	0
Cd300c	1	0	0	0	0	5	13	5	47
Cd300ld	143	105	39	179	191	232	2333	170	263
Cd300d	55	46	32	59	148	166	1208	243	385
RP23-331L12.5	1	1	1	1	10	10	70	5	14
RP23-331L12.6	11	8	4	17	36	50	339	12	60
RP23-331L12.7	17	11	3	23	47	61	469	12	68
Cd300lh	15	11	3	22	46	67	482	13	65
Cd300e	28	22	11	54	57	86	2624	74	73
Rab37	5	0	6	0	28	25	19	72	68
Cd300lf	18	7	16	22	92	77	953	323	135
Slc9a3r1	4360	3190	3739	3050	5298	4036	2752	326	576
Nat9	502	365	568	304	516	365	376	309	503
Tmem104	268	182	185	148	237	172	367	114	150
Grin2c	1	0	0	0	2	1	2	2	1
Gm25837	0	0	0	0	0	0	0	0	0
Fdxr	471	421	619	303	214	150	361	132	231
Fads6	2689	2038	2010	2119	426	391	2001	77	70
Otop2	0	0	0	0	0	0	0	0	0
Ush1g	8	4	1	4	3	0	6	2	3
Otop3	0	0	0	0	1	2	0	0	0
Hid1	41	19	33	26	67	48	42	47	181
Cdr2l	59	38	27	33	65	53	55	44	96
Ict1	481	453	547	393	977	758	413	530	913
Ict1os	2	2	0	0	0	0	2	0	0
Atp5h	3617	3910	4049	3192	7233	5846	2739	8880	10587
Kctd2	404	319	310	277	1067	846	442	586	914
Trim80	5	1	4	6	3	2	6	1	1
Mir3968	0	0	0	2	0	0	0	0	0
RP23-392H19.5	0	0	0	0	49	38	18	0	0
Slc16a5	46	96	29	73	456	361	235	3	22
Armc7	53	52	29	50	129	93	184	136	238
Nt5c	292	290	343	275	615	447	476	404	831
RP23-392H19.8	7	8	4	3	15	11	23	9	27
Hn1	236	232	230	238	620	509	1088	2161	2689
Sumo2	851	896	889	661	3394	2638	2077	3174	3688
Nup85	297	372	376	317	536	443	524	843	607
Gga3	247	363	294	284	371	326	361	332	331
Gm25364	0	0	0	0	0	0	0	0	0
Mrps7	1245	1360	1318	1154	1783	1435	835	1254	1908
Mif4gd	901	981	776	790	1181	945	1051	807	1139
Slc25a19	312	386	257	324	1019	836	283	500	1036
Gm26613	0	0	1	0	0	1	0	0	2
Grb2	730	670	585	566	865	677	1638	1225	1349
RP23-28I4.2	18	14	18	14	58	37	23	66	84
RP23-354K2.1	6	0	2	0	2	2	2	3	8
Gm23699	0	0	0	0	0	0	0	0	0
RP23-354K2.2	0	0	0	0	0	0	0	0	0
Tmem94	652	468	506	343	720	638	452	489	696
Mir5621	0	0	0	0	0	0	0	0	0
Caskin2	304	238	238	214	584	466	190	210	235
Tsen54	125	144	115	115	360	237	160	135	191
Llgl2	609	356	395	300	1175	968	211	82	95
Myo15b	8	4	10	0	1203	1147	7	28	3
Recql5	364	338	419	297	465	342	282	179	394
Smim5	2	3	3	3	364	232	5	123	55
Smim6	15	11	16	11	196	163	4	28	20
Recql5os1	0	0	1	0	0	0	0	0	0
Sap30bp	358	303	312	312	687	474	424	335	482
Sap30bpos	0	0	2	0	0	0	0	1	0
Itgb4	6	7	8	6	121	45	7	68	121
B230344G16Rik	0	0	0	0	2	0	2	0	2
Galk1	829	527	622	596	782	678	545	202	299
H3f3b	2871	2248	2795	2090	6695	5162	7439	5929	4885
Unk	161	173	185	152	225	214	254	171	204
Unc13d	16	14	15	18	69	78	94	283	208
Wbp2	1908	1767	1570	1234	2771	2197	1581	1236	1450
Trim47	57	87	54	88	369	288	203	143	379
Trim65	198	240	149	192	157	129	207	141	223
Mrpl38	1239	1365	1311	1157	1398	1096	809	735	1195
Fbf1	212	174	153	179	483	383	146	114	176
Gm26413	4	1	0	1	2	1	0	0	0
Acox1	52103	46763	33992	48224	23354	17297	27025	2344	3372
Ten1	33	34	38	30	159	105	125	254	309
Cdk3-ps	3	6	3	5	6	6	2	11	10
Evpl	8	12	8	7	369	235	26	25	19
Srp68	1311	1028	739	1058	1579	1161	1162	1300	1483
Galr2	0	0	0	0	2	1	0	2	0
Exoc7	677	473	562	460	811	631	635	880	1076
Gm26730	0	0	0	0	0	0	0	0	0
n-R5s74	0	0	0	0	0	0	0	0	0
Foxj1	4	0	0	0	8	11	3	0	1
Rnf157	16	10	13	17	26	30	130	150	200
Rps11-ps2	12	17	16	13	30	24	33	39	59
Ubald2	440	380	496	366	1000	804	748	777	1072
Qrich2	0	0	1	0	0	3	5	0	2
RP23-193A16.2	0	3	0	0	0	0	0	0	0
Prpsap1	1236	1142	1128	1043	1224	918	978	418	707
Rpl36-ps1	0	0	0	0	0	2	0	0	0
RP23-193A16.7	0	0	0	0	3	0	0	0	0
Sphk1	1	4	2	3	101	75	12	111	42
Ube2o	272	237	176	189	301	216	188	692	257
RP23-193A16.6	0	0	0	0	0	0	0	0	0
Aanat	0	0	0	0	1	0	0	0	0
Rhbdf2	242	194	158	154	188	187	649	429	326
Cygb	100	82	89	60	218	160	331	243	765
RP23-313J14.5	0	2	2	0	5	9	7	10	27
RP23-313J14.6	59	78	106	75	197	181	126	111	125
Snord1c	0	0	0	0	0	0	0	0	0
Snord1b	0	0	0	0	0	0	0	0	0
Snord1a	0	0	0	0	0	0	0	0	0
St6galnac2	18	13	17	23	2424	2046	54	135	188
RP23-313J14.7	0	2	1	3	149	153	6	3	7
RP23-468A19.1	0	0	0	0	0	0	0	0	0
RP23-468A19.2	0	0	0	0	1	0	0	0	0
St6galnac1	0	0	0	0	0	0	0	0	1
Mxra7	28	28	20	29	174	126	88	84	172
Jmjd6	376	431	372	422	784	600	493	507	684
Gm27401	0	0	0	0	0	0	0	0	0
Mettl23	326	322	311	296	516	377	274	798	1237
Srsf2	2503	2054	2643	1679	4496	4178	3455	4214	2649
Mfsd11	275	233	251	216	812	675	505	323	515
Mgat5b	0	0	0	0	5	2	0	0	0
RP23-41E14.2	0	0	0	0	1	0	1	0	0
RP23-41E14.3	0	0	0	0	0	0	0	0	0
Snhg20	107	179	184	145	259	220	181	305	383
Gm26083	0	0	0	0	0	0	0	0	0
Mir6516	0	0	0	0	0	0	0	0	0
Gm24323	0	0	0	0	1	0	0	0	0
RP23-41E14.6	0	0	0	0	6	3	2	7	35
Sec14l1	231	257	144	220	1336	956	856	749	969
Gm22667	0	0	0	0	0	0	0	0	0
RP23-41E14.8	0	0	0	0	2	0	0	0	0
Sept9	1527	730	830	579	708	519	1782	570	908
RP23-284L12.1	0	0	0	1	1	1	1	0	0
RP23-101J23.2	0	0	0	0	0	0	0	0	0
RP23-101J23.3	68	91	96	56	109	85	112	150	260
RP23-101J23.4	0	0	0	0	2	1	0	1	3
RP24-89M13.2	0	0	0	0	0	0	0	0	0
RP24-89M13.1	0	0	0	0	0	0	0	0	0
RP23-54L24.1	0	0	0	0	2	11	0	18	2
RP24-133C15.1	0	0	1	0	4	9	1	13	21
Tnrc6c	370	404	305	265	493	394	355	354	361
Tmc6	203	151	162	114	628	438	404	387	501
Tmc8	24	24	24	35	23	28	176	71	90
RP23-151N19.4	0	0	0	2	0	0	0	0	0
RP23-151N19.5	0	0	0	0	0	0	0	0	0
RP23-151N19.6	0	0	0	0	0	0	2	35	4
Syngr2	1273	1024	1210	1062	1894	1521	1757	2919	3675
RP23-268N22.1	1	0	0	0	0	1	0	0	0
Tk1	538	400	622	387	206	148	818	517	277
Afmid	691	494	535	510	330	266	360	37	16
Birc5	17	35	19	28	47	42	311	1162	222
Tmem235	0	0	0	0	0	1	2	0	0
Tha1	112	108	144	99	164	115	91	114	155
RP23-268N22.4	0	0	0	0	0	0	0	0	0
RP23-268N22.5	0	0	0	0	0	0	0	0	0
Socs3	555	312	175	245	107	92	392	119	250
Pgs1	209	212	183	211	485	364	423	503	530
Mir6933	0	0	0	0	0	0	0	0	0
Dnah17	0	0	5	0	18	17	5	2	3
RP23-28C17.1	0	0	0	0	0	0	0	0	2
Cyth1	609	777	661	757	525	466	1208	519	804
Gm24060	1	4	4	1	6	2	3	0	0
RP23-28C17.4	1	0	0	0	0	0	1	0	0
Usp36	444	477	400	378	339	263	247	266	273
Timp2	200	171	114	114	1253	875	766	1510	3348
Cep295nl	0	0	0	0	2	0	3	2	6
Lgals3bp	1261	883	926	758	2406	2279	5349	610	2531
Cant1	622	584	471	411	731	627	575	342	626
C1qtnf1	157	87	57	167	120	101	224	71	127
RP23-159O6.2	1	0	0	0	0	0	0	1	1
RP23-159O6.4	0	0	0	0	0	0	0	0	0
Engase	107	91	123	90	75	65	256	148	191
Rbfox3	10	3	11	9	5	8	71	5	11
RP23-266L14.1	0	0	0	0	0	0	0	0	0
Gm25040	0	0	0	0	0	0	0	0	0
RP23-386D6.3	0	0	0	0	1	0	0	0	0
Enpp7	0	0	0	0	0	0	0	0	0
Cbx2	155	209	156	149	81	61	91	36	46
Cbx8	125	114	105	104	73	85	101	81	77
Gm26508	1	1	0	0	0	1	0	0	0
Cbx4	399	301	384	277	258	225	214	232	256
RP23-458A23.3	0	0	0	0	7	11	0	0	1
RP23-458A23.4	0	0	0	0	0	0	0	0	1
Tbc1d16	563	330	284	297	656	447	157	273	248
Gm26888	0	0	0	0	0	0	0	1	4
Mir6934	0	0	0	0	0	0	0	0	0
RP23-13O17.3	0	0	0	0	0	0	0	0	0
RP23-13O17.2	22	7	13	10	23	10	1	31	10
Ccdc40	1	0	1	0	2	4	11	15	2
Gaa	1778	1432	1230	1166	1413	1145	1171	1537	2269
Eif4a3	557	508	554	511	1079	914	838	764	1135
Card14	0	1	1	2	31	52	1	9	7
Sgsh	114	68	120	78	160	160	213	88	195
Slc26a11	196	164	161	187	233	197	165	109	133
Mir1932	0	0	0	0	0	0	0	0	1
Rnf213	1798	1155	1732	1193	2828	2403	6170	839	1223
RP23-25M3.6	22	21	23	27	16	17	11	10	15
Endov	132	112	165	94	223	188	138	93	169
Nptx1	0	0	1	0	2	3	3	1	0
RP23-161I3.2	0	0	0	0	0	0	0	0	0
Rptor	674	605	500	459	395	341	358	240	365
RP24-225K18.2	0	0	0	0	0	0	0	0	0
Gm23663	0	0	0	2	0	0	0	0	0
Rptoros	0	2	0	0	0	0	13	0	1
Chmp6	258	176	213	168	901	726	321	335	417
RP24-225K18.6	3	6	10	6	58	36	3	5	8
RP24-225K18.5	1	1	0	0	36	23	0	0	0
Baiap2	486	351	305	300	911	756	615	154	408
Aatk	116	164	165	129	41	56	108	228	267
Mir338	0	0	0	0	0	0	0	0	0
Mir3065	0	0	0	0	0	0	0	0	0
RP23-37J21.10	0	0	0	0	0	0	0	0	0
Cep131	84	66	94	51	66	68	58	94	115
Gm25948	0	0	0	0	0	1	0	0	0
Enthd2	194	256	300	242	296	228	216	123	216
RP23-37J21.3	237	158	226	165	407	251	141	352	496
Slc38a10	1964	1544	1220	1215	2043	1719	1469	707	1312
RP23-37J21.5	1	4	4	0	4	6	5	3	5
RP23-37J21.6	21	57	44	49	76	52	19	35	37
RP23-37J21.8	0	0	0	1	0	0	0	0	0
RP23-37J21.9	47	43	61	43	84	53	17	14	26
Bahcc1	192	146	168	135	175	146	65	100	95
RP23-296K20.1	8	5	12	4	6	6	10	7	16
Gm47297	0	0	0	0	0	0	0	0	0
Actg1	2821	1322	1632	1369	20529	16001	14868	16039	17136
Gm23419	0	0	0	0	0	0	0	0	0
Mir6935	0	0	0	0	0	0	0	0	0
RP23-82I5.2	5	3	9	4	56	53	7	204	186
Fscn2	0	0	0	0	1	0	0	8	15
Faap100	114	85	106	56	205	173	109	145	236
Nploc4	1936	1924	1187	1743	1165	847	1361	972	936
Tspan10	1	0	1	3	1	0	3	44	47
Pde6g	12	25	26	15	8	14	7	5	12
Oxld1	167	119	200	95	219	179	98	169	270
Ccdc137	211	253	204	208	466	382	228	176	178
Arl16	122	111	101	90	150	147	98	68	85
Hgs	892	787	699	697	546	421	713	315	386
Mrpl12	2190	1644	2036	1612	3549	2748	1304	2013	3269
Gm16755	16	15	33	4	29	30	5	7	6
RP23-82I5.15	6	1	9	3	16	8	3	0	1
Slc25a10	4526	2556	3067	2147	3717	3397	1552	615	2337
RP23-82I5.17	549	395	450	353	52	45	189	1	0
Gcgr	5755	5533	6336	4289	561	538	2371	10	15
Fam195b	318	191	304	160	760	620	532	786	1146
Ppp1r27	0	0	0	0	0	12	0	2984	2023
P4hb	34782	28646	21712	29197	17550	13399	25846	5167	5920
Arhgdia	1529	1160	1242	1039	3816	3007	4184	1958	5036
RP23-84C12.22	5	7	9	12	4	8	4	1	0
Alyref	210	145	150	180	430	322	448	660	665
Anapc11	220	210	240	149	405	272	290	398	699
Npb	4	5	8	1	8	8	8	2	2
Pcyt2	9944	10480	10029	8526	3851	3362	5623	617	976
Sirt7	887	792	1068	686	937	802	715	465	633
Mir6936	0	0	0	0	0	0	0	0	0
Mafg	1833	1836	1776	1658	1678	1413	1197	1193	563
Gm17586	82	65	83	75	144	132	62	85	57
Pycr1	7	9	8	8	15	8	5	40	77
Myadml2	0	0	0	0	0	3	1	680	737
Myadml2os	0	0	0	0	0	0	0	1	3
Notum	562	545	629	464	181	134	187	6	2
Notumos	20	8	23	12	13	27	9	2	0
Aspscr1	1663	1738	1634	1358	1110	838	926	457	776
RP23-84C12.21	1	3	2	0	0	1	2	2	0
Stra13	457	438	512	313	801	653	333	246	457
Lrrc45	244	254	229	209	523	400	255	199	306
Rac3	6	8	3	7	30	21	8	13	29
Dcxr	1829	1471	2165	1171	2744	2193	901	300	492
Cbr2	1	1	1	2	230	196	50	655	1718
Hmga1-rs1	179	168	233	113	214	148	356	502	638
RP23-99M13.2	0	1	0	0	20	19	2	60	184
Rfng	477	364	450	251	608	548	355	394	603
Gps1	1350	1166	1128	1195	1972	1549	1181	1076	1531
Dus1l	1520	1441	1268	1393	1172	920	1065	556	810
Fasn	6221	3534	3435	2391	4085	9315	4431	9576	41814
Ccdc57	53	37	74	26	131	115	42	38	58
RP23-99M13.8	4	6	8	8	4	2	0	4	13
Slc16a3	10	2	4	9	47	65	164	1468	1342
Csnk1d	1248	1145	930	1137	1568	1193	1670	978	1136
RP23-378G22.3	0	0	0	0	0	0	0	0	0
RP23-400P17.11	0	0	0	0	0	0	0	0	0
RP23-400P17.2	0	0	0	0	0	0	0	0	0
Gm22152	0	0	0	0	0	0	0	0	0
Cd7	3	3	4	8	19	21	111	63	199
Sectm1b	0	0	0	1	880	859	1	21	0
Sectm1a	6	11	10	8	172	141	329	15	16
RP23-400P17.5	0	0	0	0	0	0	0	0	0
RP23-400P17.6	0	0	0	0	0	0	0	0	0
RP23-400P17.7	138	116	110	142	315	220	279	150	152
Tex19.2	0	0	0	0	0	1	0	0	0
Tex19.1	0	0	0	0	0	0	0	0	0
Uts2r	0	0	0	0	0	0	0	11	11
RP23-349B15.1	0	0	0	0	0	0	0	1	0
Ogfod3	96	91	113	93	398	289	89	198	310
Hexdc	199	133	219	124	436	371	166	165	237
RP23-349B15.4	253	237	247	320	609	518	921	691	924
Narf	1272	1078	1015	1291	1046	711	733	1110	481
Foxk2	505	482	393	459	661	462	540	588	541
Wdr45b	1170	987	933	1047	1088	795	809	559	661
Rab40b	14	5	10	3	40	23	7	268	169
Mir7236	0	0	0	0	0	0	0	0	0
RP23-293H17.5	0	0	0	0	0	0	0	0	0
Fn3krp	244	192	229	200	588	383	234	335	179
Fn3k	363	344	545	357	569	431	142	394	324
Tbcd	677	505	436	493	862	638	712	410	554
Zfp750	123	188	110	177	142	118	170	17	7
B3gntl1	56	44	76	64	125	96	88	60	91
Metrnl	54	51	29	56	321	286	774	269	261
RP23-342H16.1	0	0	0	0	3	5	19	6	2
RP23-342H16.9	0	0	0	0	0	0	0	0	0
RP23-342H16.7	0	0	0	0	0	0	0	0	0
Ptchd3	0	0	0	0	0	0	1	0	0
RP23-342H16.3	0	1	0	0	1	0	0	0	0
RP23-342H16.5	0	0	0	0	0	0	0	0	0
RP23-342H16.4	1	0	1	0	0	0	0	1	0
RP23-156G21.2	0	0	0	0	0	0	0	0	0
RP24-284A21.1	0	0	0	0	0	0	0	0	0
RP24-284A21.3	0	0	0	0	2	0	0	0	1
RP24-284A21.4	0	0	0	0	0	0	0	0	0
RP24-284A21.5	0	0	0	0	0	0	0	0	0
RP24-284A21.2	0	0	0	0	0	0	0	0	0
RP23-317B21.2	35	22	14	20	34	27	16	9	6
RP23-317B21.4	0	0	0	0	0	0	0	0	0
RP23-317B21.3	0	0	0	0	2	1	0	0	0
Rab10os	144	189	221	195	327	298	249	252	254
Rab10	1675	1385	1338	1224	2607	2039	2655	3626	2662
RP23-83G6.2	0	0	0	0	1	0	0	1	1
Kif3c	18	21	17	19	210	152	76	444	305
RP23-83G6.5	1	1	1	1	1	0	0	1	0
RP23-83G6.3	0	0	0	0	0	0	0	0	0
RP23-83G6.1	129	199	130	212	323	237	166	112	115
Asxl2	571	501	418	493	850	640	601	294	222
RP23-36K2.5	10	13	5	18	89	53	8	25	10
Dtnb	455	405	420	347	648	450	345	99	119
Gm26050	0	0	0	0	0	0	0	0	0
Dtnbos	1	0	0	0	5	4	0	0	0
Dnmt3a	330	299	409	277	693	525	948	586	433
Dnmt3aos	0	0	0	0	0	0	2	0	0
RP23-9D1.2	1	1	2	0	1	2	3	2	2
Pomc	4	2	3	0	10	3	1	3	4
Efr3b	37	30	29	18	45	63	5	120	95
RP23-168O9.4	0	0	0	0	0	0	0	0	0
RP23-6C18.3	0	0	0	0	0	0	0	0	1
Dnajc27	14	10	23	16	116	85	64	554	453
Adcy3	14	11	13	5	87	100	197	122	215
Cenpo	86	58	69	61	122	108	199	72	116
RP23-6C18.5	0	0	0	0	0	0	0	0	0
RP23-6C18.6	1	1	2	5	3	3	2	2	2
Ptrhd1	114	136	130	117	181	157	141	181	236
RP23-174N3.2	0	0	0	0	0	0	0	0	0
RP23-174N3.3	1	0	0	0	0	0	0	0	1
Ncoa1	414	353	267	270	519	485	347	318	277
Gm23756	0	0	0	0	0	0	0	0	0
Gm22343	0	0	0	0	0	0	0	0	0
RP23-118L13.2	0	0	1	0	1	0	0	1	1
RP23-118L13.3	0	0	0	0	0	0	0	0	0
RP23-118L13.5	0	1	0	0	2	0	1	2	2
RP23-118L13.6	0	1	0	0	1	0	0	1	1
Itsn2	880	826	642	943	2087	1561	1276	739	570
Gm3625	2	0	1	0	0	1	0	2	0
RP23-456K21.1	0	1	0	0	0	0	0	0	0
RP23-456K21.3	19	14	9	7	19	12	32	22	47
Fam228a	11	15	16	13	20	12	4	1	0
Fam228b	23	27	50	17	47	30	20	55	73
Gm23676	0	0	0	0	0	0	0	0	0
Gm22003	1	1	0	0	1	0	0	0	0
Pfn4	9	9	20	13	29	25	9	14	18
RP23-456K21.7	1071	883	604	1002	1886	1363	3332	1765	2628
Sf3b6	633	536	570	476	1225	918	833	948	940
Fkbp1b	3	5	1	2	18	17	28	29	63
RP23-335F6.3	204	223	190	238	133	112	134	63	59
Mfsd2b	13	18	14	11	71	68	81	887	33
Ubxn2a	505	543	278	619	1722	1171	454	547	362
Atad2b	394	361	270	379	629	496	374	318	163
Gm23167	0	0	0	0	0	0	0	0	0
RP24-284N10.2	0	0	0	0	0	0	0	0	0
Klhl29	0	2	2	4	38	19	8	72	30
RP23-217H9.3	0	0	0	0	0	0	0	0	0
RP24-280B23.1	1	0	0	0	12	4	3	51	26
RP23-268A5.1	1	4	0	4	3	2	0	0	0
RP23-268A5.2	0	0	0	0	0	0	0	0	0
RP23-329M17.1	0	0	0	0	0	0	0	0	0
Gm23752	0	0	0	0	0	0	0	0	0
RP23-56C15.1	0	0	0	0	0	0	0	0	0
RP23-479N14.2	0	0	0	0	0	0	0	0	1
RP24-292J1.2	3	4	0	2	0	2	3	1	0
RP23-478I20.1	2	3	3	4	1	1	0	5	4
RP23-304B1.1	0	0	0	0	0	0	0	0	0
RP23-443B9.1	0	0	0	0	0	0	0	0	0
RP23-443B9.3	0	0	0	0	0	0	0	0	0
RP23-430F12.1	2	0	0	0	0	0	0	0	0
RP23-235G12.1	94	103	107	104	379	248	167	72	120
RP23-337J19.1	102	39	52	49	0	0	36	0	0
RP23-337J19.3	0	0	0	0	0	0	0	0	0
RP23-337J19.2	766	627	558	625	0	0	391	2	2
Apob	198926	151509	78660	168339	10217	6079	76949	99	0
RP23-151K15.2	0	0	0	0	0	2	1	0	0
Ldah	1220	1495	736	1616	1030	722	1007	337	540
RP23-135A22.4	2	0	0	0	30	29	0	2	8
Gdf7	0	0	0	0	1	3	0	0	1
Hs1bp3	322	244	244	191	439	356	407	156	294
RP23-135A22.7	0	0	0	0	4	3	1	0	0
RP23-293N23.2	0	0	0	0	0	0	0	0	0
RP23-293N23.4	0	0	0	0	0	0	0	0	0
RP23-293N23.3	0	0	1	0	1	0	0	1	2
Rhob	353	260	207	214	681	637	831	1317	2146
RP23-416K18.1	7	5	7	3	0	1	13	7	14
Slc7a15	0	0	2	1	0	1	2	2	0
Pum2	1347	1176	910	1151	3475	2667	1967	2170	1529
RP24-555I16.2	5	4	3	1	1	2	14	0	0
Sdc1	3834	2588	1903	2495	371	203	4200	175	360
RP23-344H23.1	0	1	0	0	2	1	0	2	5
RP24-249A13.2	0	0	0	1	0	0	0	0	1
Laptm4a	4015	3320	2915	3315	7793	6090	5975	5770	7081
Matn3	0	0	0	0	0	0	1	0	1
Wdr35	75	51	51	78	738	509	77	142	134
Ttc32	196	200	221	195	333	237	226	471	325
RP23-228C13.6	0	0	0	0	0	0	0	0	8
RP23-228C13.4	12	18	11	14	16	10	18	4	18
RP23-228C13.3	0	0	0	0	0	0	0	0	0
RP23-228C13.7	0	0	0	0	0	0	0	0	0
RP23-228C13.2	0	0	0	0	0	0	0	0	0
RP23-228C13.1	0	0	0	0	0	0	0	0	0
Osr1	1	1	1	0	24	20	2	38	203
Gm23979	0	0	0	0	0	0	0	0	0
RP23-246F14.5	0	1	0	0	0	0	0	0	0
RP23-20P15.1	0	0	0	0	0	0	0	0	0
Gm22845	0	0	0	0	0	0	0	0	0
RP23-36H21.3	605	585	202	649	455	872	508	272	487
RP23-36H21.2	0	0	0	0	0	0	0	0	0
RP23-36H21.1	0	0	0	0	0	0	0	0	0
RP23-246F14.4	0	0	0	0	0	0	0	0	0
RP23-105H5.5	0	0	0	0	0	0	0	0	1
Nt5c1b	0	0	0	0	0	0	0	0	0
Rdh14	343	296	347	296	575	487	338	774	620
RP23-105H5.4	0	0	0	0	0	0	0	0	1
RP23-105H5.3	0	0	0	0	0	0	0	0	0
RP23-139H6.1	4	3	0	2	2	10	6	4	11
Pgk1-rs7	3573	2929	2095	3311	5647	4026	3768	6000	5242
RP23-246F14.3	1	0	0	0	0	0	0	0	1
RP24-124O5.1	0	0	0	0	0	0	0	0	0
Kcns3	1	5	1	5	95	64	11	45	156
RP24-418L10.2	199	207	194	169	363	282	273	261	659
RP23-141H24.4	2	5	2	7	1	1	3	25	13
Msgn1	0	0	0	0	0	0	0	0	0
RP23-141H24.1	0	0	0	0	0	0	0	0	0
Gen1	37	53	42	38	57	28	65	89	27
Smc6	438	364	306	385	1230	832	935	1032	730
Mir7675	0	0	0	0	0	1	0	0	0
Vsnl1	0	0	0	0	0	1	0	2	6
RP23-102M4.6	0	0	0	0	0	0	0	0	0
Rad51ap2	0	0	0	0	5	1	0	0	0
RP23-235B7.3	0	0	0	0	0	0	0	0	0
RP23-235B7.4	0	0	0	1	0	0	0	0	0
RP23-246F14.2	5	7	5	7	8	3	1	2	1
Gm23781	0	0	0	0	0	0	0	0	0
RP24-289C19.1	0	0	0	0	0	0	0	0	0
RP23-228C13.5	0	0	0	0	0	0	0	0	0
RP23-246F14.1	1	3	3	3	4	5	7	4	18
RP24-485P18.1	0	0	0	0	0	0	0	0	0
RP24-485P18.2	0	0	0	0	0	0	0	0	0
RP24-485P18.3	80	63	26	83	57	44	175	31	45
Gm25610	0	0	0	0	0	0	0	0	0
RP23-405M23.1	2305	2470	2391	2164	3795	2867	3059	2911	5387
Gm26171	0	0	0	0	0	0	0	0	0
Fam49a	48	44	36	79	369	290	1070	286	415
RP23-424B20.2	0	0	0	0	0	0	0	0	0
Gm27952	0	0	0	0	0	0	0	0	0
Gm25538	0	0	0	0	0	0	0	0	0
RP24-399D3.2	0	0	0	0	0	0	0	0	0
RP24-399D3.1	0	0	0	0	0	0	0	0	0
RP23-453E16.5	0	0	0	0	0	0	0	0	0
RP23-453E16.4	0	0	0	0	0	1	0	0	0
RP23-453E16.3	0	0	0	0	0	0	0	0	0
Rpl36-ps3	212	275	266	183	239	191	188	379	809
Mycn	5	3	11	3	32	25	19	27	6
RP23-453E16.6	0	0	0	0	1	0	0	0	0
RP23-393J15.6	0	0	0	0	0	0	0	0	0
RP23-393J15.2	0	0	0	0	0	0	0	0	0
RP23-393J15.3	0	0	0	0	0	0	0	0	0
RP23-393J15.4	0	0	0	0	0	0	0	0	0
Rpl21-ps2	0	0	0	0	0	0	0	0	0
Gm24208	1	0	0	0	0	0	1	0	0
Ddx1	1364	1220	1139	1358	2651	1914	1901	2019	1963
Nbas	726	535	401	578	782	543	720	311	319
RP24-120L6.1	0	0	0	0	0	0	0	0	0
RP24-85L11.3	127	98	68	112	125	97	139	52	62
RP24-85L11.2	6	14	11	13	756	99	169	283	451
RP24-85L11.1	0	0	0	0	0	0	0	0	0
Gm24142	0	0	0	0	0	0	0	0	0
Gm22170	3	0	2	0	1	1	0	1	0
