Geneid	Length	genome_mapping/Control1.rn6.sorted.bam
Nkapd1	2306	896
Gas2	2056	87
RGD1308134	815	459
Armc7	2370	125
Mis18a	1077	92
Nceh1	2076	592
Tmem50a	1019	2224
Atraid	949	629
Yeats4	1186	479
Tmprss13	3127	69
Glb1l	2307	409
LOC302022	1361	20
Ap1s2	1811	987
Txndc11	3074	872
Mgat4b	2395	1012
Nle1	1727	180
Ildr1	2476	2
Wdpcp	2621	192
Spire2	2268	161
Sbk2	2337	0
Lmntd2	2080	5
Cracr2b	1583	96
Peli3	1893	116
Fermt3	2456	1760
Slc25a24	3433	831
Rnf139	2723	712
Kdelr3	1258	593
Fbln1	2787	3458
Traf7	2615	1365
Llgl2	3530	64
Snx4	2396	1280
Lrch4	3059	1536
Lsm14a	2703	1578
Uqcrb	1041	1199
Nudt16	1251	247
Irak1	2749	2101
RGD1563815	1992	0
Rsph14	1728	3
Zfp2	2068	99
Wdr92	2056	164
Sytl3	2209	37
Cers3	2797	0
RGD1565059	1411	70
Cfap77	1707	27
Esrp1	2649	1
Epb41l4b	2188	134
Plekhd1	3280	288
RGD1561648	1939	5
Bclaf3	2681	76
Ppp1r42	1391	18
Trip6	1728	444
Lrrc45	2424	680
Gpn1	1671	492
Ube2r2	1322	1645
Slc25a33	1385	279
Calml4	896	41
Fam91a1	4421	2003
Proser3	3529	377
Oxct1	3307	2897
Sh3bp5l	2944	643
Slc25a42	2805	390
Arhgef16	2731	4
Zfp786	2764	49
Rnf168	3308	403
Cep89	2720	373
Aida	2678	1439
Slc25a53	694	17
Klf16	2594	294
LOC100158225	1970	144
Ttc30b	2570	240
Samd15	1889	34
Txlna	2557	833
Zfp9	3959	197
Nudt13	2401	85
Snx9	2052	908
Usp21	2238	569
Gba	2145	2484
PCOLCE2	1505	583
Slc35a2	2008	885
Anks4b	1810	19
Ckmt2	1198	1
Nkx2-6	1443	1
Tm6sf2	1387	13
Coa4	1364	250
Spin2a	1341	1
Slc35g3	1321	21
Mars	2783	1373
Erich1	1108	181
Fam45a	2342	844
Sh3bgr	1146	58
Hsf2bp	2816	28
Ndufa4	785	2044
Il1rl1	3548	160
Bco2	2513	263
Rpl36a	669	1291
Fam32a	2003	1402
Ctdsp1	2298	1978
Trim8	3430	1640
Ly6al	798	1
Lcn10	1137	0
Lcn12	747	49
Obp2a	701	0
Rwdd3	1044	88
Tmem88	1567	172
Lcn8	650	0
B3gat3	1574	1499
Myadml2	1631	17
Bnipl	1653	2
Fam185a	1533	169
Rcc1	1555	271
Sri	802	1306
Nup43	1218	233
Kcmf1	1484	1010
Vps37d	1536	58
Kctd7	1478	141
Bag2	1529	75
Phykpl	1589	77
Cts8	1002	0
Sepsecs	3534	527
Abcg3	2054	74
Magebl1	1588	0
Lyc2	1565	19
Wfikkn1	1659	72
Rad51c	1927	133
Hoxa11	2253	0
Psmg4	539	235
Lbh	2626	1462
Mphosph6	1036	323
Pcgf5	1557	254
Cdc42bpg	5967	273
Dhx32	3194	424
Trmt44	3136	183
Dok7	2428	45
Tcerg1l	1841	36
Atxn2l	4277	3366
Kdm1a	3051	1160
Lrp1	14714	23621
Vps28	977	1643
Foxh1	1721	1
Recql4	3860	197
Ift27	1021	236
Pnpla5	2193	0
Smc1b	4026	4
Ttc38	1704	131
Gtse1	2645	403
Zfpm2	4829	118
Fam83f	3062	91
Adsl	1952	652
Cenpm	873	147
Ndufa6	517	950
Poldip3	3485	1618
Upk3a	1026	2
Scx	1134	32
Ccdc166	1804	3
Dnajb7	1315	4
Fam109b	2676	37
Fzd6	4202	335
Zbtb39	5806	372
Slc30a8	1278	0
Med30	789	283
Ext1	3466	710
Colec10	4552	0
Sntb1	2502	91
Rrm2b	1203	134
Slurp1	597	0
Lypd2	545	0
Lynx1	4100	1122
Gpihbp1	2080	7
Col14a1	6334	354
Pop1	3369	145
RGD1308195	548	0
Ly6d	726	0
Gsdmd	1710	482
Card10	3124	124
Mei1	4018	4
Tmprss6	2999	20
R3hdm2	3746	1929
Stac3	1546	3
Nipal2	2200	254
Rnf19a	4187	923
Nudcd1	2133	233
Samd12	815	78
Mtss1	4688	2566
Efr3a	5309	1707
Fam83h	4523	92
Ppp1r16a	2628	455
Dmc1	2589	20
Rrp7a	4545	178
Mpped1	3189	149
Scrt1	1725	108
Cpsf1	4374	1346
Tonsl	4246	210
Maff	1941	475
Tcf20	6502	824
Rspo2	3223	39
Fam83a	1473	3
Cyth4	2654	2442
Rps19bp1	515	117
Serhl2	2493	76
Eny2	2048	619
Fam227a	3197	168
Xpnpep3	2473	220
Parvg	2535	1321
Phf21b	2020	59
Zc3h7b	5466	3988
Cdpf1	911	122
Mtbp	3294	166
Whamm	2849	224
Tmem181	1856	681
Slbp	1656	706
Ptges3	1659	2343
Dnlz	768	336
Ap4s1	876	173
Smim11	499	199
Fcer1g	633	4154
Hspb11	710	154
LOC100174910	1086	182
Spcs1	705	1494
Mier1	4565	1269
Arvcf	3777	817
Cstf2	4324	873
Utf1	1020	11
Ambra1	5289	1013
Wdr81	6830	1445
Med1	5813	875
Serpini2	1351	0
Tmem132e	4196	156
Gltp	1650	3919
Tmtc4	2586	857
Ints10	2392	728
Rbbp8	3111	760
RGD1308706	1454	456
Aig1	1361	713
Fkbp2	635	1128
C1qtnf3	1924	75
Spopl	1510	215
Csad	2111	536
Camkmt	1455	202
Llph	1077	133
Atp23	1081	188
Dennd6a	3895	1218
Lrrc49	2543	764
RGD1309079	4023	751
Plcxd2	7364	368
Gsdmc	1529	4
Tmem63a	3269	2320
RGD1559578	937	0
Rbfox3	1128	167
Rptor	6699	977
LOC288978	1099	30
Mettl13	3135	398
RGD1311892	2977	119
Camsap2	7660	1950
Klhl23	3697	241
Eno4	2462	51
Nccrp1	876	4
RGD1309350	839	6
RGD1307603	730	1
Borcs7	2144	1032
RGD1561161	5319	98
RGD1307595	590	0
RGD1309110	1185	0
Tbck	6072	572
Sestd1	2747	691
RGD1566226	1904	1
Uap1l1	2707	1115
Mymk	1418	2
Ttc39a	2647	81
Rad54l2	6432	478
RGD1308878	1411	0
Plekhn1	2801	148
Ptrhd1	916	127
Ift43	834	200
RGD1305298	989	0
Grhl2	4794	5
Tex49	526	4
Kctd17	1634	536
Mmp1	1996	0
Zfp949	3074	118
Qrich1	3452	1174
LOC301124	1450	1337
Btbd17	2749	20
Vwa5b2	4509	289
Tmem132b	3838	364
Acad10	2589	238
Sez6l	3642	731
Tbc1d9	5729	979
Copa	4374	4971
Gpr137c	2269	143
Pcyox1l	1926	562
Lats1	7087	958
Zfp865	2364	151
Ssc5d	4495	2402
RGD1307235	5458	969
RGD1304770	2263	1
RGD1305938	4512	505
Zzz3	6056	764
Fam217b	1424	123
Ism1	868	73
Ubn2	5101	392
Gcfc2	2583	147
C1r	2696	2408
Snrnp40	1550	491
Qpct	942	82
Uvssa	2632	67
Gpatch2l	3001	276
Rd3l	1247	5
Zfp563	6581	127
Rasal3	3968	446
Zfp710	2290	556
Trak1	4787	1650
LOC316124	2611	4
Pp2d1	2461	141
Hdx	3774	34
RGD1561157	836	126
Nupr2	566	65
RGD1308117	1942	101
Card19	840	538
Ntpcr	1030	391
LOC361646	6336	492
RGD1308106	2268	246
Cabcoco1	1283	52
Slc39a1	2412	4440
RGD1309139	2397	5
RGD1309170	1580	1
Lypd6b	2326	20
C2cd5	4362	726
Prpf40b	3133	581
Smco4	900	78
Zfp846	2627	377
Snorc	937	45
Mospd2	2646	801
RGD1566265	1227	222
Fam160a1	2848	25
Ciart	1417	177
Slc44a5	2014	30
Slc26a10	2330	57
Oard1	1215	189
Fam135a	5902	664
Hypm	555	0
Flna	8412	12838
Zfp879	2355	36
Cfap97d1	689	4
Mcemp1	1151	240
Tex26	1463	12
Cytl1	1847	378
RGD1561145	1356	87
Spata31d1	3862	11
RGD1562608	2586	138
Tmem170a	1947	84
Zfp583	2550	71
Igflr1	1219	31
Knop1	1143	8
Slf2	6794	761
Plekhs1	2530	6
Fabp12	747	1
Slc7a14	2808	136
RGD1560065	1472	266
Ccdc187	3123	14
Ap5s1	1130	123
Tti1	3804	690
Fndc11	1122	1
Creb5	4148	169
Ccser1	2270	17
RGD1560289	3034	94
Lrrc69	1128	0
RGD1560146	1530	0
Ccdc24	1580	6
Tmem269	1698	3
S100pbp	2954	429
RGD1561149	5170	928
Ccdc196	690	0
Bbof1	1669	52
Ppp4r4	3519	138
Fam186b	3140	0
Zfp317	4012	536
Nxpe1	1575	113
RGD1564937	1548	1
Plin5	1937	16
Tmem114	1449	5
Smim20	902	463
Dnajc19	2357	510
Nemp2	3296	132
Kcnq5	3806	119
Cntrob	2954	193
Slc7a2	2637	781
Slc35e3	2816	1274
Ccdc40	5107	65
Ccdc28b	800	112
Ost4	580	1576
Ccdc189	1489	38
Fam229b	673	48
Ctxn3	1477	33
Aldh4a1	3138	617
Ankrd40	3384	2423
Fam19a4	2117	2
Meis1	2480	316
Iffo2	1235	110
Ormdl1	1157	37
Cox7c	478	1474
Hmgn5b	2042	0
Odf2l	2371	169
Cnpy3	1761	1811
Sinhcaf	5139	67
Shq1	2239	89
Tfcp2	3421	322
Slc44a2	3428	3549
Clec12a	1000	736
Ptcd3	2634	1720
Zfp566	1700	8
Lrch1	3148	462
Spag16	1535	0
Lyrm7	1808	162
Lgalsl	3511	755
Ttc9	2109	453
LOC682102	2290	11
Taf10	752	673
Wdr63	3046	35
Trim41	3535	1093
Tdrd5	3274	19
Agpat5	2432	792
Lrrtm4	2695	55
Zmat4	4097	93
Fam151b	1353	249
Stt3a	5879	2939
Pnkd	3417	1480
Selenoi	2610	593
Zfp523	2490	392
Gnpnat1	1727	257
Hnrnpl	2185	5365
Ccdc125	2333	201
Tbc1d5	4043	991
Hip1r	4341	1226
Oc90	1912	13
Ccdc62	2895	174
Parvb	1997	1752
Ankib1	6332	1380
Vpreb2	624	0
Polr2h	790	57
Dda1	1880	756
RGD1564614	2715	1
Mast3	5371	1647
Dydc2	849	1
Dcun1d2	1421	30
Tmem95	1191	3
Zbed4	5283	305
RGD1309808	1098	16
Ccdc89	1263	0
Fahd2a	1226	405
Nat9	1317	447
Trps1	4577	453
Ly6h	928	209
Cnot1	7714	2952
Car6	1375	93
Tbc1d31	3473	386
Myo1g	3292	535
Cyp2b1	1879	0
LOC688613	823	78
Hus1b	831	0
Fam25a	399	3
Dph3	3242	475
Smox	2256	946
Dnaaf5	3417	426
Synm	7430	1813
Sec23ip	3697	1160
Exosc4	1106	273
Cerk	4319	2110
Stox2	5694	978
Afg3l2	3074	1202
Zc3h3	3384	450
Pkdrej	6375	7
R3hdm1	4817	1094
Yaf2	2142	657
Ctps1	2691	1727
Nab2	3366	760
Atad2	5557	863
Chrac1	835	244
Psd4	4791	526
Meig1	566	3
Lrp12	4039	692
Scube1	4237	1412
Usp40	5246	872
Vps13b	13064	1217
Nt5dc3	5934	883
Acpp	1721	126
Zfp637	1125	562
Anxa13	1608	2
Crip1	493	1419
Elmo2	4577	2160
Ahdc1	6081	921
Zfat	4444	454
Srgap2	3528	1704
Pear1	4469	1018
Rad54l	2795	179
Pdxdc1	4328	608
Ttll13	3367	128
Crispld1	4433	103
Ankrd6	4638	866
Sbf2	6383	2006
Man2b2	3222	2669
Plekhg2	5011	1052
Trim27	2078	688
Mboat7	2289	0
Ezh2	2794	679
Cyp2j10	1778	309
Trip4	2816	457
Mpp6	2635	674
Tgif2	2884	47
Catsperd	2370	104
Rcor3	1863	152
Rnf180	2663	92
Eef1akmt1	977	334
Zbtb12	2397	123
Sash3	2561	443
Car13	1982	343
Tpk1	3331	160
Gnpda1	2076	1315
Gucd1	472	77
Zfp951	1915	3
Clpsl2	470	0
Cwf19l2	6346	388
Nrn1l	620	12
Nrbp2	2628	5708
Pabpn1	1788	2334
Col4a1	6579	7657
Mcpt8l2	843	0
Rftn1	2826	543
Ankrd42	2773	193
Ankrd39	1091	68
Gabpb1l	1832	19
Tmem86a	1731	1266
Myl12a	975	3760
Zfp266	6182	2331
Sec61g	443	629
Tmigd1	1359	2
Tctex1d1	978	3
Trim16	3810	239
Utp18	2487	365
Arpp21	5082	121
Zfp322a	3136	243
Snrpg	417	163
Prss41	1134	1
Adam34	2139	0
Klf14	2923	0
Angel2	3551	676
Myh2	5810	3
Myh1	6034	42
Ptgdr	1074	0
Tmem14c	1175	1486
Klk1c10	820	0
Tomm7	377	878
Twf2	1582	659
Rarg	3393	524
Smim7	1284	1027
Syce3	710	3
Cmc1	848	143
Tmem167b	644	130
Sos2	5365	803
Acp1	2368	325
LOC691921	346	104
Smim13	4453	28
Zmat2	1809	1338
Fa2h	2490	2109
Sec1	1232	5
Agfg1	3249	1997
Cyp4v3	3192	791
Celf5	4383	256
Rhox3	908	0
Hps5	4641	723
Lrrc47	2893	844
Wdr4	1903	146
Cyp2b15	1488	0
RGD2301395	672	0
Ypel3	943	1151
Urb2	5806	257
Epha10	3782	128
Sec14l5	2233	305
Srsf12	786	14
Tmem185a	2553	447
Sec31b	3625	59
Trim65	2646	421
Trim67	2764	12
Map9	2144	106
Rbm46	1788	72
Prex1	5438	4858
Wdr72	3415	16
Spaca6	1112	114
Irgq	6113	1039
Bud23	1273	332
Akr1c12l1	1215	0
Cks1b	1614	210
Bach2	3756	55
Cep290	8251	303
Galntl6	1959	9
Fundc2	1397	399
Macf1	23521	14800
Col4a3	5020	98
Hira	4507	433
Crb2	3852	58
Hpse2	1779	1
Gngt2	553	515
Gngt1	499	1
Prodh1	2182	469
Gabra2	2223	545
Mms22l	4379	314
RGD1305350	2727	904
Pramef8	1668	55
Adck5	1996	320
Bmper	3785	160
Ctf2	615	1
Ddx27	2585	580
Dlgap5	2737	567
Dus4l	1821	94
Retreg3	3079	1335
H2afy2	1959	177
Lcn11	655	0
Med31	627	240
Mgat4c	2559	30
Pdxp	1988	326
Lyzl6	800	0
Mrap	835	58
Dpy19l3	7610	1573
Pdzd4	3352	251
Ccdc22	2570	379
March1	858	114
Naa10	938	287
Gtpbp6	1572	81
Rpusd2	3169	13
Rrn3	3402	425
Ppp6r1	4343	3128
Scara5	3753	1442
Tmco3	3195	337
Tmtc3	6077	632
Txlnb	4044	57
Rft1	2163	467
Serpinb12	1673	0
Slc45a3	3254	325
Ugt2a3	1601	0
Ppa2	1154	328
Rsbn1l	3392	339
Upf3b	2350	450
Ston2	3185	285
Ranbp10	5211	1351
Trmu	1566	174
Taf7l	1865	3
Plxnb3	5950	2940
Tmem56	1051	373
Usp9x	12260	5318
Wdr25	1880	104
Wdr48	3796	998
Lrrc24	1902	125
RGD1311188	1844	42
Agmo	2105	157
RGD1561517	753	5
Zfp707	1869	28
Enthd1	2662	2
LOC688553	1456	9
Skint1	1202	0
Gng13	354	37
Rnf43	2349	271
Ttll12	2412	497
LOC498276	1401	645
Ube2q2l	1522	137
Itsn1	5524	2021
Hook3	2825	473
Ifitm3	604	2132
Treh	1985	0
Nrg2	3059	36
Ttc13	3306	903
Hsbp1l1	398	5
Trpm4	4203	287
Ngef	2675	443
Atxn7l3b	3525	2154
Inafm1	1485	142
Usp49	5363	127
Rnasek	590	1886
Urm1	1245	509
Gsx2	1046	0
Mt2A	383	6709
Adamts2	3794	746
E2f3	2020	159
Tnfaip2	3797	511
Lmtk2	8223	944
Kif18a	3001	173
Gstt3	1785	438
Tnfrsf25	1626	67
Fgd6	4732	237
Zpr1	2896	814
Sh3bgrl2	2625	93
Sept14	1335	0
Tmem59	1493	4117
Aifm2	3421	284
Zfp644	6048	672
Gpr89b	1787	583
LOC100125368	1964	17
LOC680200	1579	30
Ppp2r3b	2278	268
Qser1	5635	549
Lrtomt	877	17
RGD1310429	2198	350
Hcfc1	9128	1158
Mical2	2886	672
Atp10a	5217	601
LOC689770	879	6
Alg3	1421	456
Aqp4	5116	16720
P2rx1	2478	170
Pnpt1	3441	603
Hexdc	1816	340
Neurl1b	1641	53
Zfp7	571	5
Zfp958	2923	237
Plod2	3671	1383
Gon7	2603	222
Trim43a	1356	3
Nrarp	2549	112
Fam196a	4441	94
Slc26a6	2543	406
Pde2a	4376	362
Dock1	6785	2796
Il20	1182	0
Cabyr	2076	58
Ube3b	5172	1660
Pgap3	2328	140
Ccdc137	3056	248
Polr2l	375	287
Tlr11	3219	9
Camsap3	4141	134
Psapl1	2561	0
B3galnt2	3936	397
Fam96b	693	433
Kiaa0408L	4152	1194
Tmem242	949	516
Plekha7	974	58
LOC691083	1484	6
Vstm5	1859	60
Riiad1	447	8
Spns2	3869	597
Krtap7-1	617	0
Odf2	2589	703
C17h6orf52	1583	14
Glyatl3	873	1
Iqcf5	546	0
LOC500876	1734	0
Ube2ql1	2653	316
Shisa7	6089	267
Cox6b1	442	1236
Gpr81	1056	100
Pparg	2302	14
Fam71e2	3023	4
Lims1	1254	785
Gpsm1	3535	1473
LOC687707	688	4
Borcs8	628	414
Nlrp1a	7024	386
LOC100271845	2401	0
Tlr5	4255	118
Ganc	4816	405
Grn	2167	17000
Reg3a	917	2
Pla2g4c	1760	0
Tlr10	2436	6
Acot7	1661	1625
Fpgs	2395	468
Ears2	1961	36
Casq1	1849	86
Tmem116	1330	18
LOC100294508	4269	2474
Scn5a	8445	18
Adam19	6285	1309
Abo	1533	195
Nfasc	10489	8770
Rrlt	1178	8
T2	1476	23
Nipsnap3a	1052	0
Epha4	6337	337
Sh3d21	1859	134
LOC100302372	3925	425
RGD1563302	696	0
Pom121l2	4822	1
Ctxn2	442	28
Smim5	1054	185
Zfp870	2382	126
Zfp709l1	2599	2
Cox16	770	246
Mettl9	1456	1303
Ntrk2	9627	6572
LOC100302465	2923	78
Cmip	2498	1589
Jakmip3	5964	445
Get4	2091	1047
Tmem89	508	3
Zswim7	702	45
Satl1	2407	4
Stpg4	849	14
Fam102b	5073	1828
Wnk3	5076	62
Smim1	453	63
Myo19	3840	307
Efcc1	1689	31
Shc1	3643	3363
Tank	2139	327
Add3	4177	4747
Cnr2	3418	363
Nus1	3645	1035
Rnf187	1891	2943
Plec	17373	9657
RGD1564865	1106	0
Ccdc175	2592	58
Tmem212	1366	21
Rnf165	1588	37
Tmem11	1486	310
Fcgbpl1	7769	2
Fcgbp	7967	51
Cuta	929	918
Pfdn6	697	597
Fcrl6	1259	2
RT1-Db2	1134	11
Tor1aip2	7330	2491
Nelfe	1385	717
Ddah2	1431	1192
Psors1c2	405	1
Sfta2	359	0
Ddr1	2980	5581
RGD1562885	1346	0
Mdc1	4045	623
Znrd1	677	231
Znrd1as1	924	37
LOC498592	468	0
Il1rapl2	3324	0
Btn3a2	1694	1
Btnl5	1944	4
RGD1624210	1617	3
Selenov	1204	5
RT1-T24-3	1458	221
Usp12	1113	91
Cd300e	722	10
Cnih3	483	16
Fam122b	3806	27
Rasl2-9	1179	0
Parpbp	4426	141
Tas2r110	1002	0
Tas2r136	993	0
Tas2r116	975	0
Tas2r106	924	0
Tas2r104	909	0
Tas2r117	957	0
Tas2r129	963	0
Tas2r113	930	0
Tas2r103	939	0
Vom1r99	825	0
Vom1r104	966	0
Vom1r55	897	0
Vom1r9	951	0
Vom1r13	951	0
Vom1r16	939	0
Vom1r39	918	0
Vom1r60	948	0
Vom1r103	981	0
Vom1r64	918	0
Vom1r17	906	0
Cd300lb	681	35
Ddx3	3086	0
Eif2s3y	1732	0
Smpd4	3450	827
Il1rap	3235	990
Sned1	5597	1527
Mier3	4757	444
Cd300c2	749	202
RGD1559482	741	1859
RT1-M1-5	1065	1
RT1-M4	1026	0
Eif3m	1259	2035
Arhgap11a	4170	890
Secisbp2l	4522	4694
Gpat2	2617	10
Cbfa2t2	2599	303
Pltp	2025	6395
Camsap1	6626	949
Nup214	5678	1190
Tcf15	999	6
Oxa1l	1531	1281
Foxb2	1492	0
Rufy2	1915	190
Rdh8	1158	0
Crlf3	1308	317
Cdh9	2915	2
Cdh10	3169	173
Ptprm	5290	1379
Irs2	6301	1595
Wars2	1978	136
Zfp40	3424	181
Sox12	1020	80
Pwp2	3176	448
Uqcc3	690	331
Gcn1l1	8538	2404
Efna2	1177	87
Sntb2	1698	53
Aatk	5297	6656
Use1	840	747
Alk	4761	170
Tma16	936	72
Crim1	4076	595
Kcnf1	2678	11
Hpf1	1167	467
Pole2	1696	143
Kif11	4731	704
Lrpap1	1414	1513
Trappc11	4470	1236
Elmsan1	4163	525
Adam26a	1533	0
Zfp91	4886	2397
Coprs	552	342
Tspan14	1473	985
Vsx2	3109	17
Pcdh19	4156	176
Med12l	3986	59
Gpr31	960	30
Tenm3	10972	1430
Ttll2	1623	3
Epha5	8515	413
Thbs2	5728	10274
Ckap2	2549	446
Fpr-rs3	1032	0
Myom2	4513	30
Nlrp12	3441	3
Zfp444	1501	280
Pcid2	2364	509
Acyp2	1140	299
Rps16	819	7223
Nlrp9	3012	0
Pgp	2535	572
Ppp1r3e	1072	5
Diras2	1201	105
Ceacam16	1615	5
Ceacam20	1774	0
Actn2	2942	51
Gpr158	7200	766
Son	9249	6210
RGD1564380	962	1
Gfod1	1401	101
Erf	3711	926
Ltbp4	5157	1718
Btn1a1	1575	2
Catsperg	3829	136
Akr1c12	1226	56
Sec61a2	2025	859
Neil3	1975	29
Pcnx1	7975	2408
Kif26a	5779	202
Sh2d4b	1296	16
Gdf7	1660	1
Lrrc43	1979	8
Clec4m	1202	0
Fry	10729	1049
Tmem130	2758	1666
Scgb1b24	279	0
Orai2	4047	678
Zfp157	3225	264
Klk13	1038	0
Fam193b	3004	967
RGD1560860	1384	0
Med25	2327	1300
Ccdc185	2013	0
Nxnl2	891	2
Tmc3	3306	24
Lrrc32	3953	839
Anapc15	786	492
Rttn	6966	209
Nfxl1	3782	547
Evc	4315	604
Tada2b	3578	595
Fam69a	2202	628
Apbh	417	0
Tns3	7165	6763
Trim6	2452	25
Sema4b	3438	543
Uqcr10	437	1081
Mcpt3	916	0
Cidea	809	46
Acin1	4621	2769
Dcp2	1621	55
Chst9	1769	309
Zc3h13	6199	969
Ccar2	3598	1530
Tyw5	1478	144
Fam160b2	3807	778
Tmem260	5121	873
Nkx1-2	918	0
Zfp319	2249	221
Pi16	1881	660
Atoh7	450	2
Wisp3	2509	1
Rbm4	1444	286
Myrf	5531	6792
Mcc	2746	259
Stt3b	2706	1708
Natd1	3396	35
Csdc2	2468	1237
Dpy30	787	493
Thumpd3	1993	693
Tmem256	474	613
Wdfy3	13927	4466
Mphosph9	4103	228
Plk5	2094	34
Vcan	11994	7684
Peg12	2604	47
Sema4d	4024	1801
Il17rc	2295	245
Mbd6	3977	1488
Baz1a	5286	540
Fam50a	1304	519
Arhgap18	2287	633
Zkscan7	4837	164
Adam32	2383	4
Pex5	3171	302
Nemf	4684	865
Pus7	2459	258
Las1l	2367	950
Chat	3598	210
Knl1	8094	209
Gpr132	2401	50
Birc6	15588	2735
Bai1	5241	1024
Myh11	6555	950
Srp72	3591	95
Espl1	6835	463
Astn1	7190	1556
Il12rb1	2217	8
LOC362863	3824	68
Spink5	4364	0
Ptprz1	9749	6834
Preb	1992	1053
Prr30	1988	0
Asb14	2008	27
Ipcef1	1516	30
Zfp831	4802	1
Tmtc2	3049	354
Triqk	1532	90
Sh3bp1	2407	616
Dvl2	2785	381
Galnt6	3386	1026
Hs3st3a1	1196	2
Icam4	845	4
Icam5	3117	51
Idua	2582	1889
Klra17	1084	58
Gemin5	5012	452
Morc1	3036	2
Pim2	2026	127
Psca	431	24
Samd3	810	1
Sla2	1076	1
Tlr1	2353	86
Tlx2	1382	1
Ube2h	4265	3171
Myo18a	6950	2884
Ap1s3	2530	82
Cmtm4	1446	216
Kctd16	1393	23
Nlrp4	3387	0
Prkcb	3666	935
Ercc2	3548	339
Hbz	589	0
Slc25a32	2313	158
Fam118a	2446	155
Sh3bgrl	2880	4522
Hmgb3	1521	181
Spred3	1771	233
Rnf128	1802	159
Armc8	4447	537
Porcn	1874	439
Dmkn	1831	9
Tmem184b	3324	1464
Zfp609	8451	1227
Sowahd	1630	1
Sco1	1580	215
Dusp3	4231	5579
Manbal	1084	879
Aplf	2572	257
Lsm11	1144	57
Clec7a	2427	1893
Ctnnbip1	2540	658
Rbpms2	1872	90
Dram1	2744	259
Prr19	1291	0
Sept6	2064	495
Bcas3	3002	944
Atp13a2	3790	4121
Tle1	2892	325
Hfe	1670	201
RGD1311345	2555	529
Chac1	1569	192
Il20rb	1107	81
RGD1564599	527	0
Cml2	681	0
Aak1	7976	1325
Vps25	1090	1297
Hoxd9	1817	25
Lyrm9	1575	128
RGD1562987	926	1429
Stag2	6122	2021
Gja10	1521	1
Art4	2436	13
Ahcyl2	5017	2240
Vps50	3535	902
Ntn5	1422	11
Nsmce3	1326	381
Trappc10	6609	2149
Mios	3744	247
Spag8	1549	77
Minos1	506	943
Dglucy	3102	451
Dcaf13	1499	499
Mrgbp	1454	75
Itga8	5861	379
Slc9b1	2254	10
R3hdm4	1777	1446
Arid3c	1233	3
Anapc13	616	442
Stk36	5031	288
Aldoa	1610	18245
Tfpi	3925	1038
Hoxc8	1226	419
Lrrn2	3281	754
Glcci1	2452	362
Ptpn11	5538	8368
Tctn1	4061	911
P2ry10	2924	14
Mageb4	1579	0
Cars2	1806	228
Ift52	2123	986
RGD1565655	1499	0
Sdhaf1	950	0
Dcaf17	1865	120
Clec2e	609	1
LOC100361645	1755	2
LOC100362040	1770	0
LOC100362110	1866	0
LOC100362172	660	0
LOC100363112	665	2
LOC100363129	648	4
LOC100363193	1641	0
LOC100363289	576	11
LOC100363531	516	1
LOC100363867	426	0
LOC100364769	1311	0
Cep85l	2893	164
LOC100366054	1243	5
LOC100360244	378	5
LOC100364673	1192	4
LOC100366030	560	21
Ubr2	5187	1677
Ubr1	5129	933
Oscar	2029	237
Nubpl	1157	134
E4f1	2593	398
Igf2	4646	2052
Psap	2569	70253
Igll1	630	2
LOC100365112	1957	0
Ankrd29	2273	235
Ces1a	1895	9
Ces2j	1736	0
Caly	1108	452
LOC100361087	879	22
Adgrl2	5953	606
Arr3	1238	23
Phka2	3738	145
Smtnl2	2437	153
Plekhg1	4390	494
Lemd3	3120	294
Ryr2	16285	442
Tcf7l2	2992	353
Ccdc27	1959	3
Heatr5b	6722	1080
Shc4	1869	453
Rbl1	2995	392
Tbc1d8	4093	312
Sgcb	3711	2752
Endou	1236	68
Tbr1	3942	8
Mark4	3217	755
Ppp1r16b	1886	1295
Spcs3	763	439
Tubg2	1614	110
Ebf4	2619	78
Paqr6	1095	431
Grxcr2	1166	0
Dsg3	2928	1
Golga4	6922	2367
Cib3	564	0
Rnf148	1103	0
Rpp30	1440	329
Wdr24	2738	532
Mical3	6367	1283
Ropn1l	769	23
Hoxa6	876	19
Aldh8a1	1732	3
Mitf	4785	842
Zc3h10	2080	281
Efcab9	651	0
Ccl1	452	0
Rnf150	1793	119
Usp33	3636	1820
Mtmr11	2713	669
Clrn2	699	0
Nr5a1	2182	4
Rbm24	2619	25
Hfm1	4305	14
Phtf1	2790	888
Tex28	1218	1
Tmem223	748	463
Magohb	630	64
Tex12	372	21
Taf1b	1962	138
Ice2	3155	211
Nrg4	754	43
Celsr2	9023	1214
Hsd17b14	813	13
Ppp2r5c	1656	1837
Cpne6	2021	384
Eri2	3450	142
Il17c	612	1
Gzmn	856	0
Pygo1	1254	56
Siah3	807	19
Mapk7	2738	67
Ddx54	3128	1254
Smg7	5719	1182
Slamf7	1029	7
Slc2a9	3384	398
Nsd2	5698	1124
Ccdc85a	1694	26
Purg	1289	38
Rab11fip1	7848	280
Wnk2	6450	680
Syce2	753	41
Mtss1l	3450	2545
Tcte3	423	2
Atg16l2	2097	239
Ltbp3	4389	2641
Trpm3	6880	790
Sorcs1	3940	588
Dip2a	5425	2135
Ankrd33b	1791	98
Mbnl1	1164	910
Golim4	2921	1225
Pmf1	609	217
Dennd2c	4964	283
Ankrd13c	3855	409
