Geneid	Length	genome_mapping/High_6620c1.rep3.RNAseq.mm10.sorted.bam
Wnt1	2371	2
Plcg1	4435	6829
Cyp2e1	1762	22758
Il4	843	3
Kras	4670	9238
Sptbn2	9876	2404
Tyms	3808	1981
Evc	4312	481
Dbil5	575	25
Grpel2	4046	2816
Tlr4	7891	2297
Rhox4b	886	0
Abhd1	1356	42
Zfp112	3507	203
Jmy	8780	3372
Piwil1	3944	0
Noc3l	3977	2272
Dnajb7	1186	67
Ntn4	2411	2047
Wdr4	3890	2848
Cd200r1	1891	424
Glp1r	1480	160
Snrpb2	1230	2614
Snrpa1	1250	2325
Skiv2l	3963	8224
Cdon	7214	1079
Kcne4	2508	263
Tesc	1036	246
Hacd3	2733	3667
Zfp318	13919	2809
Gsdma	2726	0
Tnfrsf13b	2839	296
Chml	6116	1489
Slc26a3	2910	83
Drg2	1788	3348
Fmod	3123	394
Pappa	11027	454
Klf13	6396	7760
Tslp	1333	24
Olfr1264	927	0
Chrna6	2906	0
Asic5	1657	2
Caln1	2936	22
Rhbg	1912	44
Klrc3	666	4
Tacr3	3764	6
Cnot9	3266	3498
Rsad2	3785	140
Vstm2b	1455	6
Ppp1r1a	1295	70
Ap4m1	1716	1487
Hyou1	4432	11299
Pdcd1lg2	3415	120
Zbtb32	1905	152
Slc43a3	2601	4202
Srrm3	3932	0
Cst10	789	0
Trem3	1048	64
Ush2a	15889	0
Pard6b	3399	3108
Fam184b	4123	11
Rnf8	2078	501
Stk4	5232	4786
Shank3	7379	2321
Nectin1	5683	1313
Fam181b	1842	22
Dexi	1389	919
Hs1bp3	2958	1460
Rilpl1	2249	1795
Nudt11	2623	54
Nap1l5	1894	37
Stx6	2459	2447
Gpr180	2877	1602
Slc35b4	3697	2794
1700123O20Rik	1889	1846
Chst11	5519	2054
Cep295nl	1978	78
Ccl8	511	668
Cts6	1323	0
Trim54	1532	2213
Crbn	4053	4228
Pmaip1	2654	5655
Kcnmb4	1005	6
Pga5	1416	0
Cdc42ep5	870	3161
Ces1g	2289	44
Fzd1	4378	6112
Fzd3	12742	276
Isl1	2526	14
Mknk2	3448	21232
Prps1	1975	3002
Rnase4	1996	19756
Akr1a1	1414	31326
Adamdec1	2412	288
Tulp1	2085	25
Tdh	1881	0
Rps6kb2	2300	2027
Kcne1l	1446	6
F12	1971	5115
Smpd3	5125	11816
Ap3b2	3806	26
Arhgap23	5450	3213
Nectin3	4147	1129
Pole3	599	1617
Wrap73	1600	936
Maea	2128	14539
Pias4	1668	2096
Trappc2l	610	1297
Sh3rf1	5181	6716
Myoz1	1294	190
Moxd1	3083	940
Rrs1	2048	2430
Nup160	5684	3246
Thap11	1848	2278
Rab2a	2057	14023
Edf1	724	8004
Med12	8447	6831
Huwe1	14624	28246
Nampt	4547	9089
Rcl1	1803	4073
Psmd14	1541	6557
Chst12	1786	1625
Ppp2r3c	2493	1373
Carm1	3218	3413
Pxmp4	1468	1317
Smu1	3273	6454
Stk25	3254	10016
Cope	1063	11488
Wsb2	2404	11083
Cryba2	720	0
Kcnk5	3364	1745
Naip7	4842	1
Stard3	2083	2743
C1galt1c1	1507	1910
Nsa2	2686	6220
Mettl9	1823	4428
Hgh1	1967	1358
Mrps30	1590	2804
Bhlhe22	3190	82
Tas2r140	939	0
Pcbp4	2038	3203
Chrnd	2965	0
Ncstn	2855	9823
Dctn5	1532	2495
Slc18a3	2414	0
Myg1	1479	2048
Wbp11	2722	4627
Chst7	2195	94
Ms4a4b	1258	20
Cldn15	1851	272
Donson	2323	1002
Sap30	1183	2748
Trappc4	1168	2270
Doc2g	1397	1721
Pgap6	3463	1416
Eed	2060	1940
Oca2	3133	0
Pmel	2130	60
Tmod1	2871	676
Tub	5941	28
Cenph	1251	374
Il21r	2607	231
Qtrt1	1321	1710
Syt9	3816	4
Fads3	3269	12080
Npvf	818	0
Cd274	3638	875
Tsga8	1072	0
Foxj2	5013	3720
Tlx1	2030	0
Mapk8ip2	3539	4
Fxyd6	1792	1052
Fxyd7	678	54
Map3k11	3803	4903
Impg1	3587	0
Trpv4	3226	865
Niban1	3939	5378
Dusp10	2792	1559
Rbp7	594	85
Ube4b	5508	7239
Gmfb	4171	7317
Slc5a7	5180	114
Sav1	2523	6381
Nrgn	1293	107
Sv2a	3917	86
Hapln2	2055	5
Perp	1900	7289
Oxct2a	1805	10
Tcte2	1417	112
Tnr	5395	22
Eral1	2014	1399
Smoc2	2832	1788
Slc28a3	4564	48
Clstn2	4351	48
Tnmd	1326	14
Sdf2l1	1108	2765
Ctsz	1440	16948
Ralb	2277	6261
Mllt1	3609	3664
Foxb1	2984	0
Zfp296	1530	135
Myh9	7435	99670
Slc13a2	2240	60
Trpv6	2928	18
Ptges	3647	1941
Stk32b	3440	6
Itm2c	2024	10943
Tmub1	1320	687
Abhd8	1985	1438
Rnf187	1939	8538
Gpr88	3450	48
Ms4a8a	1082	1638
Sp5	2097	24
Ddr2	8290	1277
Ndst4	3489	2
Thop1	2585	5049
Ireb2	5808	5024
Fgf23	2702	206
Suv39h2	4282	263
Svep1	11275	1411
Acot10	1537	12
Myl7	590	20
Rgs18	2023	54
Bhmt2	2090	1629
Slc30a5	3179	4339
Scel	3053	1207
Izumo1r	1656	18
Pes1	2911	7545
Rpl23	1062	31019
Rcan3	5062	3867
Rtn4r	1938	10
Lpar3	2494	8
Zic5	2383	0
Nif3l1	2589	1532
Arl6ip6	2553	1379
Arl6ip5	1339	9010
Lrp10	3012	10660
Pmepa1	4531	12532
Vps35	3196	15660
Prrg2	1301	1250
Slc15a3	2345	1270
Ccl21c	867	0
Twsg1	4047	9338
Utp3	1629	4270
Pkmyt1	2039	1313
Eefsec	2679	1119
Ifi30	981	4201
Aspa	1537	525
H2-Q8	1011	0
Rab8a	2012	6542
Sftpa1	2775	301
Sult1e1	1260	2166
Ubd	937	36
Tor3a	3268	1552
Arpc1b	1551	52079
C1ra	2762	2430
Cwc15	1152	3985
Cxcl16	1813	3127
Nat8f1	966	157
Fam89b	1212	4818
Grina	1693	16856
Nit2	1286	1542
Dmap1	1513	1295
Ctrl	888	41
Chia1	1524	10
Ppp1r7	3668	2839
Ndufa7	1201	5797
Dctpp1	634	1243
Pbk	1646	1267
Atp5md	363	3383
Slc30a7	9020	4873
Pgpep1	4882	3095
Slc5a4b	2132	0
Sppl2a	5612	10070
Cdc20	1784	3608
Fastk	1840	5571
Stoml2	1548	4177
Diablo	1939	2479
Nsmce3	1359	1466
Palmd	2394	10037
Ndufaf3	1438	471
Sbds	1547	5974
Krt20	1947	8054
Pycard	2135	722
Mrps34	914	2178
Zfp120	4096	831
Rhoj	2358	1608
Jam3	1970	309
Tubb3	1739	846
Sdha	2859	19528
Ceacam11	1011	0
Mkrn2	2240	2604
Pus3	2350	847
Ndc80	2201	819
Yipf5	2329	3337
Plekho1	1362	1967
Zkscan14	1981	711
Peli1	3485	2109
Bmyc	841	1168
Mrpl46	1029	870
2210010C04Rik	2142	12
Snap29	3432	2192
Stard5	2425	1798
Samsn1	1845	428
Aadac	1294	976
Rtp4	1573	202
Wfdc1	1169	524
Rprm	1460	28
Mdp1	1733	1268
Myl12b	939	14126
Npc2	3262	19253
Pgam1	1832	10162
Akirin1	2370	2706
Pwwp3a	3717	3819
Tox4	4458	4474
Tmem86b	1222	237
Npy	564	355
Ly6g6c	960	0
Ssna1	864	3079
Serhl	1367	863
Upk3a	1106	0
Fahd1	1407	991
Sync	2038	88
Nat8f5	986	4
Xk	5043	348
Ing2	2813	1507
Nkx2-4	1065	0
Krtap3-1	604	0
Mrps9	1419	2169
Pla2g12b	1066	438
Rab3b	3320	314
Agk	2225	723
Rsc1a1	2154	10
Ssty2	1216	0
Ino80b	1191	1544
Nol7	1811	4672
Slc44a4	2345	1507
Cse1l	3604	4780
Muc2	7143	50
Epha1	3273	1044
Hacd2	3603	3942
Slc29a3	5240	1756
Arid5b	4494	3366
Sfpq	3705	12710
Esm1	2103	452
Aox3	4360	595
Rgl3	2550	897
Cyp2d40	1102	53
Lrat	5349	302
Plbd2	3595	7851
Isyna1	1838	8081
Gtf2a1l	1619	0
Aox4	4972	0
Riox1	2346	942
Sars2	1910	849
Mccc1	2982	1915
Poglut2	2324	1681
Pex13	3266	1748
Wnt2	2115	332
Trim29	2830	48
Pcm1	8381	7255
Ripk4	3583	6715
Rsrp1	1415	11605
Igf2bp3	4347	358
Clns1a	3395	3213
Lime1	1959	1599
Rdh14	1472	940
1810009J06Rik	856	0
Capn9	2330	0
Spns1	2782	4373
Tubb2b	1922	5254
Atp6v1d	1410	3421
Asz1	1740	132
Ccdc86	3003	1895
Abcb6	3042	1824
Crot	2803	4694
Pi16	2245	825
Ehhadh	3010	928
Uba7	3162	1554
Prl5a1	1045	0
Zfp84	5711	1133
Tfcp2l1	9270	2090
4930550L24Rik	1572	0
1700020D05Rik	1019	98
Yipf7	1219	380
Ppbp	1082	215
Mageh1	1398	408
Oga	5063	13232
Tbx18	4679	120
Trp53rkb	4413	284
Ankrd36	4771	0
Cmya5	11848	7768
Paqr4	2507	1372
Ift46	3337	3690
Dsp	9592	28505
Jam2	4817	2045
Krtap5-3	1652	0
9530002B09Rik	825	0
Ryr2	16813	5887
Cep70	2706	503
Elp4	6755	1009
Retnlb	696	0
Sapcd1	943	45
Rhox9	882	0
Pde6h	558	24
Plekhj1	1260	2545
Lipm	2701	0
Asb3	3225	948
Foxi1	2354	10
Tsc22d4	3175	4881
Ern1	3976	3775
Chchd2	910	13925
Rtl8a	1275	300
Sec61b	552	3149
Atp6v1g1	1093	5428
Rps23	555	32459
Mrpl38	1411	2808
Alg14	2070	1115
Dele1	2404	3201
Dnajc10	4054	14556
Riok3	3661	11110
Asf1b	1599	977
Oxct1	3482	6830
Yaf2	2318	2426
Chmp1b	2529	3854
Arl2bp	2235	6115
Nop56	2053	8584
Tbc1d20	3388	7061
Ndufa10	1209	6782
Gpx7	1214	471
Cstf1	1820	2804
Mfn1	4531	6727
Ankrd22	1754	24
Sec13	1301	6018
Derl1	3145	8275
Echdc3	1812	1303
Ppp6c	1697	2460
2310033P09Rik	1241	1011
Slc25a11	1861	5496
Rpl4	1422	91265
Anapc4	2668	7651
Tomm20	4986	10232
Zfp593	1976	338
Gpn3	1402	1864
Cmtm3	1616	2895
Rpl24	679	18053
Hsbp1	1165	7163
Ndufc2	681	2605
Pdhb	1485	6187
Stt3b	4379	12466
Rtn4	6674	23921
Mrpl28	1065	3388
Gdpd3	1068	629
Smtnl1	1761	56
Qdpr	1394	5704
Fbln7	2909	166
Gins4	1364	2500
Kif24	5598	366
Riok1	2744	2246
Fuca1	2523	4219
Kif23	3425	3580
Tmem79	2337	1203
Nkg7	813	34
Katnbl1	2883	2375
B3gat3	1584	3014
Hdhd3	1083	222
Usp16	2919	3790
Armt1	2290	1175
Smg8	3221	1468
Mxra8	2263	9041
Cyp27a1	1936	3066
Rps25	684	25615
1700016D06Rik	708	0
Timmdc1	2077	1463
Rrbp1	5483	36828
Desi2	4213	3285
Ecrg4	888	62
Bves	4407	192
Popdc3	1851	210
Ky	5449	62
Fabp4	681	2585
Plekhf1	1559	1011
Stx1b	1574	35
Mtap	2558	6656
Lap3	2267	8052
Nts	1180	55
Rab22a	1909	4138
Dusp19	1463	428
Cyp4f18	1702	653
Tsnaxip1	2210	18
Rab12	2010	5551
Sost	2066	2
Scd3	3470	155
Luzp1	7529	8104
Rab21	1824	3539
Rap1b	1937	14678
Ppp3r1	2829	7354
1810037I17Rik	976	2788
Zfp319	3973	1592
Klra23	935	0
Cptp	2662	1364
BC005537	2551	8973
Ublcp1	2138	1302
Grpel1	3338	5347
Car13	2299	1053
Actl7b	1421	2
Atp6v0e	796	6563
Pcbd1	822	4335
Dppa5a	639	2
Evpl	6398	1396
Gng10	1120	1386
Kin	1379	1317
Lyar	1551	3282
Stmn2	1904	1071
Stfa3	412	2
Tbrg1	1565	6394
Natd1	4159	1274
Ciao1	3075	2484
Mecr	1337	1546
Mrpl17	6712	3156
Mrps7	1747	2838
Ftsj3	3153	6452
Tmem254a	2355	0
Sostdc1	1751	0
Dtd1	1283	562
Med21	780	1954
Ndufb5	999	4094
Mrpl54	587	1364
0610009B22Rik	795	666
Sdhc	1179	5377
Sf3b6	1116	3126
Zfp524	1105	642
Haao	1224	1264
Hsd17b14	1365	365
Gng11	837	758
Sdhaf2	3097	3263
Txndc12	1274	2026
Tmem167	10809	4698
Akr7a5	1648	2679
Aurkaip1	1209	3061
Sharpin	1733	2696
Eif3f	1507	13454
Cep20	1422	1655
Rmnd5b	1946	2129
Ndufa3	351	2115
Cpa1	1581	2
Tceal6	1115	0
Ndufa9	1322	7708
Tspan13	1923	1660
Tmed3	1324	3618
Dnajc30	1160	555
Fmc1	441	866
Chchd1	595	1443
Prxl2c	3010	5780
Prorp	3117	960
Ska2	1349	928
Ifitm3	648	6946
Cox7b	1001	7429
Eef1e1	1039	1746
Atp6v1f	635	4154
Necap2	2021	3600
Dnajc15	648	857
Fbxo36	900	205
Pop4	1214	1749
Bccip	1244	2603
Tomm7	1109	2216
Chchd5	1302	1057
Med11	908	788
Ogfod3	1243	616
Nop10	738	2303
Arl4d	1382	1787
Uqcrc1	1656	11440
Ier3ip1	1394	3085
Lage3	760	1132
Pithd1	1538	1552
Pycrl	1353	1493
Lce1g	922	710
Cks2	694	1239
Them5	1251	8
Commd4	824	2341
Vta1	1325	2091
1110059G10Rik	3361	779
1110059E24Rik	1428	1708
Nenf	681	2500
Rgcc	914	699
Serpinb1a	1918	3182
Mrpl35	3695	1423
Llph	1162	797
Rpl7l1	2606	4883
Mrps28	722	1152
Msmo1	1846	8973
Eif1ax	4865	7461
Mrps16	957	1607
Nemf	3722	4382
Alg5	1471	4023
Pno1	1563	2615
Taf13	1289	1160
Dimt1	2545	899
Camk2n1	3613	6072
Ing5	4538	2358
Ccdc28b	840	213
Tmed6	863	129
Tmem126a	773	1201
Eef1akmt4	984	226
1810009A15Rik	813	12
Gkn1	1220	1293
Gkn2	777	1440
Sec11c	770	2454
Mptx1	803	0
Rmdn1	1875	450
Isoc1	2563	2098
Mplkip	2679	1246
Mrps22	1216	909
Krt88	903	15
1700001K19Rik	954	66
Scp2d1	750	0
1700020L24Rik	931	126
Atp6v1c1	2098	4496
Cenpp	1054	181
Cdrt4	723	0
Eid3	1304	136
Mrpl37	1496	2510
Lce3b	561	0
1700029P11Rik	1024	0
Riiad1	628	26
Snw1	2257	6424
Gmpr	1584	736
Ostc	1062	6462
Adprm	1492	699
Cox20	448	21
Rtca	1560	3298
Chmp4c	1790	1653
Lsm5	501	519
2310011J03Rik	1659	2164
Dhrs7	1304	1937
Ndufc1	414	1925
Krtap3-3	732	0
Rnf113a2	1379	1134
Srp19	876	2720
Nudt8	786	1454
Prelid3b	1389	3593
Prl2b1	864	0
Ccdc82	4665	2355
Sar1b	1253	3433
Commd5	998	1400
Tsfm	1180	1100
Alkbh7	935	854
Nudt2	848	825
Sln	520	230
Asf1a	2182	1293
Rtf2	2142	6585
Mcts2	795	272
Mrps15	938	1924
Rsl1d1	1839	9113
Mterf3	1486	927
Psmd6	1337	5770
Mrpl11	2882	2255
Polr2e	1008	7545
Pcp4l1	1575	434
Cyb5b	4294	20460
Mien1	744	1417
Borcs7	2176	738
Tnfaip8l1	2365	1454
Cyc1	1519	8654
Mgst3	1097	4791
Mrpl20	1130	2170
Pam16	552	967
2610528J11Rik	915	112
Srsf9	1252	4642
Pyurf	5410	1140
Sys1	1608	3431
Ptpmt1	1321	2585
Mrps25	6065	1463
Taf12	1351	900
Prxl2b	785	398
Ctrb1	887	38
Rpl36al	517	6845
Rpl35	452	19822
Polr2l	1671	731
Zmat2	2257	4053
Mrpl51	1515	2742
Prelid1	1089	19221
Ndufb3	750	1907
Cmss1	1171	662
Ccdc59	1078	1581
Lamtor1	1186	5044
Mrpl16	1124	1711
Tab1	2944	3246
Asrgl1	2274	788
Cul7	5529	6562
Eid1	2543	3222
Rwdd1	1082	2040
2810004N23Rik	1382	2737
Timm50	1179	2772
Tceanc2	6243	1169
Cfap157	1675	292
Rep15	982	63
2310050C09Rik	1067	0
Lgals2	592	5217
Pomp	740	5531
Fam107b	3148	8980
Cox6b1	471	7278
Aggf1	3254	5130
Bpifb2	1730	0
Metap1d	1259	1315
Teddm3	1286	2
Rwdd3	1696	151
Gdpd1	2484	852
Uqcrh	546	6374
Mis18a	1300	1206
Snrnp40	1588	2351
Cmpk1	1880	5926
Farsa	1829	4837
Mad2l1bp	1272	996
Uqcr11	436	4507
Gtf3a	1298	1174
Rdm1	1098	587
Gemin2	1590	815
Ms4a4d	1519	384
Ribc1	1510	141
Ormdl3	2023	3116
Pigk	4865	3537
Snx9	3338	10142
Snrnp27	836	1908
Ubr7	3247	3865
Tmem222	1482	2320
Spcs2	2815	7018
Golph3	2608	10085
Tsen15	1132	573
Sike1	2798	2274
Ctnnbl1	2731	5730
Lix1	3103	13
Nepn	1823	74
Col27a1	7634	5139
Brf2	1383	909
Tex12	617	14
Ccdc51	2397	478
Srp72	3605	11663
Uba5	2402	3754
Tmem41a	1359	1850
Sorcs3	5634	2
Tmed7	3452	9583
Oser1	1562	746
Trappc5	2034	3058
Tbc1d15	3779	6202
Klhl28	2854	825
Uqcrfs1	1313	8526
Spryd4	1568	790
Rbm4b	1830	887
Dnase1l2	1236	147
Nkapl	1455	84
Krtap3-2	1031	0
Spesp1	3013	2
4921524J17Rik	1595	977
Ccer1	1868	0
Ccdc96	3584	40
Klhl10	2012	0
Lrrk2	8230	703
Map1lc3a	1045	2893
Emc2	1245	2305
4931417E11Rik	1095	0
Cfap36	1523	1263
Trpd52l3	2231	0
Erich2	1749	22
Erlec1	3501	3433
Ppp1r14bl	1780	2
Adat2	1453	815
4933417A18Rik	1044	0
Nt5el	2157	0
4933411K16Rik	1401	66
Tmem239	1139	12
Pacrgl	1464	576
Gid4	4400	2252
Asb17	1048	0
Speer4d	1159	7
4933436I01Rik	1426	0
Fam187a	1563	0
Efcab1	1128	0
Atg10	1609	442
Dtnbp1	1310	2714
Prkrip1	1654	1356
Rbm22	2079	3648
Duoxa2	1592	179
Thap2	4976	905
Tmem170	1943	529
Rnf186	1247	296
Nacc1	4304	9784
Rsph3a	1960	596
Acot13	686	1803
Tmem223	748	1885
Wdr45b	2344	4514
Etfdh	2281	6055
Mrpl33	466	2486
Hint3	696	628
Ppp1r2	4074	7455
Plbd1	1974	1706
Slc16a9	3563	279
Clec14a	4539	518
Nhlrc2	3934	4119
Hmg20a	3768	2461
Mfsd1	2978	7261
Tril	5358	150
Ncbp3	6284	2144
Swt1	3668	1111
Crnkl1	3111	2646
Carhsp1	2849	8967
Bzw1	3877	20734
Appbp2	2405	2776
Acadsb	3348	4473
Lman2	4315	13567
Eif4e3	2513	1408
Wwp2	5004	5577
Naa16	3875	988
Baiap2l1	3248	9487
Plin3	2159	11914
Mpi	1785	1295
Tmem107	1265	398
Bzw2	1871	5596
Kdelr2	1850	10073
Ndufb7	533	4001
Chordc1	2205	2146
Rras2	2275	5938
Sdhd	1285	8365
Dmac1	731	784
Fank1	1974	38
Rexo1	5249	5407
Dsn1	2283	648
Cir1	1945	1283
Arl1	842	5347
Ddx18	2249	3072
Acad8	2864	1461
Trim59	2920	3645
Pacc1	2626	902
2310030G06Rik	1248	464
Cdca7	2361	1285
Serpinb11	1699	0
Swsap1	1846	449
Golt1b	2796	3303
Trit1	2078	894
Cdk5rap1	1970	838
2410002F23Rik	1982	3234
Luc7l	6636	6365
Zfp830	3278	1084
Med19	2059	1407
Rassf7	1525	3000
Rab5a	2364	5028
Smarcd3	1725	781
Cep19	1728	586
Psmd12	1723	6453
Med28	4568	3481
Prl3a1	1282	0
Rrp8	3177	1479
Napa	2402	6974
Uqcrc2	1882	10620
Dek	2602	6129
Polr3k	2921	2406
Cisd2	2869	3535
Ifrd2	1980	2204
Yae1d1	3436	823
Oma1	1866	1013
Riox2	2149	934
Fam210b	3605	3031
Tmem88	1585	329
Ccdc43	2307	1542
Rpl11	1210	22608
2610002M06Rik	5841	1214
Upf3a	1401	2542
Mrpl45	2431	2345
Ly6m	1887	83
Ift27	990	748
Syap1	2316	5012
Higd2a	613	2690
Riok2	3197	3090
Rars	2131	5922
Nkap	4262	1107
Rpp14	2467	0
Ola1	2304	4379
Pi4k2b	3211	5919
Pgp	2593	3387
ccdc198	1167	113
Ceacam14	1024	0
Cand2	5453	748
Psmc6	1564	6672
Gatm	2357	5569
Mmachc	1930	582
2310039H08Rik	773	1649
Ptgr1	2104	1187
Timm21	2418	1473
Zbtb8os	3557	934
Pgc	1384	67
Rpl14	935	30227
Dynlt3	2153	5951
Mastl	4652	1343
Nrarp	2575	2144
Tspan31	1543	6432
Atp5e	414	5252
Lce1a1	708	2
Ube2g1	3837	4898
Ndufa6	560	6242
Acbd4	2076	1742
Gp2	1985	14
Bpifa5	1085	0
Herc6	5279	467
Mis12	2992	1479
Efhd2	2381	8218
Fbxo5	1807	1025
Ramac	1423	2156
Nkain1	2552	2281
Rnf141	952	1255
Psmd9	2591	2779
Rnaseh2b	1498	988
2610301B20Rik	2118	804
Sft2d3	2810	751
Eef1g	1565	35835
Ccdc47	3268	8712
Lipt2	1229	404
Arl8b	2928	6865
Nradd	1164	560
Cdt1	2191	2621
Ctdnep1	1614	4151
Zmynd19	3030	2597
Pfdn1	1077	7805
Eif2s2	2513	10181
Utp11	953	1802
Lsm1	2360	1333
Gatad1	2547	6986
Cmtm6	3352	5888
L3hypdh	1705	683
Med18	1677	449
Srfbp1	2658	1051
Rrp15	1212	1764
Med29	2162	787
Zfp329	7931	896
Obi1	3456	726
Cinp	2179	1488
Fam220a	2323	2032
Rpl39	434	12962
Cap2	3658	1123
Cers4	3668	474
Dipk1a	2724	1253
Cmtm5	890	0
Eri1	5067	2897
Med31	1161	498
Rpl37	867	18933
Ift22	911	1051
Srek1ip1	1882	1526
Elp1	6160	4495
Pbld2	2211	272
Nanp	1375	14
1700022I11Rik	3726	4
Iqcf4	727	0
Lyzl1	850	0
Atp8b3	4411	13
Snrpd3	604	3662
H2ap	554	20
Tex43	564	0
Dr1	3080	3457
Pudp	1044	0
Tmed11	763	0
Paxbp1	3826	3968
Qpctl	2100	1051
Eif2s1	3152	7126
Hat1	1576	2336
Bbs2	2647	901
Med4	1304	1530
Bag4	4797	1384
Hmgn3	911	273
Rab5if	1050	6591
C1qtnf12	1321	327
Fundc2	3261	4349
Erp29	1243	6596
Srpr	2934	11777
Txndc8	620	0
Cylc1	1969	0
4930449I24Rik	1168	0
Soga3	3946	188
Ears2	6528	760
Ppil4	2896	2766
Rps20	3446	34567
4921536K21Rik	2618	118
Hoga1	1618	1727
Ssr3	2885	30491
Xab2	2654	5452
Isoc2b	1065	193
Retsat	1963	2410
C1qtnf4	1365	87
Plxdc2	6947	1354
Pkp2	2891	4723
Pnpla8	4404	5210
Ikbip	4110	2894
Frmd8	3166	5857
Ergic1	2733	17370
Nvl	9392	3309
Decr1	2829	3644
Poc5	3033	1205
Sf3a1	4916	4278
Pdcl	2858	2295
Gpalpp1	5448	3036
Mmd	2661	5779
Gpatch1	3057	1389
Slc47a1	2634	738
Ero1b	4239	758
Abhd15	3249	700
Cwc25	3307	1874
1700028P14Rik	868	0
Eepd1	2673	2048
Dhx40	3724	4807
Calcoco1	2824	7089
Atic	2611	7598
Mettl16	2718	1316
Tmem167b	2864	4203
Kcnv1	4496	0
Ccar1	4478	8871
Rnf151	1188	4
Saysd1	2304	398
Tmed9	1451	9477
Agpat2	1574	5041
Kctd4	3015	64
Atg12	2492	3489
Uqcrb	548	4309
Mfap1a	3419	1156
Ccdc39	3616	138
Cog6	2920	2390
Gpr89	1765	1536
Slc25a30	1706	3556
Mgat4d	1292	0
Pigm	7569	2820
Larp6	2308	104
Wdr48	3821	3041
Ciao3	2555	2082
Tmem35a	1918	56
Mrfap1	1630	19356
Slc39a9	5230	3868
Mrpl49	1726	2167
Alg13	5405	947
Patl2	2434	2
Slc25a26	1919	478
Poteg	2014	0
Ubxn11	1577	74
Ubl4b	1376	0
4930524B15Rik	1959	0
4930519G04Rik	2041	0
Necap1	2395	2989
Dusp6	2797	11267
Fibin	2069	601
Narf	4412	3069
4930453N24Rik	1331	1355
Ube2r2	3312	8577
Nob1	1647	3739
Lrp2bp	3420	47
Bend5	1908	32
Tm7sf3	3312	3593
Ftmt	1461	0
Armc12	1103	21
Ctdp1	3710	3345
4930548H24Rik	1427	32
Ift172	5408	3334
Tex46	670	0
Alkbh8	2269	803
Elob	508	8052
Cuta	824	2560
Rpp21	500	1209
Lsm3	631	1563
Mrpl18	959	2739
1700011L22Rik	978	2
Aldh3b1	1894	3088
Prss37	1049	0
Hypk	604	4209
Fam174a	2107	1504
Tmem179b	848	1136
Pcnx4	4420	1409
Reg4	1021	0
Polr2g	868	2920
Slc25a37	4162	4378
Lipf	1353	0
Lce1h	706	130
2310057J18Rik	1319	415
Actl11	3993	0
Pop1	3393	938
Stx17	5776	2567
Dph2	2526	855
Mansc1	2376	673
Fbxo32	6936	3882
Iah1	926	2186
Ttc39d	2023	0
Slc48a1	2526	5589
Ribc2	2396	0
Mgarp	1429	206
4930578I06Rik	1033	0
Ddx47	1764	5128
Plgrkt	843	1165
Prpsap1	1868	4203
Caap1	2109	570
Arpc5	1897	14514
Cdk2ap2	911	5796
Ilf2	1973	4664
Ahctf1	8831	8093
Plxnd1	6907	8312
Sfr1	1583	9559
Dalrd3	1737	1622
Snrnp48	1789	1618
Pnrc2	1907	4355
Dgat2	2251	5281
Pllp	1889	2824
Tprgl	1786	6073
Poldip2	1951	4304
Tmem70	1732	1884
Lce1f	717	4
Brix1	2654	2881
Pop5	989	1778
Wdr83	1238	1647
Mrpl57	2321	1574
Nop9	3828	2397
Rab32	2054	1377
Rnf115	2265	3205
Cdca5	1906	718
Mtres1	924	716
Knstrn	3118	2455
Asprv1	1531	166
Cysrt1	781	40
Yipf4	2133	3474
Rgs10	875	778
Cela3b	897	4
Mrrf	2250	1641
Mri1	2149	2483
Tpbpb	710	0
Cfap410	1696	1412
Saraf	1883	11632
Tmem100	1764	344
Ufm1	4867	4237
Tmem86a	1791	1347
Ppa1	1292	6847
Ccdc80	3690	7509
Pef1	1551	4013
Cmc1	1183	839
Mtfp1	1396	243
Cs	2936	18545
Sumf2	2161	1686
Ppm1m	2070	1293
Galntl5	1599	0
Coq9	1697	4528
Mak16	1857	2411
Fam32a	3165	7443
Abca14	5384	10
Serpini2	1424	0
Wdr55	1525	1914
Atp5g2	647	3723
Tex13a	1323	0
Nifk	1894	2539
Tubb6	1744	12787
Sugt1	3024	4037
Zcchc10	1257	679
Ooep	1207	0
Tppp3	1024	476
Mphosph10	2202	1823
Ccny	5761	8107
Tctn2	2733	1678
Atad1	2813	7613
Mrpl19	5000	1686
Ssxb1	875	0
Grhl2	4946	122
Srsf6	3546	13750
Ddx59	2228	838
Cfap298	1163	1670
Sdhaf4	667	551
Coq5	2001	2467
Bambi	5040	386
Snrpg	393	2013
Zwilch	2784	568
Trap1	2452	7904
Cavin4	2044	652
Mrm2	1443	431
Bphl	1209	1554
Pdf	1536	2047
Cdc42ep3	2267	636
Pclaf	2387	887
Tmem178	1696	17
Emc4	975	3090
Fam122a	1696	1374
Zfp706	4417	11373
Eef1akmt1	852	679
Rtraf	1510	4608
2700062C07Rik	1032	715
Mpnd	1694	4564
Rps13	582	16194
Ubxn2b	4735	397
Serpina12	3690	100
Ddx56	3287	3355
Chd1l	2989	2018
Slc25a39	1667	12620
Mrnip	1140	239
Psmd8	1513	13649
Lurap1	1427	58
Pak1ip1	1753	5297
Dcakd	1714	1903
Yif1a	1493	3024
Ncbp2	2037	1979
Txndc17	1446	4609
Cdca8	1626	1839
Cntd1	2228	41
