Geneid	Length	genome_mapping/137-LC_R1.rn6.sorted.bam
Pi4kb	3205	1297
Pls3	3078	2340
Prkch	3375	925
Pros1	3248	1551
Psen2	1594	575
Ptger2	1353	185
Pth2r	1975	10
Rab1a	1412	4717
Rab3b	1142	837
Rab13	760	887
Rala	714	691
Rbl2	4860	1288
Renbp	1292	934
Grk1	2117	1
Rnpep	2183	807
Rock1	4434	1496
Rpl5	1069	9021
Rpl10	757	7671
Rpl13	715	6803
Rpl18	622	6016
Rpl19	703	9979
Rpl22	454	933
Rpl36al	495	778
Rpl37	359	1418
Rps6ka1	3108	1412
Rps9	1682	0
Rps10	602	2198
Rps11	534	8708
Rps21	345	3343
Rps24	466	5079
S100a10	573	6217
Sctr	1791	25
Ccl5	568	4
Snrpn	1445	9
Soat1	1750	1707
Ssb	1642	1177
Ssr3	2713	2702
Ssrp1	2833	3519
St13	1663	1276
Stc1	2436	103
Stx3	1046	182
Stx4	974	1105
Stxbp2	2118	1072
Suox	2150	342
Elob	454	1642
Nr2f1	2461	567
Tgfb2	2867	651
Tgfbr2	2078	2210
Thpo	1406	6
Klf10	2937	906
Tmsb4x	594	33249
Tpp2	4564	1295
Ube2b	2096	495
Usf2	2173	1951
Vim	1796	87291
Pax8	2486	100
Doc2b	1756	44
Dgkz	3552	4409
Actb	1264	69087
Cib1	811	926
Arpc1a	1562	2226
Cirbp	1409	1113
Slc20a1	2851	3401
Psmc5	1288	2385
Zp2	2127	5
Mdh2	1288	3933
Rab11a	2262	2809
Sharpin	1641	871
Gstm7	1209	337
Pard3	5501	584
Fut1	2719	10
Ube2d3	1531	3908
Sh3gl3	1444	413
Sh3gl1	1995	1469
Cyp8b1	1962	0
Cds1	1947	218
Acot1	1577	37
Prl3c1	809	0
Pdgfc	1116	160
Dynlt1	698	984
Celsr3	11868	437
Slit3	5205	148
Lrp4	7784	2051
Bmp1	3647	2641
Prep	2739	995
Ugdh	2319	1175
Tfam	1455	472
Cyr61	1984	570
Bcl10	1589	717
Ocln	4130	505
Hnrnpab	1592	1782
Psmd4	1334	1948
Slc22a8	2157	458
Cdh2	4351	3003
Cdh1	4396	676
Polr2f	470	546
Kl	3518	12
St3gal5	2698	2438
Camkk2	2132	194
Parg	3974	619
Timeless	4209	598
Slc7a7	2068	911
Lypla2	1537	1129
Slc6a2	2203	6
Fads2	1617	506
Tsc22d3	1947	2101
Ptbp3	2857	1355
Ppargc1a	2440	58
Fcna	1260	233
Aplnr	3646	797
Pex3	1933	473
Atrn	8727	4346
Vdac1	1801	2651
Vdac2	1702	5356
Vdac3	1362	3127
Aifm1	2089	619
Tpp1	2460	5442
Kcnj11	3034	59
Mkln1	2428	1091
Smpd2	1551	273
Amy2a3	1574	0
Ascl2	1572	14
C4a	5358	1200
Cftr	6287	10
Egfr	4156	241
Grik5	3762	750
Gsta1	1158	725
Idh1	1719	1609
Il1b	1311	69
Il3	553	0
Jak2	3731	1098
Kras	661	277
Met	4187	331
Cd200	2235	1296
Myh10	7632	2498
Ncam1	3177	4001
Neu1	1931	971
Klk1b3	873	0
Pdgfb	1706	223
Pdgfrb	5370	2041
Pnmt	945	0
Ppp1ca	1392	4638
Rara	2124	437
Rarb	3091	188
Ccl2	780	1435
Serpina3n	2057	1341
Ugt2b	1974	0
Wt1	2630	0
Smcp	857	0
LOC24906	1602	286
Cd8a	1389	1949
Cd8b	1255	280
F9	2741	0
Scarb1	2476	1609
Brca2	10350	451
Cyp2e1	1613	3
Ampd3	3919	2584
Nppb	628	5
Rgn	1600	11
Chrm4	2755	32
Scnn1a	3374	60
Tagln	1051	6019
Cdkn2a	705	53
Idh3g	1347	1528
Nfyb	2541	456
Acvr2b	1800	34
Bfsp1	2132	25
Cav1	2737	3368
Ptgis	1661	248
Star	1154	29
Cpt1a	4328	2548
Ctsk	1417	2529
Cd36	2597	1319
Csn3	789	1
Ybx1	1506	3326
Epha3	3062	62
Ces1e	1735	0
Nfib	2192	285
Nfic	1565	773
Clcn7	2749	1480
Rps7	653	5714
Acvr2a	2265	203
Cyp2c12	1713	0
Phkg1	1381	28
Rasa3	2518	1595
Akt3	1402	443
Por	2438	3687
Ghrh	608	1
Tesk1	3576	580
Ptp4a1	2821	471
Npy4r	1257	1
Aoc3	3936	64
Smc3	4145	1747
Slc22a2	2139	129
Pla2g1b	543	1
Ighmbp2	3167	328
Pxmp2	825	115
Slc37a4	2079	469
Wisp2	1734	415
Pecam1	2094	920
Sv2c	2622	172
P2rx4	1972	1752
Psmc3	1623	2950
Sart1	2531	1217
Kcnq3	5798	193
Pla2g2a	766	75
Eif2ak3	4492	691
Ptprn2	5123	421
Kcnj10	1438	1345
Ywhae	1738	14964
Atp6v0a1	3997	4252
Cyp4a8	2477	1
Pten	1212	767
Hspb7	1769	27
Gria1	2871	237
Nbl1	1776	3685
Kcnj3	1827	53
Apln	3082	1140
Tmod2	1191	619
Zfp148	3440	744
Zranb2	2599	1697
Csnk1e	1251	677
Nckap1	4121	4699
Prg2	843	3
Phgdh	1803	1624
Sh2b3	3691	1932
Mapk6	4179	2040
Grb14	1949	213
Igbp1	1338	633
Nr1h2	1914	1371
Nr1h3	1597	355
Nr4a3	4396	62
Psmb4	923	2862
Ddx25	1618	130
Vapa	1605	4068
Casp9	2345	471
Foxm1	3392	901
Mefv	3199	147
Fut2	2984	18
Pdcd2	1134	298
Dlg3	3737	325
Cpq	1778	465
Sult4a1	2215	553
Klf6	4206	3173
Map2k1	2128	2705
Hpgds	1175	117
Ramp1	808	303
Ramp2	738	758
Sfmbt1	3293	495
Fxyd1	533	617
Klrg1	567	0
Slc13a1	2206	0
Kcnab3	2106	74
Ncan	5201	9264
Rabggta	1872	650
Lxn	1073	1031
Stx8	839	417
Msln	2099	627
Tgm1	2707	49
Arpp19	339	129
Camkk1	3411	580
Slc18a3	2862	49
Slc28a2	2871	2120
Stx6	2466	1661
Syt10	1572	21
Syt11	1784	3019
Mybbp1a	3834	1903
Prap1	637	0
Napsa	1366	528
Slc15a2	3942	586
Capn10	2271	430
Ctla4	724	6
Actn4	3878	7410
Fhl2	840	752
Per2	5760	769
P2ry4	1177	24
Hsd17b10	907	836
Smc1a	3905	2369
Slc29a1	2116	251
Gosr2	2075	1670
Scn7a	6546	988
Uba52	504	7757
Sncg	703	972
Cryba4	782	52
Crybb3	747	0
Itgad	3558	26
Ykt6	597	806
Syt4	3877	2906
Hsf2	2547	597
St3gal2	3221	767
Gpr88	4155	171
St3gal3	1207	249
Rpn2	2234	6119
Cldn1	3221	384
Cldn3	1473	5
Cldn5	1427	1885
Cldn7	1119	1
Aqp3	1799	1
Stx5	1779	942
Dpys	2079	2
Rps8	696	9714
Homer1	4049	405
Adrm1	1430	1478
Rps12	541	6874
Olr226	984	0
Arl2	876	853
Pdzk1	1980	156
Pirb	2634	507
Rida	888	431
Pfkm	2750	1426
Wisp1	1871	32
Amotl2	4141	818
Rab2a	638	1222
Clns1a	1406	851
Dio2	6301	123
Htra1	2012	4362
Tmed2	1956	4770
Sec11a	1104	1155
Scamp3	1481	1202
Scamp4	1725	1016
Scamp5	1149	967
Limk1	3290	1134
Snap91	3390	658
Ppp5c	1973	1473
Kcnd2	4014	159
Aldh3a2	2977	1535
Sult1c3	1234	0
Gabrq	1908	9
Stk3	2603	468
Slc27a2	2957	32
Nkx6-1	3215	57
Slc29a2	1678	101
B4galt6	5728	2072
Slc2a5	2167	783
Kcnh1	4559	159
Slc24a2	8800	1356
Slc16a8	1829	15
Clip1	4582	1175
Slc13a2	2430	0
Cnn1	1449	46
Gcs1	2695	62
Hspb3	715	0
Shank1	7577	509
Bcam	2359	631
Alcam	2868	1726
Ggcx	2738	723
Mmp24	4196	477
Mchr1	1214	61
Naaladl1	2557	49
Abcb11	5034	6
Vegfd	1494	6
Cdkn1b	1755	1502
Pafah1b1	4364	5804
Ddr2	3509	555
Rxrg	1966	205
Cpz	2144	226
Sort1	6690	4858
Itgae	3754	145
Pdxk	939	213
Gnb5	1047	234
Thbd	3653	2055
Polr1a	6007	948
Polr1b	3763	359
Rabac1	820	1460
Gda	1460	1052
Usf1	1685	851
Kcns3	2311	69
Apba1	3672	420
Apba2	2707	698
Apba3	1939	613
Slc32a1	2383	198
Nefl	2026	1081
Pias3	2902	759
Atp6ap1	2075	5418
Trim3	2858	996
Hipk3	4115	947
Rest	3249	382
Nfe2l2	2305	1899
Spag4	1461	14
Ppig	3925	1185
Ugcg	3746	1425
Galnt5	3512	17
Cd82	1815	3423
Slc12a2	6401	6260
Pax4	1101	7
Dedd	1129	469
Deaf1	2123	537
Gabbr2	5457	359
Gmeb2	1941	142
Cish	1858	53
Gpr6	2237	0
Tpbg	2333	292
Capn6	3494	42
Cngb1	4216	11
Defb1	397	12
Taldo1	1198	6085
Cd164	2819	8563
Mybph	1770	333
Git1	3123	3864
Inhbe	1053	0
Rbbp7	1922	3703
Omd	1802	54
Clic4	762	2098
Fat1	14744	3193
Dvl1	2955	1019
Plk2	2770	755
Ncoa2	4386	715
Wfs1	2731	411
Ctcf	3684	1327
Fbn1	8942	7557
Fbn2	8632	182
Vamp8	301	981
Kcnma1	5430	116
Rtn4	4666	9291
Lgals3	948	23764
Nme2	746	4648
Sult1a1	1220	793
Agxt2	1918	0
Rps2	938	13867
Cyp2c23	1930	0
Fdps	1271	1380
Scd2	5046	45482
Phb	1739	1038
Dbi	566	3082
Khk	1284	128
Calm1	1449	14669
Hspb1	890	7437
Hspa1a	3958	174
Aldh3a1	1715	25
Dpp7	1705	6158
Clta	1124	4749
Ptms	1138	5069
Prkab1	1974	1080
Src	2001	688
Psmd1	3066	3502
Ybx3	1757	3870
Nsfl1c	1450	2198
Trpv1	2847	28
Smarcd2	2575	1185
Calb1	1706	273
Rps6kb1	2283	741
Sdcbp	2058	8701
Crot	2684	1017
Tap1	2677	567
Tap2	2426	272
Impa1	2043	1274
Eif2b2	1467	761
Prkci	4501	928
C3ar1	2025	1160
Cntnap1	5363	1049
Kalrn	8921	402
Dll1	3114	109
Slc1a6	1937	8
Hsd17b12	1812	2380
Ralbp1	3538	1840
Grip1	4279	259
Hmga2	805	117
Nae1	1771	337
Kcnq1	3017	9
Irs3	1969	56
Ghsr	1350	2
Ptger4	1473	79
Pon1	1317	61
Dnaja2	1844	2024
Gsk3b	1525	781
Pnliprp1	1532	0
Hao2	1647	0
Chn1	2267	464
Chn2	1037	460
Col3a1	4769	20958
Robo2	8964	937
Aldh2	1882	3993
Kcnip3	818	72
Lasp1	3382	5256
Glrx3	1224	1902
Gde1	943	1172
Lsr	2088	520
Rab11b	1506	3012
Timm22	1801	533
Sec31a	4423	2478
Crygd	634	0
Vps52	3169	1364
Tapbp	1563	623
Ptprv	5446	68
Akt1	1606	2720
Acsm3	2564	34
Prl3d4	814	0
Hbb	620	1476
Psmc2	1403	2070
Gal	699	494
Yes1	1770	221
Pld2	4508	1005
Hagh	1117	451
Plcb3	3726	1081
Fcgrt	1550	1709
Abcd2	5516	216
Ngb	1755	102
Kcnk3	2041	38
Rho	1493	3
Gata2	3411	101
Arsb	1862	3086
Pawr	2113	179
Scrg1	507	268
Agrp	648	5
Mcm4	3339	1301
Maoa	2083	1074
Hps1	2641	710
Zfp354a	2547	96
Nos1	4594	93
Tk1	2262	1745
Vhl	2807	1483
Kap	705	0
Atp7a	4674	480
Fmr1	4189	726
Chrna3	1500	1
Chrnb4	1488	3
Igf1r	4688	469
Bpifa2	962	0
Cdo1	1457	855
Rims1	5651	95
Asip	694	0
Nr1i2	2336	0
Ccnh	1401	386
Slc5a5	2846	75
Cd9	1145	6544
Avpr1a	1596	25
Clu	1860	10847
B4galt1	2292	727
Orm1	769	14
Reg3b	781	8
Pgam1	1805	8099
Pgk1	1659	9491
Vars	3980	1616
Gstt1	949	66
Glrb	1491	408
Pkm	1971	9211
Ubd	671	1
Gpr182	1885	203
Cxcr5	1109	29
Col1a1	5826	21009
Tas1r1	2679	34
Pak2	1776	1025
Msra	1262	235
Homer2	1978	127
Homer3	1207	848
Atp2b1	4229	2337
Dbt	3152	843
F2rl2	1505	166
Kcnj16	1770	456
Ip6k1	1589	715
Nr0b1	1779	1
Hpx	1484	11
Dynll1	653	2793
Hgfac	2042	1
Ptafr	3313	1839
Nup210	6941	595
Degs1	1438	2418
Syt9	1506	39
Syt8	1184	2
Pdlim5	1869	655
Clcnka	2395	7
Bhlhe40	2376	1800
Igfals	2131	5
Rpl21	548	5559
Txn2	1101	1586
Cubn	11250	308
Retnla	503	0
Camlg	1360	290
Ctbp2	3617	871
Ager	1420	92
Pias2	1829	578
Rrad	1457	77
Acox3	2592	657
Ogfr	2057	1209
Gipc1	1563	1840
Cxxc4	5486	97
Gtf2a2	330	284
Nrn1	1371	95
Nde1	2153	534
Sox11	2018	51
Agps	2076	723
Cacng2	1120	41
Ackr3	1938	524
Cd40lg	783	0
Dnmt1	5917	2295
Ikbkb	3526	1125
Col1a2	4465	9030
Ctnnb1	2352	7659
Ssbp3	1916	886
Atox1	493	777
Sh3kbp1	3289	1491
Dffb	1324	120
Clcn3	3810	1455
Prl7d1	893	0
Fabp4	563	1470
Rab6a	3376	5038
Dhh	2479	180
Tcf4	2025	756
Timm8a1	1171	458
Timm10b	670	199
Slpi	650	1544
Pglyrp1	630	25
Il18bp	935	459
Hcn1	2762	69
Kif2a	4254	1162
Kif3a	2279	681
Dcx	8827	158
Slc34a2	3492	2
Atp1b4	4175	3
Tnfaip6	1367	489
Cd93	4729	2212
Ihh	2272	2
Prelp	1419	1071
Gjb6	1717	547
Gemin2	1332	256
Il12a	793	18
Hs3st1	927	784
Cdh11	5173	1127
Cdh8	3100	81
Klf5	3232	373
Smpx	884	1
Adcy7	4164	1438
Artn	1331	19
Gfra3	2045	9
Nrtn	671	31
Tle3	4769	2668
Bex3	509	922
Wnt4	1205	409
Grb7	2420	3
Dctn4	1404	898
Kcnk9	1191	49
Pomt1	2906	924
Asah1	2263	4464
Chst3	1425	86
Maged1	2671	3453
Gnpat	2033	754
Snx1	2028	2014
Ilf3	3167	1648
Ddx1	2463	1801
Cxcr3	1663	35
Strbp	3065	520
Gab2	1989	877
Ufd1	1783	1067
Synrg	3816	1195
Bnip3	1618	924
Arid4b	4964	334
Tert	3378	41
Slc4a4	3573	1482
Ccs	1019	585
Sf3b1	4954	6580
Slc17a6	3970	609
Fgf13	2007	203
Fgfr3	3187	1310
Fen1	2172	684
Tec	2618	661
Fmo3	1887	47
Xrcc1	2080	987
Dgat1	1738	730
Rnf103	2519	642
Ran	1068	5117
Stmn2	1848	1175
Slco1c1	2720	155
Slc7a8	4102	1338
Fads1	3355	2070
Hdac1l	1455	1
Hdac2	2178	1231
Hdac3	1643	937
Hdac4	4000	595
Hdac5	3213	1685
Rgs2	685	371
Fgl2	3693	3918
Plcl1	5235	914
Cldn11	1848	11567
Rab9a	1273	698
Rab27b	890	78
Pick1	1797	300
Cetn1	703	1
Nfs1	2009	505
Nucb1	2302	8254
Srm	1249	520
Fut9	2151	38
Jak1	4291	4703
Tmed10	1288	5046
Rag1	6536	1
Hamp	360	1
Sema6b	3847	718
Cox4i2	704	94
Ppp1r9a	3834	270
Ppp1r9b	4448	4025
Ptp4a2	1081	2253
Synj1	5878	2155
Mlycd	2011	368
Plcb2	4004	967
Pola1	5167	460
Pola2	2267	402
Pik3cb	4494	678
Spa17	447	89
Gas7	6796	6919
S100a6	402	4288
Kif3c	3419	908
Pex11a	2259	432
Col5a2	6076	4396
Col18a1	5007	5127
Xpo1	3216	2659
Plg	2717	9
Hacl1	2002	470
Slc2a8	2089	558
Cnga3	2213	0
Cnga4	2355	1
Cnga1	2137	1
Entpd6	2441	364
Mterf1	1503	119
Slc25a27	2653	255
Slc25a14	1555	153
Abcg1	3529	2387
Ajuba	3234	151
Prss12	2499	166
Slc24a3	3746	333
Nme3	645	185
Tekt1	1378	114
Zp1	1947	0
Fbxo2	1293	613
Prdx4	905	981
Mpp2	2198	335
Lin7a	657	3
Slc25a4	1290	6154
Nol3	1533	849
Lyst	11028	1379
Sorl1	7079	612
Elf1	2504	745
Slc5a7	4894	48
Rhoq	3860	1350
Herpud1	1844	1338
Nox4	2176	32
Ddx52	2159	299
Cpn1	1754	0
Cdc5l	2831	1384
Polg	3651	1027
Twist1	1497	99
Vamp7	663	350
Psmb7	972	2289
Tpra1	1627	1062
Enpp1	2721	562
Klf15	2457	272
Slc22a7	1636	0
Laptm5	2072	6493
Idi1	2813	647
Cox17	424	510
Lrp3	3892	207
Gna15	1677	807
Ncdn	3635	2611
Sfrp4	1891	272
Tie1	3819	2414
Angpt1	1890	113
Rfc1	4725	1298
Opn1mw	1080	0
Vegfb	1788	574
Pip4k2b	1983	541
Pdk4	1425	436
Tnfsf4	1781	29
Syngr2	942	1182
Picalm	2049	6241
Vamp5	307	355
Bud31	803	618
Prmt3	2453	363
Trpc1	3978	304
Trpc6	2792	219
Nap1l1	2106	4641
Rpe65	2147	181
Ddx39a	1717	1163
Socs3	863	492
Ptch1	4303	958
Ftcd	1866	4
Pcyt2	1844	1146
Mbtps1	3895	2063
Cxadr	1616	630
Sec16b	4356	126
Cdhr1	4275	143
Olfm1	2759	1194
Vegp2	752	0
Cabin1	7260	1027
Prdx6	856	2515
Spp2	679	0
Atp6v0e1	835	1448
Slc27a1	3187	1874
Idh3B	1506	1694
Tinagl1	1868	617
Zfp423	4572	338
Gosr1	2726	704
Madd	5243	903
Cox5b	486	2632
S100a9	487	370
Rnf138	2574	301
Rab14	760	1173
Psmb1	799	2635
Dpep1	1557	1
Cdk4	1364	2587
Pgf	1563	122
Ece1	2779	3252
Rps27	343	4304
Nudt4	2926	4537
Efna1	1454	179
Fez2	1249	384
Atp5pf	571	2080
Clic5	5786	214
Mgat2	2488	861
Smpd3	5031	487
Mmp23	1243	115
Acsl5	2440	1610
Kcnj13	1257	62
Prdx5	816	6035
Nupr1	625	644
Hspb8	1774	1751
Rtn4r	1422	57
Lenep	580	0
Csnk1a1	971	2127
Nup88	2412	986
Cpb2	1435	0
Bbs2	2573	390
C5ar1	1753	3626
Cdc42bpb	6373	2872
Magi2	4740	270
Pom121	5506	1334
Acsl4	4862	2221
Pitx1	2256	2
Gfm1	2605	1033
Dao	1591	44
Megf8	11924	3449
Fstl3	771	56
Kcnh4	3736	27
Banf1	763	1436
Inpp5e	3341	411
Egr2	2963	410
Fcnb	1127	894
St14	3157	1213
Stxbp3	2388	1260
Idh3a	2401	2035
Ltc4s	500	33
Ltb4r2	1077	2
Cysltr1	1020	35
Sc5d	2165	1337
Cds2	1516	436
Cdh23	10529	47
Il5ra	1245	0
Asah2	4912	270
Cxcl2	1104	23
Bco1	1930	9
Kremen1	1971	350
Pdlim3	1562	55
Nkx2-5	1322	0
Flt4	4358	138
Vegfc	1568	83
Pafah1b3	808	156
Dnm1l	2491	1026
P2rx2	1833	40
Cdc42bpa	6308	1502
Gng3	1153	461
Gng10	1073	2136
Gng12	708	1157
Ccnl1	2119	1058
Sardh	3069	495
Akap1	2614	629
Dll3	1972	2
P3h1	2513	715
Mpp3	2822	283
Sh2b2	2807	399
Crcp	1408	542
Tmf1	3445	1093
Phyh	1201	861
Spata2	2389	292
Mtnr1a	1774	0
Chek2	1749	276
Rax	1029	0
Dffa	3329	519
Insl3	595	13
S100a3	669	86
Yme1l1	2981	1216
Nox1	2571	0
Hcn2	2522	1181
Hcn3	2343	57
Trpv6	2907	52
Slfn4	4857	525
Pde6h	463	3
Gtpbp4	2320	205
Dnajc14	2935	709
Nek2	3122	215
Dmtf1	3335	543
Rbm3	1184	5923
Dag1	5169	5880
Cited2	1969	1077
Cited4	892	61
Ccl28	1344	0
Cacna1f	5969	5
Ccna2	1712	950
Map2k6	1690	109
Bik	956	24
Trpm7	7019	1677
Dmrt1	1412	0
Hdgf	1788	1997
Gbx2	1548	10
Lmx1b	2103	44
Pax3	2197	50
Msx3	2310	0
Klf4	2368	643
Ankh	2447	2915
Slc5a3	2436	137
Fbp2	1263	0
Mllt3	1540	152
Emb	1366	1492
Aatf	1791	214
Rasgrf2	3503	53
Clasp2	5568	3898
Lancl1	1453	482
Glra3	1344	16
Itga6	5964	4143
Slc7a10	1879	40
Nfil3	1961	484
Tdg	2858	1072
Stag3	4163	3
Ntn1	1815	591
Ntn3	2428	43
Bcl2l10	1074	4
Ncf1	2758	6537
Pi4k2a	1598	511
Casp4	1218	437
Wif1	2155	49
Rap2a	491	53
Pitpnb	2670	1830
Cdc37	1603	2836
Dlk1	1538	161
Cntn5	3341	6
Ubqln1	2275	2439
Dpp3	2609	1093
Aurkb	1811	805
Nppc	1020	40
Wap	543	0
Suclg1	1242	1788
Clec4f	1888	0
Abcg5	2470	6
Slc26a3	2835	18
Atp5mc3	695	3069
Aimp1	1053	613
Plce1	8338	685
Six1	3188	49
Trafd1	2466	2177
Zyx	2557	2655
Zp3	1320	0
Cyp27b1	2426	22
Rgs14	2857	309
Gne	2815	545
Wbp4	1547	239
Ptpre	2283	828
Uox	1359	4
Dusp1	1927	1245
Sorbs2	6303	839
Lim2	824	0
Pkia	1971	582
Tjp2	4697	2194
Usp2	2071	148
Atp6v0a2	2571	529
Dnajc2	2065	661
Mapk8ip1	2993	3747
Ipo13	3541	1381
Serpini1	2916	223
Akr1b7	1277	37
Ifngr1	1854	5793
Tm4sf4	1575	41
Rfc2	1528	636
Trpv5	4834	11
Stx1a	2131	198
Il17b	688	4
Prl2a1	930	0
Ift172	5365	603
Kidins220	7135	4537
F11r	1878	495
Crnkl1	2326	0
Dars	2159	1457
Txn1	308	3628
Sec14l2	2591	548
Tgfbi	2693	3507
Kcnk4	1194	28
Snai1	1596	220
Kcnk6	1882	29
Gripap1	3003	1092
F2rl3	1694	54
Fgf4	587	2
Snap29	3400	1987
Slc9a3r2	2110	796
Bak1	1921	1210
Btnl2	1542	3
Nrxn3	6003	287
Slc6a9	3182	2163
Timp1	740	7471
Ebf1	2878	241
Ralb	2207	1152
S100a8	357	230
Pcsk5	5241	151
Csnk2a1	1508	1128
Atp5c1	1083	2622
Pdk1	1581	477
Plod1	2895	2652
Il13	443	0
Mapk8	5709	917
Nup107	3084	562
Gucy2f	3736	0
Foxj1	1914	87
Kcnj9	2301	131
Cltb	982	1836
Il2	740	0
Ap2m1	1799	9745
Npr2	3469	940
Ggt1	1491	48
Lct	6117	11
Mapk1	5615	2761
Fcgr2a	1421	543
Tff2	579	0
Upb1	1259	4
Nrxn2	6409	2115
Map3k8	2721	216
Opcml	2339	210
Pdia4	2319	2922
Blvra	1078	645
Cacnb2	3892	152
Csf2	441	1
Nat2	1385	40
Akap8	3408	1648
Scg3	2144	1253
Eif4ebp1	846	941
Ccl4	279	17
Slc17a7	2000	3
Tnc	6155	5777
Lgals8	2507	618
Slc28a1	2401	10
Vcp	3195	8991
Rtn1	3365	2994
Plaa	2694	1032
Tpt1	790	26272
Nlgn1	3322	145
Phox2a	1607	4
Kcnj4	2656	2
Srp54a	2144	1196
Cacna1s	6090	5
Cap2	1636	102
Exoc4	3506	948
Cdc123	1254	918
Cplx2	900	113
Cntn4	4609	86
Ptprn	2952	6733
Ecm1	1889	1303
Dusp6	2755	1745
Atp6v1f	642	1677
Rere	7665	3798
Lman1	1742	834
Map3k1	5166	361
Myt1l	4424	150
Vwf	8803	5440
Ppp1r12a	3301	1216
Cdk5r1	1192	112
Sdc3	4841	3646
Jdp2	881	369
Pgap2	2568	755
Aldh1a2	2244	3291
F2rl1	2979	148
Cgrrf1	1264	369
Dlgap2	3690	23
Kynu	1759	22
Efna5	768	10
Oplah	4003	2250
Lmnb1	2134	847
Gsr	1849	1092
Dnase1l3	1404	2
Ptpn6	2136	2971
Cyth1	1399	811
Cyth2	1564	1329
Cyth3	3473	431
St8sia4	1365	134
Trim28	2970	3219
Inpp4b	4392	68
Cga	667	0
Ceacam9	980	1
Trip10	1718	557
Pex12	2347	27
Acacb	7342	173
Pik3c2g	5957	2
Abcc5	5742	2891
Psmd10	527	125
Pip4k2a	3345	2804
Epb41l3	4530	901
Ube2n	1488	636
Slc7a9	1739	6
Gp1bb	947	0
Sept5	3663	936
B3gnt5	4209	101
Pcdha4	5241	34
Pcdha13	5251	14
Sh3gl2	1491	445
Lpar1	3294	2538
Kcnh6	3382	23
Cdh3	3458	63
Pcdha10	5337	3
Pcdha12	5250	3
Pcdha3	5226	24
Pcdha8	5247	9
Pcdhgc3	4556	1853
Pcdh12	4183	40
Rims2	5964	163
Magt1	1146	614
Mark1	2944	222
Polr2g	863	887
Kcnh2	3881	389
Eif2b4	1624	554
Mcf2l	4531	786
Nup155	4303	712
Il1r2	1379	95
Kcns1	2701	12
Crym	1201	405
Apbb3	2018	589
Ccr3	1308	17
Bin1	2397	2423
Ccr5	2473	688
Erp29	1092	3412
Sds	1273	13
Mmp12	1791	328
Ptf1a	1531	1
Slc25a20	1754	1016
Lamc1	7636	8556
Spam1	2101	0
Mt3	376	933
Nln	2680	1003
Rpl6	932	4409
RragB	2249	149
Rraga	1594	1217
Eif4e	2370	1326
Krt18	1369	10
Cdh17	3411	51
Rab28	1473	1010
Arl5a	1148	470
Arfrp1	926	432
Kcnj12	2260	49
Rps15a	435	3529
Cd52	534	3
Gjb4	2640	11
H3f3b	1654	8003
Myo1b	3609	466
Calb2	1438	401
Ptpn2	1458	602
Vip	1500	114
Nlgn2	3959	1260
Pdha2	1549	0
Bdh1	1617	519
Slc6a7	2721	32
Kcnc3	5258	417
Rab8a	1744	1626
Ppp2r2a	2350	1855
Kcnb2	3229	12
Scarb2	1983	3007
Zbtb7a	2790	728
B3gat1	2090	616
Cand1	4381	2248
Cuzd1	2262	1
Csde1	3734	2331
Hsd17b3	1111	8
Rgcc	890	270
Ctrl	795	12
Neu3	2290	51
Sh3bp5	2553	1134
Vamp3	1683	2438
Tcea2	1151	339
Psmb6	773	1
Gas6	2538	3735
Cyp21a1	1963	3
Slc25a5	1200	3843
Enpp2	2825	5058
Acsl3	2769	1660
Serpinb5	2577	0
Barhl1	2391	5
Prdx1	885	5369
Ptpn12	3167	1544
Ppp2r2c	1340	249
Cntn1	3210	3925
Tra2b	1984	1808
Nudt1	861	142
Psmc4	1358	2156
Psmc1	1544	3005
P2ry6	2466	741
Pex6	3169	366
Slc26a2	2877	387
Rps6ka2	5396	1201
Tff1	462	0
Hrk	5071	45
Prpsap2	1579	857
Rhoa	585	6390
Nr0b2	1111	8
Chrd	3267	209
Pfkfb3	2148	1394
Epn1	2025	2826
Ebp	1055	391
Hnrnpu	3346	7692
Ppp2r1a	2208	4995
Hnrnpk	2563	7979
Lrrc7	5098	28
Csrp3	838	55
C9	2081	5
Sec22a	1635	317
Sept2	3193	7752
Tnfsf11	957	1
Ccl17	282	2
Keap1	3162	756
Xpnpep2	2827	13
St8sia2	1121	14
Gzmm	935	24
Chrna6	1755	0
Folh1	3009	159
Hadh	1659	740
Grifin	583	7
Gmpr	1433	636
Klhl41	2289	30
Wipf1	3859	2864
Il10ra	1814	573
Plscr1	1552	223
Smu1	1728	1118
Baiap2	1798	1046
Decr1	1146	803
Ppat	4036	980
Ncr1	1268	4
Kif1b	6031	4143
Gpr37	3079	1770
Kif5b	2892	3760
Ccl22	1745	4
Ptpn23	5204	1594
Uba3	2170	1359
Pnliprp2	1527	0
Sv2b	5199	232
Mylk2	2727	1
Sv2a	3532	1573
Klf9	2508	986
Tmem158	999	56
Atp6v1b2	2694	7174
Socs2	907	119
Zfp37	3366	59
Atp2a1	3437	24
Rps23	510	5850
Slc8a2	3001	174
Slc8a3	4749	185
Ackr2	1687	3
Pcyt1a	1551	798
Echs1	1462	597
Reln	11462	5038
Npepps	4104	2075
Chst10	2630	334
Patj	7640	285
Ddit4l2	725	63
Chek1	2336	261
Wnt11	2582	36
Ryk	1785	828
Sox9	4030	349
Gli3	5026	182
