Geneid	Length	genome_mapping/Low_6556c3.rep6.RNAseq.mm10.sorted.bam
Zfp101	2731	528
Zfp105	2004	34
Trim25	5563	6696
Zfand5	7385	8218
Zfp42	1801	0
Zfp60	4057	556
Zfp61	2347	357
Zfpm1	4001	12874
Zfy1	2785	0
Zfy2	2816	0
Zic2	2967	4
Zic3	4035	2
Zik1	4191	18
Slc30a1	5230	1227
Zp1	1925	1
Zp3r	2034	0
Dnajc2	2037	5227
Aanat	1455	4
Abcb7	5759	3653
Abcg1	5818	334
Scgb1b27	495	0
Chrnb1	2149	3400
Chrnb2	5384	153
Chrne	1591	1
Chrng	1921	0
Adipoq	1232	4
Actc1	1459	0
Actg2	1315	24
Actl7a	1504	1
Adam2	2594	2
Adam4	2597	57
Adamts1	4883	1277
Adcy1	12314	10
Adh7	2079	936
Adm	1394	1370
Adora3	2372	0
Parp2	1819	2387
Adra2b	4043	0
Adsl	3712	4641
Avil	3033	15603
Crisp1	1416	96
Crisp3	1417	0
Angpt4	2338	23
Aicda	2397	2
Akap3	3153	0
Alb	2061	14
Akr1b3	1402	0
Alox12b	2347	0
Alox15	2414	45
Alox8	3273	0
Alox5	2827	241
Amd1	3206	0
Ank3	10685	3088
Ankfy1	8034	7426
Anp32a	2092	16135
Anxa5	1723	75562
Aoc3	4396	176
Aox1	4382	2502
Ap3b1	4020	8369
Ap3s2	5804	2708
Apex1	1307	7321
Cd5l	2037	4
Apoa1	988	44
Apob	13909	19716
Apobec2	1218	13
Nr2f2	4870	2072
Aprt	866	11553
Aqp2	1416	4
Aqp5	1551	1252
Areg	1215	2419
Arg2	1417	16
Arhgap5	5196	7614
Rnd2	1394	378
Art1	1417	0
Arsb	3989	1153
Arsa	3491	4159
Neurod6	2153	0
Neurog2	2226	0
Neurog3	1540	1
Atox1	514	2824
Atp1b1	2590	24428
Atp4b	1327	1
Atp10a	5469	2446
Atrn	8738	3818
Akr1b7	1248	261
Avp	611	0
Cep131	3578	2066
B2m	858	25758
Bche	6209	678
Bckdk	2857	2308
Bcl10	1957	3691
Bcl2	7349	4073
Bcl2a1a	796	38
Bcl7b	1666	2122
Bdkrb2	1680	6
Bet1	1474	1861
Bex2	902	1
Glb1	2487	2946
Bmp10	1325	0
Bmp15	3116	2
Bmpr1a	5481	8292
Bmx	3005	16
Bnip3	1756	5667
Bnip3l	3237	9753
Bst1	2336	719
Brca1	6648	1681
Brs3	2772	0
Chic1	7401	670
Klf5	1725	5103
Bub1b	3669	5131
Tspo	856	27390
Serping1	1820	446
C1qb	1104	2374
C3	5139	27487
C3ar1	4299	689
C4b	5393	7970
Cacna1e	12697	6
Cacna2d3	3695	0
Cacybp	2115	5743
Calb1	2867	0
S100g	480	158
Aspm	9866	3546
Camk4	12331	81
Capn2	3318	29146
Capns1	1543	24613
Car6	1369	34
Cat	2551	7041
Casp1	1513	273
Casp12	2605	629
Casp14	2331	0
Casp6	1475	4142
Casq1	1874	43
Ctnna1	3676	77249
Rb1cc1	7046	4752
Ccna2	3376	6724
Ccnd2	5771	2853
Ccng1	3487	2885
Ccnk	2632	3521
Noct	3069	614
Cct3	1957	31314
Cct4	1966	14372
Cct6a	2171	17012
Cct8	2391	27606
Cd14	1661	10951
Cd24a	1816	32605
Cd2ap	5399	28160
Entpd2	1937	971
Cd3g	1023	4
Cd7	1040	2
Cd8b1	1481	4
Cdc25c	1943	847
Cdh1	4432	41472
Cdh11	5116	402
Cdh5	3986	582
Cdh9	3424	10
Cdk5r1	4162	116
Cdk5r2	2704	0
Cdk6	11522	13251
Cdk7	7597	3354
Cdkn1b	2405	9581
Cdkn2d	1270	749
Cdx1	1750	0
Cebpg	4702	3548
Cel	2079	2
Celsr1	11050	7561
Cer1	1742	0
Cfh	4365	1628
Cga	691	0
Ch25h	1365	71
Chat	2810	0
Chil3	1539	113
Cideb	1173	100
Clca3a1	3899	78
Clcn2	3645	4531
Cldn3	1263	7
Cldn4	1811	114
Tpp1	3553	4908
Cmas	1760	4757
Cxcr2	3043	78
Cxcr3	1609	22
Ccr1	2831	273
Ccr3	3273	24
Ccr2	3589	392
Ccr4	2787	6
Ccr5	2926	424
Camp	599	2
Cnn1	1987	20
Col10a1	3130	0
Col15a1	5319	1893
Col3a1	5564	25336
Col4a1	6632	37144
Col4a2	6450	20995
Col6a1	3976	16060
Colq	2835	2
Copa	4629	28562
Cox5b	569	7693
Cox6a2	659	2
Cox7a1	366	86
Cox7a2	754	3279
Cpt1b	2894	11
Cpt2	2350	1498
Igf2bp1	8381	27
Pcdha7	5334	0
Pcdha5	5376	4
Pcdha11	5254	0
Pcdha10	5242	0
Ptgdr2	2644	14
Cry2	4001	1144
Crygs	708	0
Csf2	1033	521
Csf2ra	1849	865
Csf3	1363	39
Csnk2a2	3766	3279
Cst3	796	13527
Cst7	986	8
Cst8	703	0
Cst9	686	0
Ctsd	1917	31296
Ctsl	3509	46086
Ctsw	1438	188
Cx3cr1	3753	204
Cyct	658	0
Cyp11b2	1930	2
Cyp1a2	1892	0
Cyp21a1	1923	933
Cyp24a1	3311	32
Cyp2a4	1715	0
Cyp2b10	1878	4
Cyp2b9	1877	1
Cyp2c37	1824	0
Cyp2c38	2869	0
Cyp2c40	1801	0
Cyp2d10	1647	4
Cyp2d9	1651	0
Cyp2j5	3651	36
Cyp2j6	3595	1427
Cyp27b1	2421	21
Cyp46a1	2183	12
Cyp4a10	2086	0
Cyp8b1	1950	0
Cd55	2534	610
Dapk2	1769	18
Slc6a3	3456	0
Eci1	1091	2463
Dct	2263	0
Ddt	609	567
Ddx3x	4571	34993
Defb2	304	0
Defa4	167	0
Des	3065	46
Ackr1	1158	6
Dgat1	1934	1865
Dhfr	5290	1804
Dio2	6415	2
Dkk1	2236	0
Dlx1	2780	24
Dlx2	2473	2
Dlx3	2609	158
Dlx5	1410	0
Dlx6	1071	0
Dnah11	14072	4
Trdmt1	2637	396
Dok2	1717	385
Dpm2	861	797
Drd2	2762	0
Drp2	6983	32
Dsg1a	5627	0
Dspp	4440	0
Adam18	2361	0
Adam26a	2491	0
Adam24	2887	0
Usp17lc	1697	0
Dusp2	1618	36
Lefty1	1621	1537
Opn3	1769	296
Edar	3680	4
S1pr3	4484	112
S1pr4	2393	4
Edn1	2139	232
Eef1a1	1789	449129
Efna5	5259	4934
Efnb1	3358	8243
Efs	3571	34
Klk1b22	855	0
Egfbp2	856	0
Klk1b9	870	0
Ehd1	3182	5780
Eif3a	5176	44740
Eif4ebp2	1786	2548
Emx1	1173	0
Emx2	2598	8
En1	2554	4249
En2	3562	4
Epas1	5352	887
Epha2	3932	24623
Ephb3	4145	2478
Epm2a	1079	25
Epor	1829	188
Nr2f6	2218	7102
Erbb3	5999	2810
Erbb4	12036	2
Erf	3503	4916
Samd9l	5328	8708
Esr2	3362	0
Khdrbs3	1893	22
Ext1	3464	13730
Eya3	5199	2691
F2	2031	4
F2r	3338	31328
F2rl2	2464	8
F3	1876	6104
F7	1855	84
Faah	3924	1200
Fabp3	680	22
Fadd	2876	976
Fah	1585	643
Fbn2	10480	220
Fbrs	4401	3489
Fcer1a	1026	4
Fcer1g	658	489
Fcgr1	2589	223
Fcnb	1062	0
Fem1a	6816	2527
Fem1b	6490	8419
Fes	2762	597
Lgr5	4711	162
Fgf1	3909	1867
Fgf14	3442	0
Fgf4	3032	0
Fgf6	1232	0
Fgr	3342	193
Fh1	1632	4252
Fhl3	1685	2807
Fhl4	2670	23
Il4i1	2047	3
Ccn2	2402	10954
Fjx1	2427	180
Fkbp4	2194	21004
Fkbp5	3884	12147
Foxf2	2366	6301
Foxs1	1311	8
Flt3	3656	30
Fos	2109	36418
Fosl1	1705	986
Fpgs	2263	1934
Fth1	1511	81140
Ftl1	970	74335
Fut4	3664	586
Fut9	11990	0
Fv1	1380	320
Fzd9	2110	37
Xrcc6	2113	2799
Gabrg1	4771	0
Galr2	1940	39
Gast	461	0
Gata6	3194	6085
Gbp2b	2820	0
Gbp2	2455	3909
Rabac1	875	6688
Gbx2	2126	23
Gda	5417	10022
Gdap1	3937	8
Gdap2	2934	1386
Gpd1	2798	4110
Gdf11	5833	140
Gdi1	2657	5569
Gem	2257	2526
Gfra3	1997	0
Ggh	1326	1874
Gja1	3105	4033
Gja10	1518	0
Gjd2	2879	0
Gjb5	1704	1605
Gykl1	1915	2
Gk2	1894	8
Gclc	3631	10752
Gli1	3662	6
Glra4	1411	2
Gm2a	4256	1373
Gna11	3386	5870
Gna12	1880	3020
Gna15	1961	77
Gnai1	3193	414
Gnai3	3273	26426
Gnal	6064	199
Gnb2	1656	22757
Gnb5	2647	345
Gngt1	967	0
Gng3	1699	30
Gng5	535	6042
Gng8	920	2
Gnpat	2984	4754
Got1	2057	4905
Got2	2385	5731
Gp1ba	4660	130
Emb	2622	273
Gpaa1	2036	3034
Ednra	3643	82
S1pr2	2815	1188
Gpr37	3205	0
Npbwr1	3692	0
Gpx5	1629	0
Gsr	2672	62832
Grb7	2397	4372
Grin2c	4895	4
Gsc	1174	0
Haspin	2811	468
Gsta4	958	9720
Gstm3	1202	18
Gstm5	911	1938
Gstt2	1370	45
Gsto1	1177	30104
Gtf2h4	1685	1565
Gypa	1827	0
Gzma	881	2
Gzmc	935	8
Gzmd	937	4
Gzme	923	42
Gzmf	909	4
Gzmg	910	2
H1f6	735	1
H2-Aa	1128	1435
H2-D1	1736	8252
H2-Ea	1043	0
H2-Eb1	1669	2316
H2-DMb1	1284	516
H2-DMb2	1810	50
H2-Ob	2670	4
H2-Q10	1473	61
H2-T10	2897	202
H2-T23	1317	5415
H2-T9	1639	0
Hal	2776	68
Hand2	2235	0
Hao1	2029	47
Hba-x	600	0
Hc	5421	23
Hcn1	7911	8
Hcrt	584	0
Hdac3	2005	9139
Htt	13219	4051
Hbegf	2375	19831
Gml2	803	2
Hesx1	1137	6
Hexa	1996	3399
Hexb	1905	3419
Hey1	2205	84
Foxd3	2373	0
Foxf1	2425	4
Hira	4533	5158
H2ax	1359	4175
Hmox1	1576	2112
Nr4a1	2476	2894
Hoxa11	2288	0
Hoxa2	1775	0
Hoxa3	2543	6
Hoxa5	1877	4
Hoxa6	2254	8
Hoxa7	1951	4
Hoxb4	2566	63
Hoxb7	1269	49
Hoxb8	2645	43
Hoxc10	1913	2
Hoxc12	962	0
Hoxc13	2433	0
Hoxc6	1592	24
Hoxc8	2369	29
Hoxd1	1862	0
Hoxd3	2902	2
Hoxd4	2559	10
Hrc	2430	10
Hs3st1	1685	3161
Hsd17b1	1339	25
Hsd17b7	4574	1372
Hspa1b	2810	17578
Hspa1a	2798	5476
Hsp90aa1	2850	51557
Hspa9	3042	48621
Htr1b	4728	43
Htr5b	2004	0
Slc6a4	2747	24
Elavl1	6030	5973
Elavl3	5027	5
Hyal2	1849	3490
Iapp	695	0
Icam1	2577	8086
Icam2	1282	41
Id2	1272	10142
Ids	4972	2936
Ier2	1522	10196
Ier5	3270	6913
Ifit3	1998	787
Ifna1	570	0
Ifna2	573	0
Ifna4	644	0
Ifna5	570	0
Ifna9	573	0
Ifnar1	7013	9176
Ifnb1	770	0
Ifngr1	2110	12215
Igf1r	11978	8372
Igf2r	8929	12147
Ccn1	2028	12041
Igfbp4	2094	103449
Igfbp5	5854	413
Il10	1306	7
Il11ra2	2680	0
Il17a	1171	0
Il18rap	4889	4924
Il1a	1974	389
Il3	849	2
Il5	1534	5
Il6st	5452	12640
Inhbc	1976	0
Irs1	9163	2015
Irs3	2337	2
Irs4	6248	0
Irx1	2062	10
Irx2	2623	13
Itga2b	3437	170
Itga4	9832	315
Itgb1	4194	61203
Eif6	1495	13862
Itih2	3122	1367
Itln1	1139	0
Itpr1	9877	3337
Itpr2	11823	2044
Jag2	4054	2263
Ajuba	3503	8532
Jun	3187	23133
Jup	5009	22723
Kap	608	0
Kcna1	8970	0
Kcna7	3494	0
Kcnab3	2537	39
Kcnh3	3967	26
Kcnj5	4679	0
Kcnk3	3810	91
Kcnk7	1122	5
Khsrp	3999	18269
Kif11	4844	3921
Kif13a	6865	4925
Kif15	4823	1972
Klf1	1474	23
Klf12	5734	5
Klf4	3044	11601
Klf9	4480	8224
Klk1b11	863	0
Klk1b21	907	0
Klk1b24	874	0
Klk1b26	877	0
Klk1b1	867	0
Klra12	860	0
Klra9	1194	0
Klrd1	867	8
Kpna2	2038	2954
Hivep3	9021	66
Mafb	3389	865
Krt31	1581	0
Krt10	2092	437
Krt12	1854	15
Krt17	1553	2
Krt18	1400	157521
Krt27	1564	4
Krt86	1960	0
Krt2	2613	1
Krt6b	2241	0
Krtap12-1	671	0
Krtap13	885	0
Krtap6-1	594	0
Krtap6-2	789	0
Krtap6-3	511	0
Krtap8-1	579	0
Krtap19-5	482	0
Lalba	733	0
Lama4	6046	584
Lamc1	7622	28772
Laptm5	2416	1838
Lasp1	3541	48074
Lat	1268	25
Lats1	7215	5332
Lbx1	2524	0
Lbx2	819	10
Lcn3	719	0
Lcn4	774	2
Lcp2	3622	221
Lect2	877	34
Lgals4	1439	143
Lgals6	980	1
Lhx4	1851	2
Lhx8	1977	0
Lipg	3787	22
Lmnb1	2843	13237
Psmb8	1223	1634
Lmx1b	5377	0
Phyh	1474	1266
Loxl1	3338	715
Anxa1	1395	25463
Zbtb7a	5373	8184
Lrrn2	3346	34
Lst1	416	33
Lta	1383	0
Ltbr	2107	6246
Cd93	6638	519
Ly6d	691	96
Ly86	997	242
Lyst	11806	1654
M6pr	2515	12925
Mab21l1	2778	9
Mxd1	4661	2413
Mxd4	1179	1215
Mafg	1636	2936
Mafk	2825	2916
Mageb1	1143	0
Man1a2	7942	13574
Man2b1	4325	7064
Mapkapk5	2208	2641
Marco	1925	8
Matn1	2002	0
Matn3	3014	30
Matr3	4472	17861
Mbd4	3584	547
Mbl1	923	0
Cd46	1948	50
Mcpt4	990	284
Cma1	1090	32
Tpsb2	1088	49
Mcpt9	2000	1
Melk	2914	2052
Meox1	2208	190
Mettl1	887	1028
Mgat3	4665	18218
Mif	581	9745
Minpp1	2619	4184
Bhlha15	3494	61
Afdn	7441	13842
Marcksl1	1601	8528
Mmp24	4306	65
Mmp3	1800	372
Ndst2	3907	2107
Mnt	4586	4788
Mog	1707	24
Morc1	3050	8
Psmd7	1600	9992
Mpg	1745	1055
Mpo	2546	0
Mrvi1	6416	65
Cited2	1969	3128
Msh6	4263	4059
Sik1	4523	4616
Msn	3840	84234
Mstn	2705	0
Msx1	1931	26
Muc3	5974	0
Muc5ac	10749	935
Mx1	2975	300
Mycs	2362	0
Myd88	1937	2326
Myh4	6037	4
Myo5a	11683	6896
Myoc	2080	4
Myod1	1854	0
Naip5	5292	378
Naip6	6705	134
Ncf2	3590	286
Nck2	2775	9297
Ncl	8257	82087
Ncoa1	7329	1862
Ndn	1651	36
Ndp	1939	160
Ndufa2	602	4610
Ndufa4	497	7143
Ndufs4	1534	3647
Ndufs6	567	3836
Neb	22489	38
Nek2	3197	3247
Neu1	3850	3898
Neurod1	2496	0
Neurod2	3137	2
Neurog1	1697	0
Nf1	11847	4528
Nfatc2ip	3388	408
Nfe2l2	3818	10114
Nfe2l3	2549	1186
Nefh	3992	8
Nfkbia	1579	12550
Nefl	3381	30
Nfs1	2053	2690
Nfyb	2552	1948
Klk1b4	841	0
Nhlh1	2487	3
Nid1	6046	11510
Nktr	7015	6334
Nkx3-1	3137	0
Mrpl40	1055	2037
Rrp1	2008	14189
Emc8	4908	2608
Notch2	10506	24307
Notch4	6604	298
Ccn3	2383	178
Nppc	1042	2
Npy6r	2586	0
Nsdhl	2218	1163
Nsmaf	3506	4332
Ntn3	4899	38
Nudc	1347	9475
Numbl	2733	1591
Gpr143	1651	2
Ogg1	1626	1034
Oit3	2716	132
Olfr23	978	0
Olfr242	917	0
Olfr32	1241	0
Olfr2	1250	0
Olfr263	954	0
Olfr48	906	0
Olfr49	1030	2
Olfr54	942	0
Olfr55	948	2
Olfr56	1215	0
Olfr58	1185	0
Omp	2089	299
Orc1	3012	394
Orm2	774	1
Hspa4l	3558	8993
Otp	2617	0
Ott	2023	0
Otx1	2825	0
Oxt	540	0
Rpsa	1861	75525
P4hb	2861	70341
Pabpc2	2586	0
Prdx1	1417	33709
Reg3b	759	90
Pax7	4275	9
Pax8	2569	6
Pax9	4334	2414
Pck1	2637	0
Pcna	1260	11121
Pdcd11	6043	6108
Pde3b	5286	2448
Pde4d	7049	7536
Pdgfb	3122	8696
Padi1	3756	14
Padi3	3068	2
Padi4	2640	154
Per2	5837	2079
Pex11a	2291	476
Pfn1	870	76559
Prf1	2054	0
Abcb1b	4344	5570
Abcb1a	5177	7206
Phex	6265	4
Phf2	5260	4614
Phkg1	2944	19
Piga	3600	1152
Pigr	3849	1018
Pik3c2a	8042	8797
Pik3c2g	6273	626
Pira11	2101	0
Lilra6	2578	12
Pira4	2128	0
Pira7	2161	0
Pitx1	2448	0
Prkca	8369	4461
Prkce	6254	637
Pkdrej	7058	2
Plaur	1508	10935
Prl2c3	852	0
Pa2g4	2432	11562
Plk1	2214	2298
Plod1	3252	3495
Ccl21a	868	0
Pltp	1806	1076
Bpifa1	1104	0
Pnliprp2	1568	0
Polb	1227	1308
Pold1	3424	5137
Pole	7129	2671
Pole2	1695	865
Pon1	1513	0
Pou2af1	2566	12
Pou2f3	2522	0
Pou3f1	3010	26
Pou4f1	3796	2
Ppard	3218	5923
Ppef1	2483	6
Ppef2	2870	16
Ppib	960	5393
Lgals3bp	2201	21713
Ppp1r17	1757	4
Ppp5c	2069	5175
Prep	6473	5819
Prkdc	12674	1281
Mapk11	2442	2251
Eif2ak2	4326	2821
Prl4a1	865	0
Prl7a2	1277	0
Procr	1504	2410
Prodh	2283	2465
Pros1	3299	4589
Prh1	870	0
St14	4017	84
Prtn3	970	14
Psmb1	1036	8719
Psmb5	871	4551
Psmb7	969	7414
Psme1	977	7947
Psme3	2664	6594
Pstpip1	1851	231
Ptcra	1283	0
Ptgfrn	5786	35298
Ptgs2	4460	2474
Ptp4a1	4129	577
Ptpn1	4213	4196
Ptpn13	8282	9921
Ptpn18	1573	168
Ptprf	7648	13716
Ptprn2	4688	6
Purb	8478	15854
Pxn	3808	10468
Pygm	2870	68
Rab19	1396	88
Rab20	1450	552
Rab33a	1166	30
Rad51	2144	2111
Rad9a	2046	1486
Ranbp1	852	15450
Ranbp2	9476	11455
Rasgrp1	5114	80
Rbbp6	7770	7807
Rbm6	3989	4769
Rbp1	2627	7382
Reg3a	837	0
Reg3g	773	39
Rest	4266	2638
Rev3l	10665	1929
Rgs16	2335	62
Rhag	2316	21
Rhd	1514	3
Rnase1	970	2
Rln1	697	0
Xpr1	7651	4984
Uri1	3451	3578
Trim10	2245	16
Ros1	7401	27
Rpa2	1782	1358
Mrpl23	669	681
Rpl27	734	13603
Rpl6	1250	41147
Rpl7	933	69790
Rpl9	725	29161
Polr2j	586	2539
Sub1	3321	8531
Rps12	518	43916
Rps18	549	54397
Rps6ka2	5407	302
Rps7	961	50961
Rs1	5840	4
Ruvbl2	1675	6451
S100a1	615	5197
S100a4	499	10588
S100a5	432	14
S100a6	719	86169
Saa3	531	60
Saa4	2100	0
Khdrbs1	4782	13675
Apcs	984	0
Nkx1-1	1323	0
Scn1b	1593	572
Scnn1a	3498	116
Scnn1g	2998	0
Scp2	2664	3206
Ccl1	505	0
Ccl11	1073	90
Ccl12	536	76
Ccl17	514	75
Ccl2	806	1103
Ccl3	790	121
Ccl9	3008	1433
Cxcl15	2127	40
Serpinf1	1494	597
Sec22b	1815	6834
Sele	2912	13
Selp	3438	500
Sema3e	6861	4789
Sema7a	3298	986
Serf1	589	1736
Frzb	2920	4
Srsf2	1903	19287
Sftpc	803	1
Shbg	1407	0
Shcbp1	2169	1575
St6galnac1	2392	0
St6galnac3	3885	2
St8sia1	8995	2
Sim1	7355	4
Sim2	3670	409
Six2	2108	2
Six3	3680	4
Six5	2853	612
Six6	4019	0
Slc10a2	4088	2
Slc34a1	3081	0
Slc20a2	3658	8770
Slc22a3	3499	0
Slc23a1	3009	78
Slc25a17	1667	4671
Slc2a1	2572	16441
Slc2a3	3959	111
Slc34a2	4174	7
Slc4a1	4550	0
Slc7a5	3513	9775
Slfn1	1893	64
Slfn2	1664	1849
Slfn3	1816	24
Slit3	4996	400
C4a	5367	65
Slpi	876	81
Snai2	2031	93
Kdm5d	5471	0
Smpd1	2412	1592
Smr3a	663	0
Siglec1	6387	1129
Snai1	1618	266
Sncg	732	364
Snrpc	760	2617
Sod1	637	16038
Sod3	2045	2674
Sox10	2713	0
Sox12	4435	44
Sox13	3531	1940
Sox14	2065	0
Sox2	2466	333
Sox7	3266	356
Sox8	2999	14
Sox9	4146	11882
Serpinb9b	1959	229
Serpinb6b	2138	7321
Serpinb9g	1923	0
Serpinb9e	1923	0
Serpina3k	1652	0
Serpinb9d	2106	0
Spic	1265	6
Spink4	393	32
Spta1	8405	8
Spr	1226	5109
Sprr2a1	3547	0
Sprr2b	699	0
Sprr2d	681	0
Sprr2e	647	0
Sprr2f	609	0
Sprr2h	752	0
Sprr2i	617	0
Sprr2k	639	0
Sptlc2	6710	8326
Srms	2547	8
Snu13	1257	3809
Znrf4	1236	0
Star	4046	175
Stat3	4520	8829
Stc2	1793	1269
Plk4	3547	3818
Aurkb	1965	1367
Bhlhe40	3113	20871
Strap	2644	14812
Strn	7994	3385
Stxbp3	2406	5003
Stxbp4	6008	637
Eif1	1261	18105
Supt4b	710	57
Surf4	2863	13400
Sycp1	3437	0
Sycp3	1122	29
Sdc1	3056	59001
Sdc3	4972	4138
Sdc4	2460	32526
Syngr3	1959	4
Tagln	1586	587
Taldo1	1276	6966
Tap2	2490	1861
Tbx3	4837	959
Tbx4	3456	0
Tbx5	3941	0
Tbx6	1715	10
Tbxas1	1978	282
Tcap	948	8
Tcea3	1247	174
Skp1	1454	12792
Tcf21	1241	0
Tcp10a	2466	0
Tcte3	1426	0
Tdgf1	1927	8
Sry	1188	0
Alyref	1132	6694
Tesk1	3620	1760
Tff3	458	22
Tgfb1	2175	7797
Tgfbr3	6090	144
Tgtp1	2809	401
Thbs2	5922	1491
Thbs4	3202	1052
Theg	1249	0
Nr1d2	4640	5027
Tie1	3879	177
Trim28	3242	19589
Timm44	1782	4141
Timp2	3622	33649
Timp3	4681	1807
Atp6v0a2	5345	3527
Fabp9	646	0
Tln1	8560	38561
Tbpl1	2875	1704
Clec3b	992	46
Tnfrsf17	812	2
Tnfrsf1a	2155	6991
Tnfrsf1b	4913	5708
Cd40	1784	92
Tnfsf11	2235	18
Tnfsf12	1694	191
Cd40lg	1250	0
Cd70	842	2
Top2a	5217	13211
Ppp1r13b	4333	1912
Tmem165	1896	3660
Nr2c1	3827	890
Hsp90b1	2759	71866
Traf5	2110	287
Traip	2697	679
Trap1a	1178	0
Plscr1	2141	9937
Trip6	1760	4794
Xntrpc	5115	0
Prss3	812	0
Try4	799	0
Tsn	3349	9788
Tuba1a	1591	11712
Tuba1b	1562	14834
Tubb5	2645	51259
Tulp3	3374	2416
Twist1	1630	68
Tnfrsf4	1155	38
Txn1	1051	55788
Tyrobp	572	487
Zrsr1	4492	1940
Usp12	4274	2220
Uchl1	1147	280
Ucp2	1576	14112
Ufd1	1996	3423
Ugcg	3719	11438
Ugt8a	3794	0
Usf2	2419	3727
Scgb1a1	468	5
Utrn	12382	11373
Vmn1r51	2359	0
Vmn1r45	3249	0
Vars	4224	21530
Vbp1	1601	3709
Vcam1	3398	70751
Vdac2	1662	26448
Lin7b	716	7
Lin7c	4136	7580
Vim	1834	187181
Vipr1	4902	14
Vnn1	2416	2432
Vtn	1745	2
Vwf	8834	139
Wap	562	0
Tceal9	1018	7547
Baz1b	6433	11948
Wdr1	2989	20121
Wfs1	3564	1257
Wnt10b	2227	35
Wnt9b	4519	0
Wnt8b	3376	0
Xdh	4614	13886
Xirp1	5839	2
Xlr3c	1584	0
Xpa	955	793
Ercc5	4010	1524
Slc6a20b	3257	0
Ybx1	2191	64658
Ybx3	1862	30494
Siae	3398	1265
Map3k19	6651	6
Ywhah	1764	21164
Ywhaq	2110	15517
Zan	16481	36
Zfp106	9137	15790
Mkrn3	2561	8
Zpr1	2983	2698
Zfp35	3033	1512
Zfp36	1765	6850
Zfp39	3890	164
Zfp59	3796	382
Zfp9	3921	1038
Zfp97	2763	145
Zim1	3501	0
Ikzf2	9421	600
Ikzf3	4098	11
Zp3	1317	0
Coro1b	1853	13619
Coro1c	3436	9832
Adam23	6255	402
Adam25	2632	0
Adamts5	8104	152
Agr2	760	40
Aplnr	3564	174
Akt3	6774	3198
Aloxe3	2538	8
Amfr	3678	10754
C1ql1	1501	0
Capn10	2877	928
Xcr1	4453	18
Cdh20	4021	0
Klf6	4217	29957
Creg1	2306	3665
Ets2	3556	10109
Fxr2	2970	5494
Gadd45g	1080	6185
Gmcl1	2944	2754
Gpr34	1898	44
Grem1	1639	311
Grem2	3745	122
Hcst	442	19
Insrr	5102	8
Aadat	1780	0
Katna1	1775	1781
Lamc3	8478	10
Lynx1	3952	1151
Mab21l2	2234	0
Mta2	3087	10750
Esyt1	3685	9250
Mmp17	4477	30
Nr0b2	1282	289
Nt5e	3580	12710
Oas1g	2069	157
Tenm1	8361	289
Osr1	2011	86
Pcbp1	1710	29926
Slc26a4	3103	6
Prkra	1626	1723
Klk7	1923	0
Dazap2	1822	17750
Psmc4	1436	4949
Psmd13	1563	4774
Twf2	1594	1717
Ik	1996	12153
Grk1	7429	2
Rnasel	4758	1617
Scn11a	5835	1
Ccl19	567	0
Sgcb	3733	2272
Sgcd	9126	40
Sgcg	3515	2
Slc35a1	2039	2223
Spry2	2087	4208
Spry4	4687	2108
Srp54a	4264	556
Tll2	6400	6
Tlr2	2855	449
Tpra1	1829	3047
Trex2	1016	1
Usp18	1771	463
Uts2	538	12
Vmn1r49	933	0
Vax2	1267	0
Best1	2082	4
Nelfa	2438	1591
Wif1	2242	0
Aldh1a7	2060	36
Angptl2	3444	3295
Avpr1b	4148	0
Ceacam9	1374	0
Clcn6	5181	1672
Decr2	2051	1376
Fto	3558	4672
Gnpda1	2300	1218
Lypla2	1593	4338
Map3k1	6978	11031
Map3k2	10791	13497
Map3k3	4686	3302
Mapk13	1388	187
Mapk3	1772	15767
Prl2c4	836	0
Nubp1	2128	1476
Creb3l1	2271	1362
Orc5	2075	1214
Plod3	3278	8188
Psg19	2547	14
Psma1	1255	9067
Psma4	1096	7401
Psma5	1217	8135
Psmb2	847	4338
Psmb3	731	4178
Mok	1693	155
Rpl27a	1112	21644
Sema4g	4303	5648
Slc27a2	2301	0
Vnn3	1811	12
Zfp260	3716	3307
Slc27a4	4054	1765
Slc7a11	9227	6377
Cops3	1566	2427
Dpysl4	2639	0
Adh4	1312	2
Chst4	2000	26
Cln8	6431	1652
Cops6	1094	5628
Acot1	1558	424
Ddx3y	4640	0
Sh2d1b1	2546	39
Eif2s3x	3587	3075
Exo1	5506	869
Figla	759	0
Foxl2	2520	0
Ppp2r5e	6260	7438
Arhgef28	6259	4036
St6galnac5	2827	18
Slc9a3r1	1922	6286
Serinc3	3694	24659
Tinag	1717	51
Vat1	2732	12732
Zw10	2896	1586
Pla2g2e	851	5
Rps3	1879	75997
Rpl8	862	81128
Asns	1960	2687
Fkbp9	3011	11320
Srp9	1388	4972
Pde6g	919	1
Atp1b2	2981	26
Abca1	10260	1808
Actn3	2887	8
Adra1d	2606	263
Adrb3	2795	0
Gla	3032	850
Ankrd1	1765	8676
Anxa11	2395	4555
Anxa3	1597	40200
Apoh	1186	8
Ar	10063	142
Atp6v0d1	1650	3725
Azgp1	1314	21
Bcl2l10	1228	0
Bop1	2464	5130
Btk	2535	98
Btn1a1	3448	8
C2	2644	100
Cd2	1144	13
Cd3d	1330	6
Cd4	3086	92
Clu	1811	862648
Cpe	2163	28470
