Geneid	Length	genome_mapping/High_6499c4.rep2.RNAseq.mm10.sorted.bam
Gtf2f2	1467	1126
Rabl2	1646	450
Cilp2	4022	16
Dhrs1	1471	2574
Lurap1l	1699	5678
Lce1b	647	0
Arl8a	1702	3822
Dus1l	1909	2112
Mrps18c	502	1138
Mybphl	1276	68
Krtap4-6	918	0
Ms4a6d	1371	1309
Pdgfrl	1533	692
Prr32	1109	0
Ubqln1	3686	7138
Cmc2	1440	534
Ppil1	1215	1985
Pdcl3	1706	2373
Mrpl52	412	1965
Gkn3	793	885
Ubac2	2154	2449
Cd177	2714	356
Rasl11a	1126	172
Hint2	591	848
Ubap2	4369	5324
Ptcd2	1675	1589
Rasl11b	1768	1084
Chmp2b	1907	4015
Pink1	2366	8056
Fam216a	1362	1100
Srrm4	7475	441
Ngdn	1200	1479
Cdan1	6384	1230
Eif1b	917	1115
Dcaf12	3454	3167
Tamm41	1166	859
Ssu72	1451	2625
Zfp580	1102	131
Cts3	1442	0
Sectm1b	2322	12
Thap7	1164	1026
Spcs1	1006	3735
Snx15	1591	1522
Smdt1	585	3143
Zg16	682	2
Isca1	1915	2723
Atp2c2	3223	976
Ovol2	1533	23
Pnlip	1498	0
Chac1	1570	536
Tcim	1775	3142
Ebna1bp2	2960	4010
Triap1	1066	1147
Zc3h15	1962	5127
Sult1c2	1465	1030
Oxa1l	2534	3369
Tmem160	815	1118
Stoml1	2268	1391
Snrpd2	488	2868
Alkbh3	1231	1221
Adh6a	1341	4
Eci3	1346	15
Tusc1	1364	286
Vstm5	1988	1196
Cd209f	1109	84
Slirp	419	501
Gsdmd	1776	5219
2200002J24Rik	610	28
Ccdc124	911	3153
Comtd1	2241	176
Rhebl1	1213	330
Manbal	1107	1667
Bola1	729	953
Fcmr	1491	42
C1qtnf2	1211	102
Tmem256	431	1556
Erp27	953	13
Kmt2e	7227	6427
Mcemp1	1132	376
Dhx16	3390	3983
Ptms	1155	20694
Dnajc24	1198	629
Ddah1	3747	2403
Cryzl1	1792	1478
Snx6	1879	5506
Zfp688	1016	399
Gtpbp4	2565	3771
Pdzph1	4174	0
Zfp397	5486	1979
Kctd5	2457	3623
Rfc3	1215	1234
Krt5	2205	10
Rps27	575	159
3300002I08Rik	648	6
Glipr1l1	896	0
Odf3	924	0
Cmtm2a	1084	0
Cst13	765	0
Lrrc46	1298	18
Asb9	1128	0
Dcps	1194	1232
Efcab9	767	8
Pacrg	1355	118
Izumo3	1263	0
1700001L19Rik	1808	0
Hmgb4	684	0
Fam24b	676	4
1700007K13Rik	804	11
Lelp1	870	0
Pfdn5	678	4415
Ccdc54	1296	0
1700008P02Rik	788	0
1700008O03Rik	911	2
Smim23	606	0
Cst12	537	0
Spaca4	710	46
1700012P22Rik	972	0
Ms4a20	1194	0
Smco2	1268	0
Btbd9	6857	2160
1700013G24Rik	1036	0
H2bl1	476	0
Tmem89	538	0
H2bfm	1049	0
1700018F24Rik	1119	0
Plac8l1	763	0
Ssmem1	1597	2
1700016C15Rik	749	475
Dennd6b	4611	1101
Prss56	2179	4
Clic3	799	1936
Krtap4-13	819	0
Bap1	3406	4186
2300009A05Rik	598	352
Ndufaf5	2732	468
Dydc1	995	0
Klk12	930	0
Esam	1865	2006
2310002L09Rik	2158	289
Krtap26-1	973	0
Avpi1	976	3354
Ten1	902	519
Lyg1	798	0
Capns2	1015	11
Wdr5b	1785	213
Nkpd1	2753	5
Klhdc2	1946	4103
Nmrk2	1840	156
Mfsd3	2169	417
Hjv	2021	596
Gpx8	1016	1033
Odam	2024	0
Afg3l2	3114	8104
Mtfmt	2042	561
Sec24d	3857	5889
Ovca2	2642	298
Lce1d	678	0
Khnyn	5962	3458
Enho	1247	308
Cd164l2	986	5
Tmbim1	2309	8872
2310061N02Rik	792	0
Ddx51	4846	2388
Krtap1-5	1040	4
Ccdc115	1705	1197
Il1f8	790	0
Hddc2	718	747
2310057N15Rik	1026	0
2310079G19Rik	879	0
Col22a1	6128	14
Tecr	1174	9932
Trip13	2267	955
Def6	2277	419
Smyd3	6878	657
Gemin7	763	1574
Nup37	1369	834
Ttl	4562	1212
Dph5	1567	666
Tm2d2	1281	3880
Pold4	967	458
Zswim7	752	276
Zfp511	1100	518
Leng1	2213	823
Mrpl12	981	3540
Tnfaip8l2	1116	428
Fam174c	651	245
Ms4a6b	1687	589
Ceacam13	1085	0
Anxa13	1238	3384
Med30	871	1102
Tmem147	868	2615
Cdc42ep1	2542	4921
Prss32	1460	14
Mzb1	906	51
Glod5	672	152
Polr2f	569	3335
Eif1ad	2469	2087
2010003K11Rik	1167	122
Ttc39b	8764	4599
1810065E05Rik	925	0
Ndufa11	2661	2036
Snrpf	813	428
Coa7	2876	658
Rnf157	4655	468
Polr2i	690	899
Taf1d	1699	2352
Cenps	930	89
Trmt10b	2023	486
Scrn1	1777	435
Dnaaf2	3390	690
Rpp25l	839	572
Spaca9	671	53
Manba	3674	3848
Tspo2	935	8
Cmtm8	1064	719
Prpf4	5237	1593
Ccdc89	2353	19
Sdr9c7	2849	23
Ctag2	857	0
H1f7	1326	0
Zdhhc25	1368	0
Lysmd2	1200	328
Ube2q1	3081	4436
Ifi35	1360	815
Sfxn1	2810	6851
Nbdy	856	566
Rpf1	2612	1876
Mettl7a1	1883	4189
2210016F16Rik	2822	1658
Lipn	1502	12
Fam162a	681	3612
Cd209g	1085	10
Ctsll3	1332	0
Taco1	1774	621
Gorasp2	2484	8647
Poc1a	1707	287
Rnf168	4465	1779
Ufsp1	996	194
Psmd1	3256	10459
Chp2	1171	41
Ly6g6e	1137	0
Afap1	6617	3520
Gcc2	6511	3403
Fuz	1698	386
Cactin	2724	3218
Iyd	1547	320
Ube2cbp	1828	183
Basp1	1855	8485
Isl2	1851	0
Steap1	1216	1557
Fndc5	2763	542
Psg21	2159	0
Spdl1	2510	420
Ttc9c	3470	1997
Lrrc28	4261	549
Calml3	1426	0
Arpin	2184	2003
Polr3b	4969	2127
Rufy2	7374	1187
Draxin	5200	144
Taf15	2052	3411
Mpc2	806	2004
Wdr77	3553	4564
Atad2	5683	1993
Mipep	3581	926
Pnma1	2359	48
Atp6ap2	2368	5592
Eef2kmt	2140	1007
Lca5	4782	178
Glipr2	2019	865
Lrfn2	3001	0
Chrnb3	4589	0
Tmem242	971	2247
Slc25a33	1877	897
Wars2	4388	887
Cpm	5195	353
Pak4	2898	3125
5730455P16Rik	4536	1782
Ecd	3125	2417
Zfp398	3478	464
Fam241a	1603	1068
Med26	3039	1144
Dcp2	8643	2553
Naa30	4429	1434
Actr8	2121	1738
Zcchc8	4286	2574
Sik3	6287	4000
3830403N18Rik	1020	4
Hrct1	913	520
3830417A13Rik	1649	0
Nup205	6228	4909
Pvr	2888	2836
Gpr137c	2444	29
6330409D20Rik	1118	27
Ppp2r2b	2857	221
Cwf19l2	3953	1251
Prdm5	2795	202
Serpinb7	1887	6
Klhl30	3020	308
Usp38	4685	2212
Cep192	8093	3191
Pgrmc2	3007	4274
Cfap43	5947	41
Arrdc2	2346	1191
Krt34	1608	0
4921507P07Rik	2334	214
Krtap31-1	971	0
Ldhd	2895	4863
Slc22a16	2243	0
Krt28	1489	0
Lrrc63	2519	10
Spata16	2103	0
Ak6	990	577
Fam71d	1778	0
Lpcat2b	2782	8
4921504E06Rik	2004	0
Tex47	1046	0
Speer4f1	1232	0
Wdr20rt	2228	0
Ccdc178	3335	0
Tex19.2	2046	0
Psd3	11804	2575
Pgm2l1	8626	771
Ccdc105	1718	0
Cabs1	1490	0
Fancd2os	1358	0
Ubqln5	1911	0
Potegl	1842	0
Spef1	2264	587
Naa40	3275	1619
Prss41	1112	21
Speer3	1191	15
Tmem30c	1382	6
Selenoi	6806	8543
Zbtb46	3334	227
Tekt3	1739	0
Hsfy2	1401	0
Rimklb	4017	4
Adam30	3536	0
4933412E24Rik	1753	0
Gpr39	2689	941
Tex52	1092	6
4933416I08Rik	1256	0
Zfp626	5329	668
Zdhhc11	1517	0
Nbas	7240	2118
Nipbl	10762	5995
Fbxo24	2159	93
Iqgap2	5771	6952
Otud1	3549	1417
Cage1	2858	54
Dym	2479	2839
Enkur	1199	83
Dmrtc2	1619	0
Spata24	969	159
Poc1b	2924	911
Noxred1	1412	2
Ccdc57	3390	369
Taf3	4805	1487
Rnf148	1242	0
Rassf8	5407	4184
Tchhl1	2066	2
5430402E10Rik	798	0
Krtap7-1	621	0
Krtap28-13	992	0
5530400C23Rik	647	0
Fam83c	2335	21
Dhrs2	1273	0
Amtn	1022	0
Ankrd40	3763	3179
Krtap2-4	830	0
Ccdc191	3643	493
Obox1	1217	0
Alpk1	4795	607
Bbs7	2598	451
Vps35l	3577	3400
Cyp2u1	2331	158
Grap	1599	204
Ggt6	1822	260
Fam110c	2670	1779
Izumo4	938	397
Mcm9	4662	479
Sval1	617	0
9130008F23Rik	2159	969
Ceacam20	2895	0
Snx20	1434	347
Arl14	1200	1116
Krtap5-2	1474	0
Mettl7b	1227	1143
Atraid	971	2647
Atp5h	574	6457
Galnt14	2467	3
Pnpt1	2657	1521
Ubiad1	2981	884
Csnk1d	3749	10732
Syde1	3288	2410
Mus81	2421	755
Dram1	2807	1213
Cdc40	3365	1501
Smug1	3611	1186
Stk11ip	4458	1772
Lrwd1	2179	2178
Ulk3	2826	1288
Rhpn2	3439	2873
Gtf3c2	4551	6329
Dhdh	2747	660
Cpn2	4582	3124
Selenoo	2428	1506
Vwa8	7195	3837
Amdhd1	2421	1197
Raver1	3453	1110
Vwce	4543	446
Bbs10	2753	174
1300017J02Rik	2275	3819
Tha1	1840	558
Slc16a14	2349	75
Trnau1ap	1130	1261
Cpa4	2738	0
Ints12	3083	1867
Chst13	1651	296
Mtfr2	2307	163
Tmem50a	1096	4917
1700001F09Rik	883	1
Lrrc34	1840	8
Ddi1	1520	0
Pdilt	2139	14
Csl	1954	10
Dcaf7	5749	5597
1700003E16Rik	2050	42
Osgin1	1976	4951
Tekt4	1532	0
Tcp11x2	1776	4
Btbd35f1	1955	0
Pdia6	2146	16806
Dpep3	1681	82
Wfdc3	820	31
Cfap52	2201	37
Zswim2	2062	0
Tex44	1721	0
Fam217a	2395	2
Thegl	1719	4
Cfap45	1822	175
Efhc1	2208	40
Fam83d	2260	784
Acsl5	3151	15102
Coq2	1712	2046
Faap100	3175	1147
Ppm1j	1720	419
Krt33a	1679	4
Tmem106b	6082	11930
Cand1	8209	7586
Cldn23	1851	184
Haus5	2195	801
Jsrp1	1116	114
Dus4l	1768	261
Rpap3	2260	1664
Borcs6	1802	981
Tube1	2929	96
Itfg1	3355	4148
Xrcc4	1547	608
Endod1	4470	2188
Tmem94	4996	4000
Cers5	2010	3269
Napg	3483	2044
Rnf135	1964	380
Ints11	2347	2246
Castor1	1574	301
Nkiras2	2013	856
Wdr73	2587	1044
Zswim1	2701	483
Rbpms2	1956	712
Zdhhc13	2407	1243
Prr23a3	1814	0
Tmco6	1815	830
Acad10	3621	929
Ddx28	1871	1298
Esco2	2899	442
Rpusd4	1797	976
Ddx54	3931	8939
Cnot11	3267	1468
Cnn3	2003	19368
Fthl17a	840	0
Smg9	2232	1808
Slc25a35	1827	102
Fbxo22	2102	2251
Tmem38b	2861	1645
Btbd17	2260	61
Tedc2	2225	683
Slc35f2	2568	16
Trmu	1520	636
Slc39a4	2244	6676
F11	2246	644
Cotl1	1639	5937
Chaf1b	1913	1234
Anks4b	2030	763
Gcnt3	4301	7669
Cyp2c55	1989	8
Entpd8	2306	416
Ugt2a3	2117	588
Cracdl	4361	3161
Tmem68	2817	780
Dusp11	6434	5704
Jmjd8	2092	433
Trub1	6395	1193
Pygo1	8320	291
Chst14	2087	827
Cep89	3940	1286
Frmd6	4662	4040
Rfc5	1730	1446
Zfp157	5304	568
Cenpn	1768	340
Pgm1	2334	7917
Egln3	2676	6415
Tmem163	2517	422
Dhx36	4975	4064
Thumpd2	1856	144
Mfsd8	3158	595
Klhl35	1952	34
Scaf11	7724	11258
Fbxl20	8607	4183
Supt7l	2677	1158
Mtrex	3309	3066
1700001P01Rik	624	35
Spata31d1a	4277	0
1700021F07Rik	641	0
Zfp558	3887	84
1600014C23Rik	518	19
1700030K09Rik	2427	700
Tram1	2943	8088
Lrrc8e	3878	216
Cda	809	1003
2200002D01Rik	507	3469
Fam186a	621	0
Sh2d4a	2767	2855
1810062G17Rik	911	152
Lsm11	6453	639
B3gnt3	2102	10093
Cyp2c65	1941	162
Brf1	2755	3260
Fryl	11470	6918
Cyth4	2791	1675
Kifbp	2472	1457
Xpo5	5052	4188
Klhl40	2455	407
Wdr89	2981	176
Dusp3	4203	3578
Ptar1	2064	445
2210016L21Rik	1320	2254
Psca	856	614
Rbm12b1	3284	363
Pinx1	1351	433
Kcnmb2	2919	0
Sgo1	3609	726
Lrpprc	4621	4698
Rbm33	9501	5920
Ttc30b	2613	542
Ceacam18	1937	6
Rab38	1577	266
Htatsf1	2974	3214
Prcp	2964	1269
Immp1l	955	849
Fgfbp3	1756	104
Pip4p2	2280	1676
Col16a1	5206	1750
Aldh1b1	2302	704
Exosc6	1326	1399
Lrmda	911	41
Utp14a	2431	1347
Pcbd2	546	435
Ppme1	2361	2844
Pdia5	1809	1959
Pih1d2	1259	17
Anks3	2483	2083
Hspa12b	2943	345
Ccdc12	821	1910
2700097O09Rik	1204	241
Skida1	4363	152
Zfp518a	6840	999
Angptl1	2191	40
Tmx1	2320	4149
Ttc39c	2385	1454
Rspo3	2396	90
Ndc1	4574	1632
Ttc19	3436	1109
Mon1a	2095	754
Mblac2	3881	347
Rtl8c	952	121
Bbof1	2190	52
Yju2	1313	644
Ccdc13	2640	10
Setd5	6535	7899
Anln	5421	4560
Ccnt2	3514	2646
Zfp493	3272	58
Kremen2	2117	6
Ttc9b	904	0
Glrx5	1002	3709
Camk2n2	1282	135
Fut11	3344	1186
Ppil6	1070	52
Pmpcb	1596	3383
2900092C05Rik	851	0
Rflna	1677	170
Cavin3	1026	3271
Trip11	6448	2149
Prrc1	4801	3231
Cenpv	1034	806
Gulp1	2976	108
Larp1	6615	11122
Tm7sf2	1479	943
Fezf1	2308	0
3110082I17Rik	1461	1296
Bmper	3806	932
Prl8a1	864	0
Ceacam5	3248	0
Ccdc18	4657	225
Cib4	768	1
1700037C18Rik	1097	48
Cabcoco1	1238	28
Rhobtb3	4937	1983
1700034I23Rik	2306	15
1700031F05Rik	1360	0
Lrrc69	1210	5
Calr3	1863	466
Actrt2	1440	0
Actrt1	1339	0
1700056E22Rik	967	75
Col20a1	4189	374
Phospho2	2104	745
Cmtm2b	883	0
Prss52	1023	0
Pebp4	1298	1
Fam177a	3841	0
Nipsnap3a	1099	0
Tepp	885	0
Zfp763	3385	233
Rasip1	3152	729
Aldh3b3	1999	0
1700066M21Rik	3007	312
Kif2b	2270	0
Samt3	1048	0
Speer4b	1977	0
Nudt16l2	871	0
1700094D03Rik	3085	276
Dusp21	823	0
Marveld3	3205	645
1700125H20Rik	975	6
Cybrd1	5208	2259
Thoc3	2326	2183
Rec114	883	105
Wdr75	2972	2312
Tex19.1	1739	0
Zbtb8a	2229	441
Bloc1s2	897	1427
Glipr1	1081	1476
Ndufaf7	2303	1082
Dppa2	1941	8
Mvb12a	1062	2824
Krtap21-1	748	0
Lce1c	724	0
Cst6	3951	10
Lce1a2	715	0
Lce1l	670	0
Kprp	2729	6
Fcf1	716	2453
Haus7	1365	1466
Cby1	1119	615
Man2c1	3221	3126
Gadl1	3652	2
Ttc7	4615	3592
Micu2	2310	3719
Tex36	915	0
Satl1	2412	0
Mfsd12	3971	1356
Ppp1r21	3135	2432
Klk9	1475	4
Ankrd42	2782	101
Fam122c	1037	0
Ift57	2540	1209
Ccdc175	2630	0
Jakmip3	5574	5
Rap2b	4197	2318
Fcho1	3403	1385
Phf19	3743	340
Traf3ip1	3500	1021
Nphp3	6426	690
Rin2	4657	3403
Esyt2	5541	18283
Ttc21a	4182	21
4931406B18Rik	3970	3
Lmntd1	1534	0
Slc7a13	2134	0
Paqr5	3500	1772
Npl	1403	182
Pop7	792	818
Gga2	4891	1459
Dcaf6	3305	2906
Rbm19	3952	2085
Cbx6	5449	6250
Acoxl	2861	10
Tmem43	2899	6637
Krt80	3067	2750
Dmgdh	2979	2150
Cyp2s1	2623	12346
Lonp1	2966	12450
Dock8	7810	2236
Acot12	3049	699
Cmtr1	6380	206
Josd1	3394	3297
Nudt9	1492	4103
Gtsf1	722	15
Crct1	717	52
Muc5b	14963	300
Gbe1	2988	1319
Ccdc3	2658	498
Katnb1	3425	1993
P2ry13	2526	287
Arpc5l	1271	2576
Rnd3	2827	3967
Khdc4	3783	7192
1700017B05Rik	4934	4876
Septin14	1470	0
Lrrc2	3655	1834
Stimate	3738	945
Tspan17	1556	1414
Rnf138rt1	1194	8
Usp20	4157	2673
Mageb5	1251	0
Spata17	1645	2
Cldnd2	616	5
Chic2	2550	3235
1700080O16Rik	1454	0
Spatc1	1605	46
Spem1	1031	0
Ccdc182	1219	0
Isca2	868	1333
Mettl23	1039	417
Inava	3013	3860
Snx19	5541	1972
Xrcc3	2461	1573
Palm3	2449	1027
Sema3d	6521	220
Meak7	2574	1096
Lrguk	3058	0
Smchd1	7050	2457
Efhd1	1866	12
4931414P19Rik	2585	301
Spag17	7862	7
Lonrf3	7370	886
Gcc1	4138	1326
Myo18b	8280	1970
Hsf2bp	2867	594
Dpp8	4764	4604
Map10	3548	152
Terb2	2111	0
Efhc2	2622	12
Hyal6	3452	0
Plpp6	2882	1131
Gle1	3108	3028
Polr3c	1796	2702
Eaf1	4238	4678
Cfap20dc	2751	165
Sohlh2	2348	0
Lrriq3	2650	40
Slco6c1	2433	0
Arl13a	1742	6
Cfap53	2108	46
Tmc1	4073	0
Hyal5	2070	0
Taf7l	1935	1
Cep72	3632	180
Stpg3	1430	0
Rbm31y	1958	0
Lrrc71	3988	64
Lrrc15	5308	1702
Kbtbd13	2969	2
Gorasp1	3483	1261
Lrrc17	2188	293
Cyp2j9	1944	89
Ppp4r4	3683	129
Tmem168	4583	1924
Gsdmc4	2084	6
Pck2	3403	2342
Themis3	2551	16
Elovl7	5437	1981
Nkx6-3	2236	971
Kcnk16	2367	0
Lratd1	3380	2970
Lvrn	3219	340
Glb1l	3422	310
Pyroxd2	3119	1008
Sppl3	2817	4730
Mrpl47	872	780
Abcb8	2940	3698
Ocstamp	1956	62
Scpep1	2074	6367
Tmem81	1742	195
Shpk	2781	578
Spsb1	3054	2583
Pomk	3601	1260
Tex55	1368	0
Drc3	1858	24
Ptchd3	3236	0
Slc25a54	1538	0
Tdrd9	4809	22
Dnaaf6	1449	0
Wbp2nl	1318	0
Tmem114	1406	0
Cnep1r1	1832	2346
Trim14	3204	897
Pcf11	5804	2396
Ddit4	1685	14175
Slamf8	2040	110
Trmt10c	1858	1254
Pik3cb	4854	1848
Hhatl	1995	211
Rita1	1666	467
Lmbr1l	2167	2299
Selenon	3445	2794
Glt8d2	2153	100
Manf	868	5181
Mss51	1829	148
Meikin	1433	0
Spin2-ps1	778	0
Fam228a	2889	0
4930447A16Rik	587	0
Ccdc181	1896	586
Kbtbd11	6972	1061
Atp6v1e2	1005	0
4930503E14Rik	1289	0
Tmbim7	1680	0
Ct55	1203	14
Tmx4	5147	2578
Efcab10	675	0
Sf3a3	1697	2433
Zcchc13	1079	2
Usp50	1748	10
4930519L02Rik	620	0
Uhrf1bp1l	6446	6393
Zc2hc1b	1053	0
Nxnl2	1163	74
4930513O06Rik	802	0
Slxl1	743	0
Rasd2	2810	64
Mfsd13a	2280	735
Ccdc146	3389	11
Tex38	818	2
Meiob	1703	44
Tmem269	1504	15
Samt4	963	0
Sv2c	4252	14
Tomm20l	596	0
4930564D02Rik	737	0
H2al3	550	0
Pelp1	3440	1888
Tmco5b	1237	0
Bcdin3d	1271	308
Slc35f4	1881	0
Ankrd53	1737	43
Parpbp	3628	297
Etnk1	6434	6313
Fam243	2679	0
Atf7ip2	2639	4
Ccdc83	2142	0
4930564C03Rik	1182	0
Spp2	879	214
Mrpl32	768	887
Nop14	2702	3492
Mettl5	971	344
Zfp820	3695	464
Tti1	3831	1743
Fam166c	712	0
Cfap97d1	698	6
Gm10413	993	0
Cypt12	509	0
Phpt1	583	1473
Prps1l1	1676	16
Dynlrb2	515	0
Stpg4	847	7
Iqcf5	544	0
Pfn3	545	0
1700003F12Rik	733	33
1700012B09Rik	685	302
Hspb9	647	22
1700010B08Rik	896	0
Morn5	690	2
1700013F07Rik	592	0
Pou5f2	1395	4
1700020N15Rik	546	0
Pibf1	3281	494
Ttc32	1000	350
Eppin	755	0
Tex29	775	6
Fpgt	3492	969
Akap13	12543	7000
Cfap161	1294	0
Ep400	10798	8891
Rsph9	951	72
Sgf29	1166	645
Capsl	946	8
Nhej1	846	146
Spata9	1053	26
Acyp2	671	272
Prr29	789	0
Dynap	1227	513
Relch	5406	1824
Krtap9-3	759	0
Dusp9	2700	874
Malsu1	785	1017
Prl7b1	925	0
Pcdh1	3902	4405
Tm4sf5	975	364
Chmp4b	1606	10588
2010109A12Rik	548	4
Kxd1	1216	2445
Spata25	783	0
Speer4a	1503	0
Cldn22	994	12
Tmem238	1051	1066
Nudt16	1606	679
Rab4b	1170	1627
Krt24	1847	0
Rbm12	3752	2184
Vwa5b1	3857	0
Fam227a	5187	107
Iqcd	1668	52
Bcl2l12	1075	382
Slc10a6	2124	549
Klf17	3595	0
9130401M01Rik	1308	1520
Slx1b	3692	617
Pnpla5	1694	0
Adad2	1962	0
Them4	1730	423
Klhl24	6683	5857
Wdr95	2482	4
Cdyl2	8087	672
4930447C04Rik	1910	8
Nln	3780	3092
Wdr64	3816	0
Fam227b	1858	3
Hormad2	1343	6
Prame	2267	0
4930568D16Rik	1227	0
Clec4g	1235	544
Arl5b	6901	2014
Gsc2	1133	0
Gstt4	963	0
4930579G24Rik	1969	242
Samd7	3191	0
Rab30	1927	112
Epsti1	2322	328
Urb1	7365	1287
Ms4a4c	1723	31
Gbp8	2459	163
Rap2a	4172	2298
Gpsm2	3488	1991
Slc35d3	2629	5
Snrnp35	1092	639
Gpr165	3194	2
Tmem98	1442	3609
Arxes1	1580	2
Pwp2	3871	2370
Keg1	1666	51
0610040J01Rik	1870	950
Gstk1	930	597
Clybl	1241	647
Tsen54	1972	893
Cyp2d26	1645	5888
Tax1bp3	1417	1957
Tmem59	1544	9677
Atp11b	5151	3997
Kti12	1556	1481
Idh3a	2404	4174
Rab1b	1835	8251
Tgds	2265	834
Trmt5	1669	554
Txndc11	2977	2332
Zfp773	3025	2
Det1	2217	483
1700012A03Rik	1062	0
H2al1m	525	1
Il31	1239	0
Pbp2	1256	255
Tex45	1613	8
Fam209	649	10
Lhpp	1607	470
Slamf9	1145	354
Krtap4-7	978	0
Msrb2	1191	315
Pcolce2	1866	1011
Rmc1	2129	2136
Lmf1	1861	1316
Ly6k	773	27
Ppp1r3g	2308	218
Fahd2a	1226	315
Abhd14b	1475	1794
Ppp1r11	1679	1527
Commd9	1175	1397
Ctsq	1330	0
Plet1	1846	288
Slc52a2	8561	1036
Gatc	1777	1142
Tmem101	1576	768
Atg2b	10172	3573
Rflnb	3511	2593
Rbmxl2	1472	0
Mfsd2a	2150	969
Lce1i	731	22
Dnajc18	5167	1254
Got1l1	1356	0
Prr30	1862	0
Tmem270	933	0
1700113H08Rik	1343	0
Pkd1l2	7386	40
Wdr38	1206	0
Srxn1	2812	2569
1700122O11Rik	771	0
Actrt3	1892	0
Cby3	706	0
1700123K08Rik	1047	0
Mdh1b	1711	4
Spcs3	3466	7166
Cpb1	1503	0
Catsperg2	3974	23
Creld2	1364	2527
Gje1	1477	0
Dapl1	573	0
Cluap1	1595	702
Ppfia3	4866	4
Cog2	2824	2843
2410137M14Rik	865	2
Usp42	5150	1730
Rpl18a	1291	45687
Nubpl	1193	492
Hyls1	1643	310
Polr3f	4160	1696
Rps9	703	39907
Gper1	2509	47
Ttll11	3373	219
Fam81a	2883	125
Cyb5r3	2012	21812
Rnft1	4434	1764
Mettl15	1891	276
Lrg1	1353	20786
Mnd1	874	394
Arrdc5	1056	14
Arfip2	3277	3278
Lypd5	1377	0
Rnf225	3239	104
Chmp5	1372	4241
2610028H24Rik	1763	26
Arxes2	1540	58
Ddrgk1	1101	4694
Ppp1r12c	2982	5018
Ticrr	7196	511
Tstd3	1587	169
2510039O18Rik	2731	4281
Kdm8	2444	275
1700109H08Rik	715	38
Mrap	1351	529
Hyal4	2088	0
Bcl7a	3809	586
Cep83	2986	1503
Ston1	2983	2333
Ccdc183	1725	22
Cnrip1	1614	187
Pate5	1135	0
Zkscan1	8261	2898
Crebrf	7453	3262
Hnrnpa0	2678	13367
Slc35e3	3483	1416
Tbcd	3870	3093
Rgs7bp	5828	30
Hgsnat	2679	3836
Gabpb2	8687	6730
9430038I01Rik	1125	289
Nkrf	5383	317
Fam162b	555	0
Wdr82	4313	4004
Akr1c21	1209	0
9530003J23Rik	1219	0
C330018D20Rik	2413	414
Tmem213	530	0
Irak4	2824	1086
Ptprb	11912	4807
Spns3	1819	95
Bcl9	6102	2061
Mboat7	2341	2367
Ddx10	3368	1715
Nup210l	5809	270
Prelid2	724	139
Apex2	1891	526
Prdm8	3119	70
Pramel13	2460	2
C330007P06Rik	3339	1703
Zfp955a	3755	819
Lcn12	716	0
Lcn9	839	0
Cstdc2	658	0
Abcb5	3876	2
Mrps5	1434	1689
6030468B19Rik	1078	0
Pmch	748	0
Ermn	3633	0
Dcst1	2342	28
Ulbp1	1819	882
Cdkn2aipnl	1864	3102
Trim35	3684	8736
Adamtsl2	3612	349
Shisal2b	1310	0
Lrrc42	1756	1290
Rpe65	1843	4
Pigh	2352	227
Tchp	2863	1224
Mlana	461	0
Lbh	3068	4756
Cryl1	1410	683
Hook1	4239	955
Trmt13	3767	334
Tmem50b	2222	1622
Grifin	539	1
Prr15	1492	200
Ccdc150	3807	22
Mccc2	2124	1732
Tmem190	585	19
4930583I09Rik	629	0
Golgb1	11025	10116
Samt1	984	0
Dnajc21	2053	2173
Spata31	3233	0
Cox7b2	543	2
Tmem210	516	0
Spint4	746	0
Cst11	606	0
Batf3	712	50
Spink12	757	0
9230112D13Rik	778	0
Acbd7	535	0
Nxpe2	3368	85
Mroh9	2956	1
Rbsn	5279	2293
H2bu2	462	20
Naa38	518	614
Snrnp25	832	490
Ddx52	3164	2324
1700034E13Rik	477	0
Pgpep1l	955	10
Tmsb15a	299	0
Micu3	3299	544
Rtf1	4664	5115
Mrpl9	1601	4433
Cnih4	3268	3107
Utp23	2917	438
Srbd1	3530	1067
Cstdc1	601	0
Cstad	817	8
Acap2	6493	4929
Acsbg3	2673	49
Ddit4l	2721	296
Dhx58	2412	199
Nol3	2869	410
Galnt15	2341	899
Rictor	9313	5215
Efcab11	2069	178
Usp54	6495	1580
Ak7	3093	32
Ttc30a1	2862	130
Stpg1	2380	7
4930562C15Rik	3829	5
Sp110	1971	195
Gins3	2412	334
Zfp623	2486	1305
Hspa13	4161	2624
Tspyl4	3900	310
Coro7	3488	3195
Cygb	2331	2110
Trmt44	3784	547
Aacs	3175	6169
Wrnip1	2642	3160
Misp	2427	5093
Trim42	2463	2
Fndc8	2081	2
Dlst	2767	11145
9130019O22Rik	3878	246
Polr3h	2514	1510
Saal1	4699	775
Avl9	6691	3047
Spz1	1601	2
Dync1h1	14398	42418
Abcg3	3034	164
Pagr1a	1412	839
Ier5l	1559	927
Tada1	2144	1320
Nus1	4614	4840
Smim12	1022	958
Parp9	3564	1133
Lysmd3	3126	1317
Rilpl2	1260	2275
Zxdc	6911	1613
Sesn3	2158	643
Pofut2	2219	3518
Olfr160	933	0
Slc19a3	2974	22
Car15	1105	31
N4bp1	6469	3504
Rnf34	1954	1615
Rabep2	2539	1471
Nbea	10983	1600
Dsg3	4138	18
