Geneid	Length	genome_mapping/Low_6556c3.rep5.RNAseq.mm10.sorted.bam
1810020O05Rik	3626	55
Gm33933	2043	0
Gm6729	6354	2
Mfsd4b4	3981	876
Gm6721	6228	4
Gm19428	2951	0
Gm34593	4072	0
Gm53057	2138	0
Gm8773	1065	48
Zfp988	3203	5
Myo15b	9954	1710
Gm20909	1271	0
1810058I24Rik	1165	3075
Gm20924	1281	0
Gm9595	3056	9
Gm8068	1437	0
Gm47189	879	0
Gm34531	4105	0
Gm6600	3386	0
Gm34646	868	0
4921528I07Rik	1988	0
Gm10634	2194	4
Sdsl	1497	1025
Gm40193	665	0
Gm21297	3024	342
Vmn2r-ps130	2568	0
Cldn25	786	0
Pabpc1l2a	2733	0
Pabpc1l2b	2646	0
Smim43	1858	4
Myl2	2583	3760
Vmn2r129	2846	0
Gm15517	257	0
Vmn2r74	2553	0
Vmn2r30	3688	0
Vmn2r70	2556	0
Vmn2r72	2556	0
Vmn2r1	3166	6
Vmn2r76	2553	0
Vmn2r54	2610	0
Vmn2r71	2556	0
Vmn2r3	3560	0
Vmn2r10	4706	0
Vmn2r122	2740	0
Ttn	107764	3726
Pzp	4681	7652
Abca4	7248	51
Acadl	1948	10286
Acadm	2062	7291
Acads	1870	4387
Apoc4	518	357
Aco1	4319	8711
Chrna1	4320	334
Chrna7	2091	2
Acrv1	1101	1
Acta2	2572	6959
Actb	1920	291977
Acvr1b	4413	4873
Acvr2a	5681	1523
Adam10	4608	15907
Adam12	7675	4291
Adam7	3468	0
Plin2	1887	43132
Adh1	1400	1523
Gpr182	1694	112
Adora2b	1844	235
Adprh	1583	4537
Parp1	3656	9425
Adra2a	3724	881
Adra2c	3198	0
Adrb1	3034	14
Adrb2	2269	662
Adssl1	1791	7692
Adss	2553	15882
Afp	2086	101
Angpt2	3560	832
Agt	1838	638
Agtr2	2872	24
Nr0b1	1796	0
Akp3	2550	21
Alppl2	2112	0
Abcd1	3648	1477
Alk	5918	4
Alx3	1973	4
Alx4	5203	62
Ambp	1267	7846
Amd2	3197	0
Amh	1704	20
Ang5	708	0
Ang2	438	4
Slc25a4	1332	29143
Slc25a5	1295	21741
Prdx3	1445	5414
Ap1m1	2085	6359
Ap1s1	1321	10206
Ap3d1	4816	11300
Birc3	2811	2872
Aplp1	2392	363
Apoa4	1666	349
Aqp1	2760	24112
Rplp0	1360	181726
Arf4	1689	34791
Arf5	1072	9847
Arf6	3731	21670
Arg1	1477	29072
Rhob	2349	35296
Arnt2	6073	143
Art2a	1257	45
Ass1	1631	2
Zfhx3	16439	3835
Atf1	2329	5062
Atf3	1976	10456
Atm	11955	3104
Atoh1	2121	0
Fxyd2	961	39
Atp2a1	3440	1219
Atp5a1	2431	88642
Atp5k	320	2576
Atp6v1b2	2741	10744
Atp6v1e1	1217	10118
Atp7b	4711	709
Atpif1	1491	10079
Baat	1946	266
Bach1	5858	5868
Bak1	2023	5254
Nkx3-2	1437	0
Bard1	5448	1195
Barx1	1361	2
Bax	869	3479
Bcl6b	3426	254
Phb2	1360	24086
Bckdha	1773	3778
Bcl2a1b	764	2516
Bcl2a1c	444	0
Bcl2a1d	796	775
Bcl2l2	3461	3582
Opn1sw	2410	27
Bdkrb1	1421	143
Bglap	479	0
Bgn	2423	45721
Bid	1895	2524
Hrk	5366	0
Bik	943	130
Prdm1	5205	783
Blk	2475	22
Cxcr5	2638	30
Bmi1	3594	6242
Bmp2	3566	474
Bmp5	3827	48
Bmp6	2996	117
Bmp7	3670	47
Bmp8b	2947	1361
Bmpr2	11087	9975
Bnc1	4663	424
Zfp36l1	2984	14463
Birc6	15768	14044
Bsn	15937	130
Btc	2876	6909
Btg1	5008	28524
Btg2	3083	10655
C1qa	1082	11815
C1qbp	1165	9289
C1qc	1054	8513
C4bp	1883	1010
Cacng1	1203	42
Cacng2	2887	0
Anxa2	1374	176035
Calm3	2208	16732
Calr	1943	63366
Car8	5722	624
Cetn1	1051	0
Caml	1387	3494
Capn6	3553	100
Capza2	2510	20808
Capza3	1281	0
Car3	1529	102
Car4	1300	1257
Car5a	1245	31
Casp2	3529	4769
Casp7	2349	1391
Cav3	1157	22
Serpina6	1610	0
Cbl	5083	3064
Cbr1	1081	1427
Cbr2	1021	1402
Cbx2	3753	1046
Cbx4	5197	1780
Cckbr	2573	0
Ccnb2	1541	3946
Ccne1	1956	522
Ccnf	3099	1977
Ccng2	2494	7990
Cct7	2452	34451
Ms4a1	2979	22
Cd28	4317	91
Scarb2	4721	11719
Cd38	3013	2879
Cd3e	1457	78
Cd5	2069	88
Cd53	2802	11415
Cd79a	1002	32
Cd9	1197	48418
Cdc25a	3627	2772
Cdk1	4349	7098
Cdh15	2843	80
Cdh2	4843	6524
Cdh6	8169	6428
Cdk5	2106	2816
Cdkn2b	1393	720
Cdx2	2145	368
Cdx4	1595	0
Psg17	2084	152
Cebpd	2260	3631
Cenpb	2779	22537
Cetn3	1055	5655
Cfc1	1038	2
Cfl1	1184	98580
Cfl2	2938	10716
Chad	1680	36
Chd1	7918	6319
Chek1	3397	1445
Chkb	1922	42
Chga	1910	110
Chgb	2375	2
Ovgp1	2525	135
Chl1	7751	960
Chrm4	2768	24
Cidea	1164	1095
Socs3	2724	15067
Cit	6896	1459
Ckm	1415	659
Clcn3	6038	8022
Clk3	1838	4316
Ccr1l1	2158	6
Ccr8	1156	51
Ccr10	1725	17
Cnga1	2738	21
Cnga2	3064	0
Cnn2	1782	9636
Col11a1	7705	309
Col19a1	10542	0
Col4a3	8609	19
Col4a4	7808	22
Col5a2	6615	34577
Col7a1	9250	1046
Col8a1	5110	6079
Col9a2	2746	8
Col1a1	5930	168070
Col1a2	5222	149510
Cort	677	3
Map3k8	2507	496
Cox5a	692	7448
Cox6a1	538	9420
Cox7c	449	4814
Cox8a	545	10877
Cox8b	363	242
Cpa3	1453	453
Cpd	9152	19566
Cplx1	2192	0
Cpox	3184	2560
Crabp2	900	102
Crat	4393	2855
Crcp	1470	2141
Crip1	447	28493
Pcdha4	5322	0
Pcdha6	6613	0
Crp	1698	368
Cry1	3016	1610
Hivep1	8753	5710
Crybb2	906	0
Cryga	615	0
Crygd	635	0
Cryge	642	0
Csnk2a1	4204	6896
Ncan	7166	2
Smc3	4851	10080
Csrp2	889	6127
Cstb	602	9160
Ctsb	4743	69392
Ctse	2120	68869
Ctsg	998	5
Ctsk	1583	3846
Cybb	4750	5282
Cycs	3154	4729
Cyp17a1	1841	38
Cyp26a1	1781	269
Cyp2a5	1715	222
Cyp2b13	1876	0
Cyp2b19	2740	2
Cyp2c29	1786	314
Cyp2f2	1820	547
Cyp3a11	2053	2346
Cyp3a13	2955	3104
Cyp3a16	1730	1
Cyp4a14	2495	17
Cyp4b1	1917	704
Cyp7a1	4173	48
Cyp7b1	2166	326
Dcc	10325	0
Dck	3057	2444
Vps26c	2405	3778
Gadd45a	1224	5484
Ddost	2103	19855
Dhx9	4613	25613
Defb1	916	38
Defa29	507	0
Defa31	419	0
Defa25	279	0
Defa3	410	0
Defa5	421	0
Defa6	282	0
Slc29a2	2473	508
Twist2	1335	253
Dhh	4239	2650
Dffb	2048	566
Dio1	1689	40
Dld	2277	9262
Mpp3	2847	78
Dll3	2163	0
Dlx4	1820	143
Dnase1l3	3699	189
Doc2b	5067	47
Reep5	2897	12070
Dpep1	2244	921
Drd3	1455	37
Drd4	2787	28
Drg1	1616	8116
Atn1	4396	9283
Dsg2	5771	8332
Slc26a2	3863	10842
Usp17la	2649	2
Dvl2	2969	1645
E2f5	1749	2342
Ear1	713	22
Ear2	716	124
Mapre1	7327	15936
Ebp	1743	4784
S1pr1	3029	1399
Edn2	1462	63
Edn3	3117	0
Eef1a2	7980	788
Eef2	3100	307385
Efna2	2131	92
Efna4	1596	1379
Efnb3	3215	103
Egfr	6438	5911
Egr1	3072	34613
Ehf	4387	1476
Ddx19a	2575	5968
Eif4ebp1	981	7629
Cela2a	923	0
Elk1	3548	1509
Ell	3085	3754
Eln	3851	2790
Emd	1601	3309
Emp2	3440	9373
Enc1	4743	10163
Endog	1032	403
Enpep	4208	539
Epha4	6328	2717
Epha5	7785	0
Epha6	4213	0
Epha8	4713	8
Epx	2691	3
Ereg	4136	2160
Pdia3	2642	67366
Esrra	2242	4619
Ces1c	1839	496
Ptprv	6089	149
Esx1	1600	2
Etv2	1048	0
Evx1	2877	0
Evx2	4191	0
Wfdc18	544	18
Ezh1	4207	3329
F2rl1	2756	4140
F2rl3	1996	92
F5	7433	2596
F8a	2490	1123
Fabp2	965	105
Faf1	4429	5555
Fscn1	2667	9000
Fap	2704	1078
Fasn	9938	27450
Foxh1	1366	4
Fbl	1159	5222
Fbn1	9900	19001
Fbp2	1325	1048
Fcna	1317	2455
Fdxr	1866	912
Fgd1	4166	577
Fgf10	4572	54
Fgf15	1807	2
Fgf18	1585	160
Fgf2	695	74
Fgf3	1194	0
Fgf7	2672	365
Fgfr4	3146	2304
Akr1b8	1329	11576
Fgl2	3769	2188
Ppm1g	2165	12408
Foxm1	4365	7494
Foxd4	2074	23
Foxb2	1515	0
Foxl1	2960	60
Fli1	3175	678
Flot1	1694	6615
Flt4	5839	827
Fmo3	2048	560
Aff2	4486	203
Fnta	1922	6178
Fosl2	5863	10004
Fpr2	1296	624
Fpr-rs3	1032	0
Fpr-rs4	972	0
Fpr3	1220	0
Frat1	2614	790
Fxn	3050	1183
Fshb	1749	0
Fstl1	3609	24253
Dtx1	3715	14
Fzd4	3685	635
Fzd7	4809	1820
Fzd8	3346	276
G0s2	843	3854
G6pc	2259	333
G6pdx	2338	7392
Gabpa	4986	6378
Gabra2	5057	6
Gabrd	1879	4
Gabrg3	9796	12
Gabrr1	2251	2
Gabrr2	1820	0
Gad2	5625	192
Galc	3826	6610
B4galnt2	4086	144
Galr1	2871	0
Gap43	1301	98
Gas1	3131	2966
Gata1	1902	36
Gata5	3302	4631
Nipsnap2	2098	4953
Gc	1812	7378
Mtpn	4042	36345
Gcg	1091	0
Gcgr	1929	324
Gch1	2775	5239
Gcm1	2034	0
Gcm2	2879	0
Gcnt2	7039	8912
Opn1mw	1220	0
Gdf3	2125	24
Gdf5	2318	4
Gdf9	1804	35
Gdi2	2681	42325
Arhgdig	1032	606
Gh	903	0
Cblif	1532	3
Gip	649	0
Gja4	1686	402
Gja8	6971	0
Gjb2	2404	297
Gjb4	1445	6446
Gclm	2072	6607
Gli3	8426	466
Glul	2807	23670
Glrp1	1957	2012
Glud1	3158	31060
Gnl1	2744	3942
Gna14	3383	39
Gnai2	2190	38101
Gnaq	6848	8993
Gnat1	2287	94
Gnat2	1775	137
Rack1	1254	113936
Gnrh1	570	58
Gp5	2199	16
Gpc4	2325	604
Gpr65	2147	504
Gpr3	2143	6
Gpi1	2887	46953
Gpld1	4659	1892
Gpr27	2700	117
Gpr33	1387	2
Grid1	3428	2
Grin2a	15521	2
Grin2d	4383	190
Grn	2148	20056
Cxcl1	949	5702
Grpr	2582	0
Gsx1	1772	0
Gspt2	2493	361
Gsta1	861	323
Gsta2	855	35
Gstm2	1031	1213
Cfap20	1294	3025
Guca1a	896	255
Guca2a	560	2
Guca2b	600	2
Gucy2e	8331	2
Gzmk	1104	6
H1f0	2289	40803
H2-Bl	1242	32
H2-Oa	1049	43
H2-T24	2182	433
H2-T3	2178	2
H3f3a	1086	17696
H3f3b	1993	64953
Hadh	1788	9714
Hand1	1898	0
Hars	1989	9055
Has1	2092	201
Has2	4244	1428
Hba-a1	559	0
Hbb-bh1	610	0
Hbb-bt	630	0
Hbb-y	619	0
Hcfc1	8138	13784
Hcls1	2018	3498
Hcn2	3195	138
Hcn3	3262	120
Hdac1	1971	6899
Hdac2	2004	8204
Hdc	2399	2228
Hdgfl1	1994	0
Hells	3019	5350
Hes1	1451	6591
Hes3	1829	0
Foxq1	2805	11466
Foxj1	2578	76
Foxd1	2461	16
Mst1	2286	380
Hhex	1771	2634
Mfsd14a	2779	6201
Plpp1	1765	1986
Hint1	641	13705
Hlx	2147	1004
Hmgn1	1200	33829
Hmgcs2	3294	1175
Hmx3	1367	1
Jpt1	1389	16291
Foxa1	3181	438
Foxa3	2039	212
Onecut1	1823	22
Hoxa13	1313	2
Hoxa4	1530	27
Hoxb1	2077	0
Hoxb13	1369	0
Hoxb5	1896	32
Hoxb6	1419	113
Hoxb9	2699	38
Hoxc9	1719	85
Hoxd11	4211	0
Hoxd12	2534	0
Hoxd13	2572	0
Hpd	1400	2106
Hpgd	1719	411
Rida	994	2045
Hsd11b2	1849	105
Hsd17b2	1280	192
Hsd17b3	1286	0
Hsd17b4	2685	7188
Hsd3b5	1607	4
Hsf2	2623	1171
Dnajb3	1017	34
Hspa4	4640	26364
Hsp90ab1	2507	241063
Hspe1	768	13122
Sdc2	3313	2066
Hspg2	14177	32698
Htr1a	4441	0
Htr1f	2509	0
Htr2b	2082	96
Htr2c	4750	0
Htr5a	5576	0
Ibsp	1955	13
Icam5	2982	17
Id3	953	1485
Idua	4430	670
Ifi202b	1796	77
Ifi204	2295	3226
Ifit1	2638	1133
Ifna11	647	0
Ifna7	576	0
Ifnab	670	0
Ifng	1210	0
Ifngr2	2105	11529
Igfbp1	1520	5390
Igfbp3	2442	23471
Igfbp6	1289	915
Il10rb	1850	4902
Il12rb1	2872	113
Il13	1206	14
Il17ra	3970	4098
Il1b	1348	18277
Il2	946	1
Il2ra	4428	261
Il2rb	2696	307
Il3ra	1394	1841
Il5ra	3553	4748
Il9	547	0
Fabp6	510	0
Gimap1	1505	229
Kpnb1	5909	40025
Inhba	6378	14147
Inhbb	4257	1603
Inhbe	2211	8
Inpp1	1774	597
Inpp5b	3862	1838
Ins1	595	0
Eif3e	1541	22496
Ipp	2118	812
Irf2	2484	3000
Acod1	2588	3138
Itga2	7108	33738
Itgav	7055	16606
Itgb2	2934	8934
Itgb2l	2618	92
Itih3	2817	6464
Stt3a	5810	19862
Itm2a	1632	1175
Itm2b	1796	66217
Cuzd1	2256	0
Ivl	1924	1959
Jrk	5529	552
Junb	1840	65559
Kcna2	11582	12
Kcna3	1968	124
Kcnb1	11153	86
Kcnd1	3815	440
Kcnj2	5448	492
Kcnj4	2152	4
Kcnk1	2306	616
Kcnk4	1763	17
Kcnu1	3531	141
Kcnq1	3029	982
Kcns1	2712	10
Napsa	1479	1111
Kera	1950	0
Kif3b	5631	5610
Kif3c	6849	1421
Kif4	4712	3217
Kif5b	6030	24360
Kif5c	6868	2506
Klf2	1816	5717
Klf3	5167	12848
Klk1b16	864	0
Klkb1	5226	191
Klk1b5	862	0
Klk1b8	860	0
Serpina3c	1690	164
Klra10	823	0
Klra5	1151	12
Klra6	1116	0
Kpna1	4022	4482
Kpna3	4167	7062
Kpna4	3726	18294
Kpna6	5711	6214
Krt15	1720	37
Krt1	2447	8
Krt84	2570	0
Krt4	2133	35
Krt6a	2258	0
Lag3	2003	393
Lama1	9518	150
Lama2	9713	1149
Lamb1	5784	29829
Lamb2	5624	8970
Lamc2	5164	38371
Anpep	3797	2604
Lbp	2525	5136
Lcat	1362	641
Lcn2	853	5609
Lep	3257	0
Lfng	2284	2244
Lgals1	800	85079
Lgals7	597	125
Lhb	509	2
Lhx1	4154	2
Lhx5	2736	0
Rps2	999	140065
Lor	1779	41
Lpl	4049	15075
Xcl1	518	18
Lrp1	14891	38938
Lrp5	5172	18712
Lrp6	9366	10076
Lrrn1	3756	12
Ltb	1095	235
Ltb4r1	1392	756
Ltbp3	5194	41550
Ltf	2742	293
Ltk	3200	36
Lum	2075	3080
Ly6f	877	19
Epcam	2061	1252
Lyl1	1801	359
Amacr	2575	710
Marcks	4186	22499
Smad1	3008	4244
Smad6	2971	835
Mageb3	2322	4
Man1a	5078	9721
Man2a1	6078	12525
Man2b2	3434	5302
Mapkapk2	2870	11858
Mas1	4639	7
Ascl1	2481	0
Ascl2	1612	51
Fxyd3	524	1478
Mc1r	3663	4
Mc3r	2623	0
Mcl1	3487	39891
Mcm3	3031	10829
Mcm2	3371	12846
Mcm4	3589	9795
Anapc1	8967	14382
Mcpt1	1028	2918
Mcpt2	971	5771
Mcpt8	838	2470
Smcp	938	0
Abcc1	5935	7966
Map3k5	5393	4310
Meox2	2360	177
Mep1a	2923	2
Mep1b	2286	2
Mertk	4456	2019
Mesp1	1077	0
Mesp2	1936	0
Met	6652	9780
Foxc1	3990	358
Foxd2	2619	23
Mfng	1834	337
Sypl2	3247	2
Mgp	617	3505
Cxcl9	2905	595
Mip	2172	8
Mmp13	2675	3182
Mmp14	3801	51295
Mmp15	4320	1289
Mmp2	3073	6973
Mmp8	2453	839
Mnat1	2505	3347
Mns1	1807	550
Mdh2	1282	18779
Mpp1	2525	6459
Mras	4032	1119
Mrc1	5318	17771
Mrc2	5801	6550
Msh2	3081	5312
Mt2	556	30447
Mt4	391	8
Map1b	11852	23864
Mtf1	7631	1486
Mthfd2	2070	3544
Mtnr1a	1606	4
Laptm4a	2129	32116
Prol1	1166	0
Mug1	4657	4014
Mug2	4544	53
Mup4	878	0
Mup5	872	0
Mmut	3675	2956
Mybl2	3702	2362
Mybpc3	4150	2754
Ppp1r15a	2333	4122
Gadd45b	1266	2750
Myf5	2083	0
Myf6	1253	12
Myom2	4953	5120
Nab1	5088	11001
Naip1	5361	109
Nap1l2	2478	2
Nat1	1564	0
Nat3	1395	0
Nbl1	1762	14695
Ncf4	1454	1355
Ndrg1	2890	40038
Nedd1	3533	3712
Nedd8	580	8492
Nfic	6295	10110
Nfkb1	4118	11304
Nefm	3230	2
Klk1b3	888	0
Ngp	1161	100
Nid2	4884	1896
Nipsnap1	1927	2621
Nkx2-3	2112	375
Nkx2-5	1524	24
Nkx2-9	1256	0
Nlk	4496	1990
Nmbr	2417	0
Nqo1	1552	1497
Nmt1	4660	9089
Mycn	2596	382
Nog	1922	8
Nos1	9695	22
Nos3	4123	638
Notch1	9489	4127
Ints6	4998	2487
Notch3	8054	1354
Npas1	2091	50
Npas2	4180	75
Npc1	5209	12867
Npdc1	1506	6553
Npm3	862	3659
Nppa	860	752
Npr1	4065	745
Nptx1	5284	892
Nrtn	1043	61
Nsd1	12784	13209
Nsf	3765	4498
Ntn1	5738	382
Ntrk3	5170	16
Dusp8	4819	497
Nxn	2728	3621
Nxph1	1783	4
Nxph2	2579	0
Obp1a	757	0
Odf1	1105	0
Sebox	1285	0
Ogn	2597	795
Olfr15	939	0
Olfr16	1050	8
Tnfrsf11b	2818	195
Slc22a6	4026	0
Orm1	779	2570
Otc	2319	110
Cldn11	1872	2
P2rx1	2441	119
Pabpc1	2820	140899
Pah	2143	447
Cntn3	5183	0
Pax1	2638	10
Pax5	8217	450
Igbp1	1518	4070
Pcolce	1539	12841
Pcp4	641	10
Pcsk2	4743	0
Pcsk4	2514	397
Cdk18	3046	4094
Pdcd1	1930	142
Pdcd2	1120	2024
Pde8a	4135	842
Pde6b	2816	10
Pdha1	2855	12382
Pdha2	2352	2
Padi2	4758	2223
Pdx1	2020	1995
Peg3	6624	538
Rhox5	800	13
Pepd	1853	3877
Dcaf8l	4182	0
Cfp	1636	5100
Pgk1	1825	45434
Pgr	6889	16
Abcb4	4075	464
Phb	1799	5845
Phka1	6115	1279
Pigf	980	682
Pik3ca	6986	8708
Pik3r2	3164	13458
Pip	574	0
Pip5k1b	2573	402
Pitpna	3779	25701
Pitpnm1	4728	8479
Pitx3	1378	2
Prkci	4465	7364
Prkcq	3313	52
Pkd2	5212	7808
Pkia	3682	208
Prl3b1	877	0
Pla2r1	7112	881
Pla2g2c	1618	0
Serpine1	3022	41586
Plat	2554	48243
Plau	2343	3245
Plg	2755	4362
Serpinf2	2192	1997
Plxna1	9027	14761
Plxna2	11035	4708
Pms2	3233	1668
Phox2a	1609	10
Phox2b	2840	0
Ppp1r14b	919	14986
Pnmt	980	2
Pnn	3469	11244
Pola1	5347	3004
Por	2527	20531
Pou3f2	6272	20
Pou3f3	4442	2
Pou3f4	4730	4
Ppargc1a	6591	203
Ppia	746	52284
Ppic	1286	4256
Ppl	6277	11290
Ppm1a	2789	10611
Ppox	1821	2064
Inpp5k	2641	3316
Ppt1	2493	5771
Ppy	499	0
Npy4r	1903	93
Prg2	838	48
Prim1	1533	2540
Prim2	1976	3078
Prkar2a	4973	5216
Prkg2	4696	16887
Map2k1	2411	14504
Map2k3	2177	7277
Dnajc3	5190	10239
Prm2	624	0
Prop1	1125	0
Prph2	2646	0
Prss12	2607	1216
Tmprss15	4182	0
Npepps	4155	11576
Psma2	946	12280
Psmb4	949	19364
Psmb6	1036	8539
Psmc1	1492	15549
Psmc3	1635	13715
Psmc3ip	972	421
Psmc5	1277	8445
Pipox	1774	237
Bpifa2	961	0
Pspn	705	27
Rhox6	865	2
Ptdss1	3424	6084
Pten	8212	11651
Ptgdr	3187	2
Ptgds	805	689
Ptger2	3768	182
Ptgfr	4414	46
Ptgir	3334	178
Ptgis	1821	1205
Ptgs1	2866	4701
Pthlh	1441	857
Twf1	2973	16450
Ptn	1573	594
Ptpn14	10744	3773
Ptpn20	3090	0
Ptpn22	2884	664
Ptx3	1922	1174
Pura	5949	7409
Abcd4	2527	3323
Pxmp2	1019	302
Rab1a	2847	16453
Rab11b	6065	6702
Rab24	1865	4018
Rab4a	1412	972
Rac2	3036	2710
Rad21	3605	27219
Rad23b	3811	22651
Rad50	5153	3552
Raet1a	1545	0
Raet1b	1242	0
Raet1c	1232	0
Rag1	6669	0
Rag2	3429	0
Aldh1a2	2264	657
Rapsn	1620	39
Rasa3	4118	9366
Rasd1	1611	70
Rasgrf2	7569	1988
Rasl2-9	1009	20
Rb1	4656	2933
Rbbp4	4407	16207
Rbbp7	2272	15868
Rbp2	672	670
Rbpjl	2456	2
Rcn1	3063	4992
Rcvrn	1062	2
Rdh16	3208	34
Reg1	771	238
Reg2	694	0
Rel	7462	1420
Rem1	1603	80
Resp18	750	9
Bex1	866	6
Rfng	2118	1017
Trim27	4204	5923
Rfx1	4172	2438
Rfx2	3353	400
Slc50a1	1022	2975
Rgl2	2940	5817
Rgn	1574	98
Rgs2	3009	4124
Rgs4	2941	512
Rit2	1802	0
Ring1	2034	1366
Rock1	6187	9688
Rock2	8012	27037
Rom1	1526	436
Rpia	1772	1578
Rpl12	638	64936
Rpl18	679	42079
Rpl26	543	0
Rpl28	496	39646
Rpl37a	588	31662
Polr1c	1305	4328
Polr1b	3998	3946
Polr1d	1689	5744
Polr1a	6109	8456
Polr2c	1578	4700
Rps17	474	27225
Rps29	390	19233
Rps4x	972	80803
Rps5	740	62528
Rps6	1394	67444
Rps8	740	77572
Rptn	4146	0
Rrh	1394	8
Rrm1	3997	14109
Rrm2	2180	16851
Rsu1	1591	4170
Ryr1	15362	461
S100a10	650	47074
S100a13	715	7991
S100b	1661	2599
Prrx2	1129	1574
Sag	1718	27
Sap18	3458	1265
Nkx1-2	1903	0
Serpinb3a	1629	0
Scd1	4837	6118
Scd2	5451	56208
Clec11a	1956	656
Stmn3	1136	2
Scn7a	7333	1135
Scrg1	700	2
Ccl22	1811	1110
Ccl25	1274	174
Ccl6	1436	33579
Cxcl2	1083	18243
Cxcl5	1656	3141
Cx3cl1	3143	6972
Sfrp2	2001	4242
Selenbp1	1685	5852
Selplg	2604	2216
Sema5a	10809	392
Selenow	705	7251
Sftpd	1326	84
Sgca	1738	133
Scg5	1227	7
Shc3	11554	20
Sem1	491	7508
Shh	2667	109
Shmt1	2065	2316
Siah1a	2109	1483
Siah2	2488	1637
St3gal1	5784	6038
St3gal4	2086	8067
St3gal2	4470	5970
St6galnac2	2033	116
St8sia2	5375	82
St8sia3	6280	148
Six1	2849	126
Vps4b	3272	11394
Slc12a2	6520	45391
Slc16a1	4430	17966
Slc16a2	4157	2237
Slc1a1	3739	18
Slc1a6	2089	0
Slc1a5	2758	7352
Slc22a1	1993	141
Slc22a12	2253	1
Slc3a1	2305	130
Slc6a2	6073	20
Smarcc1	5673	12506
Ighmbp2	5562	2068
Smpd2	1602	1718
Sst	599	0
Sstr1	3869	0
Sstr4	1388	28
Ssty1	1285	0
Snn	2905	3518
Snrnp70	4100	17078
Snrpb	1121	13331
Snrpd1	837	8196
Snrpe	492	6455
Snta1	2115	1394
Soat1	4785	7693
Sos1	8919	3474
Sox1	4037	0
Sox11	8451	3176
Sox15	1138	5
Sox18	1619	901
Sox3	2065	0
Sox4	4780	32945
Serpina1b	1425	5309
Serpina1c	1424	1450
Serpina1d	1442	3159
Serpina1e	1373	369
Serpina3n	2085	14392
Serpina3m	1659	1361
Serpine2	2055	3365
Serpinb9	3397	10650
Spink1	422	0
Sptbn1	11019	46420
Sprr1a	790	8122
Sprr1b	820	10
Sephs2	2181	4509
Mucl2	638	0
Mucl1	941	62
Sptlc1	2570	6074
Sqle	2748	12782
Srm	1328	4674
Srp14	790	5504
Srprb	2991	4000
Stat6	3805	10700
Stc1	3743	466
Sult2a2	741	0
Wnt8a	1520	3
Stra8	1469	0
Stx4a	1358	3219
Supt6	6201	13214
Surf6	2996	2043
Sva	651	0
Svs4	575	0
Svs5	601	0
Swap70	4035	2869
Syngr1	4465	1050
Syngr2	1524	11949
Syp	2482	42
Syt4	3901	4
T	2046	0
Tacr1	5026	107
Tacr2	2258	0
Map3k7	5762	6186
Tal2	2973	15
Slc6a6	6169	29016
Tbca	550	8197
Tbr1	3976	0
Tbx15	3567	908
Tbx2	3562	370
Hnf1a	3186	1560
Tcf15	931	16
Vps72	1436	6761
Acat2	2076	2937
Tcp10b	2065	2
Dynlt1b	770	75
Phlda1	1953	12931
Tectb	2884	0
Inmt	1023	118
Adad1	1972	0
Tep1	8163	4475
Prss40	1301	0
Tex261	1454	5325
Tex9	4317	515
Tfam	3918	3366
Tff1	478	3771
Tff2	571	11334
Tgfb3	3385	3335
Tgfbi	2737	14767
Tgfbr2	4788	9975
Tgm2	3549	35703
Tgm3	4144	0
Tg	8436	43
Ift88	3079	1593
Th	1783	0
Thbd	3718	1594
Thrsp	1102	98
Thy1	1735	5160
Nkx2-1	2832	0
Tkt	3229	56597
Tll1	4943	544
Ran	2288	28664
Tlx2	1434	0
Tnnc1	721	1758
Tnnc2	692	235
Tnfaip2	3570	24360
Tnfaip6	1601	619
Tnfrsf11a	5022	1083
Tnfrsf18	1030	412
Tnfrsf8	3436	42
Pglyrp1	681	749
Tnfsf8	2228	128
Tnfsf9	1230	970
Tnni2	724	842
Tnni3	912	1812
Tnp1	426	0
Top1	3846	11418
Top2b	5633	12143
Top3a	5590	1365
Tpbpa	1573	0
Tpi1	1469	85725
Tpo	3297	0
Traf4	3016	7113
Tnfsf10	4944	164
Trh	1384	0
Tob1	2285	4565
Trpc5	8502	3
Tpt1	894	277849
Prss2	826	14
Ctr9	4300	5041
Tspyl1	2696	4076
Phlda2	737	430
Tssk1	1451	20
Tssk2	1388	4
Tst	1102	1964
Rpl13a	1026	93059
Psmd3	2147	12374
Tsx	819	4
Ttc3	7295	10805
Ttf1	4153	1667
Tgoln1	5024	7489
Tgoln2	2236	0
Tuba3a	1552	0
Tuba1c	1977	13308
Tuba3b	1567	0
Tubb2a	1605	4572
Tubb4a	2051	144
Tnfsf4	1609	615
Zrsr2	5996	3158
Ube2e1	1386	2345
Ube2l3	2609	11424
Sumo1	1215	6272
Ubr1	7761	5256
Ucp1	1644	3
Ucp3	2448	21
Ugdh	2442	39575
Ugt2b5	1893	154
Uox	1843	646
Prap1	622	131
Upk2	874	0
Urod	1489	2978
Usp9x	11902	13012
Utf1	1160	0
Vmn2r123	3032	0
Vmn2r37	3078	0
Vmn2r42	3619	0
Vamp2	2164	2421
Vamp3	2115	7359
Vav2	5911	4670
Vax1	3091	0
Vcl	5267	28627
Vcp	3315	31399
Vdr	4354	1668
Vegfc	1881	583
Vhl	2758	2624
Slc32a1	2805	28
Vil1	3117	5941
Ezr	3070	85126
Vipr2	3385	33
